locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	region	group	gene_length	gc_content	gc3	gc3_deviation	nc	rare_codon_freq	dist_oriC	region_calc	baseMean	has_gene_name	has_old_locus_tag	has_named_product	is_hypothetical	has_protein_id	is_constitutive	LFC_T2vsT1	LFC_T3vsT1	composite_conservation
SC_RS26865		SCO4940	TetR/AcrR family transcriptional regulator	TetR	5374860	5375462	+	0	Shielded	603	0.7280265339966833	0.9253731343283582	0.011044383949659675	30.363349533687483	0.01	1102468.0	core	64.8967455857313	False	True	True	False	True	False	-3.0458921264373755	-2.1971677075409906	0.19148863286375237
SC_RS26875		SCO4942	TetR family transcriptional regulator	TetR	5375964	5376623	-	0	Shielded	660	0.706060606060606	0.8727272727272727	0.041601477651425856	34.84240551421295	0.0410958904109589	1103600.5	core	79.14468305040242	False	True	True	False	True	False	-1.921310905083662	-0.9684400926354404	-0.2949822445303025
SC_RS26885		SCO4944	helix-turn-helix domain-containing protein	HTH (other)	5377855	5378730	-	0	Shielded	876	0.7146118721461188	0.934931506849315	0.02060275647061649	31.912422699513108	0.020618556701030927	1105599.5	core	425.6960350680319	False	True	True	False	True	False	-1.5487193119762634	-2.020115750631992	0.14393273641942964
SC_RS26925		SCO4952	TetR/AcrR family transcriptional regulator	TetR	5389080	5389676	+	0	Shielded	597	0.7236180904522613	0.9346733668341709	0.020344616455472364	33.529234647381045	0.030303030303030304	1116685.0	core	144.4827386318619	False	True	True	False	True	False	-0.0593562606039366	-1.5908881237723784	-0.09211838780698127
SC_RS26965		SCO4960	sigma factor-like helix-turn-helix DNA-binding protein	Sigma factor	5395316	5395822	-	0	Exposed	507	0.7810650887573964	0.9112426035502958	0.0030861468284026916	36.22791796963821	0.017857142857142856	1122876.0	core	154.97663297976044	False	True	True	False	True	False	-1.272316820268741	-1.514544477647077	-0.05003978010804528
SC_RS26970		SCO4961	MarR family winged helix-turn-helix transcriptional regulator	MarR	5396005	5396511	-	0	Shielded	507	0.7140039447731755	0.9053254437869822	0.009003306591716331	33.26333318722979	0.03571428571428571	1123565.0	core	193.8143000563026	False	True	True	False	True	True	0.2293128645391418	-0.2416831101897911	-0.09063452641271343
SC_RS26990	greA	SCO4965	transcription elongation factor GreA	Other regulatory	5400027	5400524	-	0	Shielded	498	0.6767068273092369	0.9156626506024096	0.0013339002237110487	33.617240306541525	0.024242424242424242	1127582.5	core	892.5610154429507	True	True	True	False	True	False	-1.030577704513464	-1.186018774826041	0.6374594311238334
SC_RS27010		SCO4969	tetratricopeptide repeat protein	TetR	5402381	5405644	-	0	Shielded	3264	0.7628676470588235	0.9595588235294118	0.04523007315071326	29.335968166047913	0.015639374425023	1131319.5	core	1077.2658385069474	False	True	True	False	True	False	-0.3090146874217956	-0.8202997614220786	0.9024803992544663
SC_RS27045		SCO4977	acyl-CoA-like ligand-binding transcription factor	Other regulatory	5414535	5415242	-	0	Shielded	708	0.7274011299435028	0.9110169491525424	0.0033118012261561525	33.12024779072793	0.02553191489361702	1142195.5	core	112.94886485743932	False	True	True	False	True	False	-1.2520153596365848	-1.005622880864999	0.05409876738497616
SC_RS27105		SCO4989	IclR family transcriptional regulator	IclR	5428166	5428930	+	0	Exposed	765	0.7045751633986929	0.9411764705882353	0.02684772020953674	29.293508568175884	0.011811023622047244	1155855.0	core	277.78271979600527	False	True	True	False	True	False	-1.7170840522337387	-2.391846336398685	0.22127754058457852
SC_RS27140		SCO4996	SigE family RNA polymerase sigma factor	Sigma factor	5435560	5436069	-	0	Shielded	510	0.7490196078431373	0.9470588235294117	0.03273007315071319	29.964419937995356	0.029585798816568046	1163121.5	core	189.7941741739721	False	True	True	False	True	True	0.3858780424918331	-0.1165139216346246	-0.0324488603766364
SC_RS27150		SCO4998	helix-turn-helix domain-containing protein	HTH (other)	5436371	5437222	-	0	Shielded	852	0.6913145539906104	0.8661971830985915	0.048131567280107035	36.21059298557514	0.038869257950530034	1164103.5	core	68.51708180865921	False	True	True	False	True	False	0.2270905287033875	0.5882694275201386	-0.3040410332795325
SC_RS27250		SCO5017	AraC-like ligand-binding domain-containing protein	AraC	5452583	5453623	+	0	Shielded	1041	0.7118155619596542	0.8933717579250721	0.020956992453626477	33.162055792355766	0.04335260115606936	1180410.0	core	60.351448630402096	False	True	True	False	True	False	1.835086357005902	3.0503580420114256	-0.06231483803526464
SC_RS27290		SCO5025	MerR family transcriptional regulator	MerR	5458994	5459911	+	0	Shielded	918	0.7113289760348583	0.8562091503267973	0.0581196000519012	35.21060145448937	0.04590163934426229	1186759.5	core	117.49385935561877	False	True	True	False	True	True	0.281321289476046	-0.3669551641606063	-0.33598184326981034
SC_RS27300		SCO5027	winged helix DNA-binding domain-containing protein	HTH (other)	5460757	5461950	-	0	Exposed	1194	0.7654941373534339	0.9321608040201005	0.017832053641401946	32.66492679034967	0.007556675062972292	1188660.5	core	112.75098391242147	False	True	True	False	True	False	-2.2543700120671244	-1.101360873538775	0.2668306903581847
SC_RS27330		SCO5033	LysR substrate-binding domain-containing protein	LysR	5468567	5469505	+	0	Shielded	939	0.7401490947816827	0.9297124600638977	0.015383709685199198	32.0376530572561	0.022435897435897436	1196343.0	core	161.5147699576052	False	True	True	False	True	False	-0.7524789925700364	-0.7356701192056007	0.1319777824878874
SC_RS27345		SCO5036	PadR family transcriptional regulator	PadR	5472658	5473182	-	0	Shielded	525	0.6761904761904762	0.9142857142857143	4.3036092984283236e-05	32.56426386189459	0.028735632183908046	1200227.0	core	419.634096736984	False	True	True	False	True	False	-2.4778833850748785	-2.0559753428390293	0.05484418305372285
SC_RS27395		SCO5046	WhiB family transcriptional regulator	WhiB	5486443	5486820	+	0	Shielded	378	0.7486772486772487	0.8809523809523809	0.03337636942631761	33.25418531170141	0.016	1213938.5	core	317.87799630229074	False	True	True	False	True	False	0.8775802374359299	1.4280030396106225	-0.07539591722850177
SC_RS27485		SCO5065	helix-turn-helix transcriptional regulator	HTH (other)	5504937	5507768	-	0	Shielded	2832	0.7648305084745762	0.8983050847457628	0.01602366563293578	33.68752164853694	0.042417815482502653	1233659.5	core	258.2732117853775	False	True	True	False	True	True	0.4864064030164255	0.1361638038173445	0.4623863317138511
SC_RS27500		SCO5068	TetR/AcrR family transcriptional regulator	TetR	5510516	5511115	-	0	Shielded	600	0.76	0.92	0.0056712496213014996	33.22130715517345	0.020100502512562814	1238122.5	core	90.64435215021189	False	True	True	False	True	False	-0.2016682321445138	-1.2597489101391814	0.04599416546898483
SC_RS27570	actII	SCO5082	TetR family transcriptional regulator ActII	TetR	5523183	5523962	-	0	Shielded	780	0.708974358974359	0.926923076923077	0.01259432654437842	32.0991007663149	0.03474903474903475	1250879.5	core	1530.5710523418986	True	True	True	False	True	False	-0.8299871201264029	2.5950361467035115	0.7295624910424108
SC_RS27585		SCO5085	AfsR/SARP family transcriptional regulator	SARP	5528094	5528861	+	0	Shielded	768	0.6341145833333334	0.80859375	0.10573500037869854	42.59824945243841	0.09803921568627451	1255784.5	core	2568.5231577665613	False	True	True	False	True	False	1.9854878028690233	6.435870540124959	-0.8843749029837115
SC_RS27635		SCO5095	helix-turn-helix domain-containing protein	HTH (other)	5536422	5536994	+	0	Shielded	573	0.7364746945898778	0.9424083769633508	0.02807962658465224	32.88245200359134	0.010526315789473684	1264015.0	core	41.50192219626129	False	True	True	False	True	False	-1.0878972619303078	0.3087348055727429	0.015834689649090405
SC_RS27640		SCO5096	LysR family transcriptional regulator	LysR	5537246	5538175	-	0	Shielded	930	0.7655913978494624	0.964516129032258	0.05018737865355949	28.859770101342303	0.003236245954692557	1265017.5	core	63.2870581933309	False	True	True	False	True	False	-0.4284463849017733	0.7240305687427514	0.21460870860737163
SC_RS27660		SCO5100	GntR family transcriptional regulator	GntR	5541010	5541762	+	0	Shielded	753	0.7370517928286853	0.9282868525896414	0.013958102210942847	31.92694724993057	0.048	1268693.0	core	558.8742952774608	False	True	True	False	True	False	3.315196156832278	2.5243311219258464	-0.035816420560987695
SC_RS27785		SCO5125	helix-turn-helix domain-containing protein	HTH (other)	5572261	5573124	-	0	Shielded	864	0.6886574074074074	0.8576388888888888	0.0566898614898097	32.505427844494065	0.04878048780487805	1299999.5	core	440.7128864041592	False	True	True	False	True	False	2.6935231601259644	2.53248958446106	-0.22788072267204398
SC_RS27815		SCO5131	sensor histidine kinase	Sensor kinase	5578902	5580068	+	0	Shielded	1167	0.7446443873179092	0.9383033419023136	0.02397459152361503	29.220713822501224	0.023195876288659795	1306792.0	core	78.80983821373817	False	True	True	False	True	False	-0.689837931446591	-0.0431007828405682	0.24076801055702154
SC_RS27820		SCO5132	response regulator transcription factor	Response regulator	5580065	5580679	+	0	Shielded	615	0.7333333333333333	0.9560975609756097	0.04176881059691118	28.694315450511652	0.014705882352941176	1307679.0	core	149.26317514296971	False	True	True	False	True	False	-1.0307147902179643	-1.707155340800781	0.10108095223461018
SC_RS27900	sigE	SCO5147	RNA polymerase sigma factor SigE	Sigma factor	5593690	5594361	+	0	Shielded	672	0.7142857142857143	0.9241071428571429	0.009778392478444364	32.30611106297261	0.03139013452914798	1321332.5	core	4235.681163097085	True	True	True	False	True	False	-0.7668411556411651	0.7605915590574691	1.0789827336809676
SC_RS27905		SCO5148	anti-sigma factor family protein	Sigma factor	5594358	5595347	+	0	Shielded	990	0.7616161616161616	0.8818181818181818	0.032510568560516706	36.796032295638945	0.0547112462006079	1322159.5	core	1758.8926774775812	False	True	True	False	True	False	-0.5530510130978433	0.6038753628822411	-0.11184378803214667
SC_RS28015		SCO5170	TetR/AcrR family transcriptional regulator	TetR	5617213	5617854	-	0	Shielded	642	0.705607476635514	0.9252336448598131	0.010904894481114535	30.18528484663469	0.03286384976525822	1344840.5	core	1012.32965739471	False	True	True	False	True	False	0.2348412263615794	-0.825107962850643	0.17234651979412052
SC_RS28115		SCO5190	WhiB family transcriptional regulator	WhiB	5647747	5648115	+	0	Shielded	369	0.7018970189701897	0.8780487804878049	0.03627996989089366	31.028120496783686	0.040983606557377046	1375238.0	core	217.2264588342524	False	True	True	False	True	False	-2.6105473280966645	-1.993535060910479	-0.19940963455675778
SC_RS28200		SCO5205	tetratricopeptide repeat protein	TetR	5664867	5666699	+	0	Shielded	1833	0.7714129841789417	0.9427168576104746	0.028388107231776094	32.14240779511745	0.019672131147540985	1393090.0	core	747.4013112309553	False	True	True	False	True	False	-0.6099229748247753	-0.1843173845438988	0.4129822472358476
SC_RS28210		SCO5206	Fur family transcriptional regulator	Other regulatory	5666944	5667360	-	0	Shielded	417	0.7218225419664268	0.9640287769784173	0.04970002659971873	29.443225053404806	0.007246376811594203	1394459.0	core	463.236361330407	False	True	True	False	True	True	0.0475200705359124	-0.298609780057741	0.07972683376471079
SC_RS28225		SCO5209	TetR/AcrR family transcriptional regulator	TetR	5669080	5669691	+	0	Shielded	612	0.7712418300653595	0.9166666666666666	0.0023379162879680893	31.382021046413207	0.014778325123152709	1396692.5	core	134.69815063310014	False	True	True	False	True	False	-0.6481204813202025	-0.6525401529315845	0.1708486982128832
SC_RS28260	sigR	SCO5216	RNA polymerase sigma factor SigR	Sigma factor	5675219	5675902	+	0	Shielded	684	0.6842105263157895	0.8903508771929824	0.023977873185716092	32.738037100912436	0.06167400881057269	1402867.5	core	3873.605568838389	True	True	True	False	True	False	1.6882147654829212	0.1000394418578028	0.748567179226271
SC_RS28265	rsrA	SCO5217	mycothiol system anti-sigma-R factor	Anti-sigma	5675899	5676216	+	0	Shielded	318	0.6477987421383647	0.8867924528301887	0.027536297548509836	31.657965605700113	0.06666666666666667	1403364.5	core	855.3984475248647	True	True	True	False	True	False	1.6437010556982103	0.1156882272075913	0.24495261962875858
SC_RS28280		SCO5220	tetratricopeptide repeat protein	TetR	5679047	5680027	+	0	Shielded	981	0.7482161060142711	0.9480122324159022	0.033683482037203616	29.95310650518006	0.02147239263803681	1406844.0	core	1375.600037905608	False	True	True	False	True	False	0.3227776549048995	-0.5899810925334137	0.30317832382723026
SC_RS28300		SCO5224	GlxA family transcriptional regulator	Other regulatory	5683497	5684465	-	0	Shielded	969	0.737874097007224	0.9566563467492261	0.04232759637052752	28.80493166516638	0.018633540372670808	1411288.0	core	1044.0891267204977	False	True	True	False	True	False	0.1726333843476718	-2.1837555125935046	0.28033236756238794
SC_RS28335		SCO5231	GntR family transcriptional regulator	GntR	5691072	5691836	-	0	Shielded	765	0.7032679738562092	0.9568627450980393	0.04253399471934072	29.84403195452893	0.01968503937007874	1418761.0	core	158.77953283578736	False	True	True	False	True	False	-0.8772459390097801	-1.1825421868300867	0.06500018455088927
SC_RS28370		SCO5238	TetR/AcrR family transcriptional regulator	TetR	5699058	5699702	+	0	Shielded	645	0.7426356589147287	0.9395348837209302	0.02520613334223165	32.35957180152647	0.028037383177570093	1426687.0	core	249.7303356498104	False	True	True	False	True	False	0.9040245487851306	0.0950331048939011	-0.02909326801591456
SC_RS28375		SCO5239	PAS domain-containing sensor histidine kinase	Sensor kinase	5700131	5701606	+	0	Shielded	1476	0.7168021680216802	0.9654471544715447	0.05111840409284618	28.521410863222503	0.010183299389002037	1428175.5	core	370.5914843554989	False	True	True	False	True	False	-1.8102154746576544	-1.7686630240486378	0.3633055176599906
SC_RS28380		SCO5240	WhiB family transcriptional regulator	WhiB	5701855	5702112	-	0	Shielded	258	0.7015503875968992	0.8488372093023255	0.065491541076373	28.100063938618927	0.03529411764705882	1429290.5	core	1868.1208386395488	False	True	True	False	True	False	-0.8323966970424082	-1.3334126811201277	0.002864649582669045
SC_RS28395		SCO5243	RNA polymerase sigma factor SigF	Sigma factor	5704007	5705071	-	0	Shielded	1065	0.7220657276995305	0.9323943661971831	0.018065615818484537	30.833606294102005	0.02824858757062147	1431846.0	core	1614.0673783142038	False	True	True	False	True	False	1.0293094468069504	0.1574896792415155	0.3451765848131533
SC_RS28495			helix-turn-helix domain-containing protein	HTH (other)	5722789	5722998	+	0	Shielded	210	0.6619047619047619	0.7571428571428571	0.15718589323584142	48.19807306695358	0.08695652173913043	1450200.5	core	49.68143549983456	False	False	True	False	True	False	-0.5717326292148773	-0.4921604271778665	-2.6617610870589155
SC_RS28505		SCO5264	PadR family transcriptional regulator	PadR	5723633	5724715	-	0	Shielded	1083	0.7423822714681441	0.9362880886426593	0.021959338263960793	31.034167492583666	0.03333333333333333	1451481.0	core	337.82450479984504	False	True	True	False	True	False	-1.8797533203902916	-1.9529815963762416	0.1255284957888512
SC_RS28560	fxsT	SCO5275	FxSxx-COOH system tetratricopeptide repeat protein	TetR	5738498	5741521	+	0	Shielded	3024	0.707010582010582	0.9295634920634921	0.015234741684793551	31.523129701000652	0.025819265143992055	1467316.5	core	1177.6011274997184	True	True	True	False	True	False	3.2690510934659804	1.6271964195784707	1.3690685023555424
SC_RS28585	fxsT	SCO5280	FxSxx-COOH system tetratricopeptide repeat protein	TetR	5746301	5749747	+	0	Shielded	3447	0.749927473165071	0.9303742384682332	0.016045488089534654	30.993946042200506	0.03048780487804878	1475331.0	core	262.0829414419014	True	True	True	False	True	False	-1.2381549782920114	-0.339187165951809	1.3486228305980033
SC_RS28595		SCO5282	sensor histidine kinase	Sensor kinase	5753949	5755076	-	0	Shielded	1128	0.7154255319148937	0.949468085106383	0.03513933472768449	28.883304953474433	0.024	1481819.5	core	311.5535820479166	False	True	True	False	True	False	-1.1260053392003246	-1.6137427583075012	0.2191360224756654
SC_RS28600		SCO5283	response regulator transcription factor	Response regulator	5755073	5755807	-	0	Shielded	735	0.7238095238095238	0.9591836734693877	0.04485492309068917	27.661996954665312	0.01639344262295082	1482747.0	core	556.448795446816	False	True	True	False	True	False	-1.04529906880727	-2.130604622192486	0.19809488064689193
