SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	all_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	product
SCO3970	SC_RS21990		chromosome	4370586	4372061	-	no		PNPOx_N	NA	0	no	NA	NA	NA	aminopeptidase P family protein
SCO3971	SC_RS21995		chromosome	4372196	4373629	-	no		STAS;STAS_2	NA	0	no	NA	NA	NA	PP2C family protein-serine/threonine phosphatase
SCO3972	SC_RS22000		chromosome	4374285	4374950	+	no		ANTAR;GAF_2	NA	0	no	NA	NA	NA	bifunctional DNA primase/polymerase
SCO3973	SC_RS22005		chromosome	4375006	4375671	+	no		ANTAR;GAF;GAF_2	NA	0	no	NA	NA	NA	hypothetical protein
SCO3974	SC_RS22010		chromosome	4375917	4376882	-	no		CarboxypepD_reg;YceI	NA	0	no	NA	NA	NA	DUF5926 family protein
SCO3975	SC_RS22015		chromosome	4377505	4378143	-	no		Big_6;CarbopepD_reg_2;CarboxypepD_reg;DUF1416;MFS_1;NOMO1-like_2nd;SdrD_B;SpaA;bMG3	NA	1	no	NA	NA	CastroMelchor	ATP-binding protein
SCO3976	SC_RS22020		chromosome	4378271	4379098	-	yes	MarR;MarR_2	MarR;MarR_2	NA	0	no	NA	MarR	pfam	glycerophosphodiester phosphodiesterase
SCO3977	SC_RS22025		chromosome	4379364	4380923	+	no			NA	0	no	NA	NA	NA	S1C family serine protease
SCO3978	SC_RS22030		chromosome	4381065	4381958	-	yes	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	NA	0	no	NA	Sigma	pfam	NADP-dependent oxidoreductase
SCO3979	SC_RS22035		chromosome	4382030	4382620	+	yes	HTH_23;Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	HTH_23;Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	NA	1	no	NA	Sigma	pfam;CastroMelchor	TetR/AcrR family transcriptional regulator
SCO3980	SC_RS22045		chromosome	4382898	4383473	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO3981	SC_RS22050		chromosome	4383616	4384371	-	no		Bd3614-deam;MafB19-deam;dCMP_cyt_deam_1	NA	0	no	NA	NA	NA	GntR family transcriptional regulator
SCO3982	SC_RS22055		chromosome	4384451	4384729	+	no		Rv3753c	NA	1	no	NA	NA	CastroMelchor	hypothetical protein
SCO3983	SC_RS22060		chromosome	4384742	4385053	+	no			NA	1	no	NA	NA	CastroMelchor	hypothetical protein
SCO3985	SC_RS22065		chromosome	4385253	4385477	+	no		Pribosyltran;UPRTase	NA	1	no	NA	NA	CastroMelchor	hypothetical protein
SCO3986	SC_RS22070		chromosome	4385486	4386217	+	no		LytR_C	NA	1	no	NA	NA	CastroMelchor	GntR family transcriptional regulator
SCO3987	SC_RS22075		chromosome	4386214	4386522	+	no		VapB	NA	1	no	NA	NA	CastroMelchor	hypothetical protein
SCO3988	SC_RS22080		chromosome	4386621	4386899	+	no			NA	1	no	NA	NA	CastroMelchor	hypothetical protein
SCO3989	SC_RS22085		chromosome	4387240	4387509	+	no			NA	0	no	NA	NA	NA	barstar family protein
SCO3991	SC_RS22090		chromosome	4388129	4389009	-	no		DUF308	NA	0	no	NA	NA	NA	IS5-like element IS1648 family transposase
SCO3996	SC_RS22100		chromosome	4390643	4390861	+	no		HhH-GPD	NA	0	no	NA	NA	NA	helix-turn-helix domain-containing protein
SCO3997	SC_RS22105		chromosome	4390861	4392009	+	no		FAD_binding_9;SIP	NA	0	no	NA	NA	NA	tyrosine-type recombinase/integrase
SCO3998	SC_RS22110		chromosome	4392274	4393602	-	no		Penicil_amidase	NA	0	no	NA	NA	NA	outer membrane protein assembly factor BamB family protein
SCO3999	SC_RS22115		chromosome	4394327	4395133	+	no		Acetyltransf_8	NA	0	no	NA	NA	NA	DUF4232 domain-containing protein
SCO4000	SC_RS22120		chromosome	4395100	4395579	-	no		Cupin_5	NA	0	no	NA	NA	NA	hypothetical protein
SCO4001	SC_RS22125		chromosome	4395671	4396546	-	no		Epimerase;KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	bifunctional DNA primase/polymerase
SCO4002	SC_RS22130		chromosome	4396912	4397238	+	no		CopC;CopD	NA	0	no	NA	NA	NA	hypothetical protein
SCO4005	SC_RS22135		chromosome	4397767	4398372	+	no			NA	1	yes	ECF	Sigma	CastroMelchor;SigmaReview	SigE family RNA polymerase sigma factor
SCO4006	SC_RS22140		chromosome	4398501	4400177	+	no		ADH_N;ADH_zinc_N	NA	0	no	NA	NA	NA	long-chain fatty acid--CoA ligase
SCO4007	SC_RS22145		chromosome	4400250	4401542	-	no			NA	0	no	NA	NA	NA	MFS transporter
SCO4008	SC_RS22150		chromosome	4401679	4402257	+	no		MIP	NA	1	no	NA	NA	CastroMelchor	TetR family transcriptional regulator
SCO4009	SC_RS22155		chromosome	4402297	4406688	-	no			NA	1	no	NA	NA	CastroMelchor	hybrid sensor histidine kinase/response regulator
SCO4010	SC_RS22160		chromosome	4406863	4407330	-	yes	HTH_11;HTH_20;HTH_5;MarR_2	HTH_11;HTH_20;HTH_5;HVO_A0261_N;MarR_2	NA	0	no	NA	MarR	pfam	SSI family serine proteinase inhibitor
SCO4011	SC_RS22175		chromosome	4407977	4408414	+	no		DDE_5;DDE_Tnp_1	NA	0	no	NA	NA	NA	DUF6234 family protein
SCO4012	SC_RS22180		chromosome	4408407	4408838	-	no			NA	0	no	NA	NA	NA	DUF6010 family protein
SCO4013	SC_RS22185		chromosome	4409067	4410554	+	no		AAA;DNAX_ATPase_lid;DNA_pol3_delta2;DNA_pol3_gamma3	NA	0	no	NA	NA	NA	peptidoglycan D,D-transpeptidase FtsI family protein
SCO4014	SC_RS22190		chromosome	4410577	4410936	-	no		ATP-grasp;GARS_A;GARS_C;GARS_N	NA	0	no	NA	NA	NA	winged helix-turn-helix transcriptional regulator
SCO4015	SC_RS22195		chromosome	4411013	4411894	+	no			NA	0	no	NA	NA	NA	DUF2797 domain-containing protein
SCO4016	SC_RS22200		chromosome	4412004	4412957	+	no		DMFA2_C	NA	0	no	NA	NA	NA	amidohydrolase family protein
SCO4017	SC_RS22205		chromosome	4413017	4413733	-	no		SAICAR_synt	NA	0	no	NA	NA	NA	metal-dependent transcriptional regulator
SCO4018	SC_RS22210		chromosome	4413742	4414275	-	yes	GerE;Response_reg	GerE;Response_reg	NA	0	no	NA	LuxR	pfam	YbhB/YbcL family Raf kinase inhibitor-like protein
SCO4019	SC_RS22215		chromosome	4414377	4415069	+	no		HisKA_3	NA	1	no	NA	NA	CastroMelchor	GntR family transcriptional regulator
SCO4020	SC_RS22220		chromosome	4415204	4415944	+	no		ABC2_membrane;ABC2_membrane_3	NA	1	no	NA	NA	CastroMelchor	response regulator transcription factor
SCO4021	SC_RS22225		chromosome	4415941	4417515	+	no		AAA_21;ABC-like_C;ABC_tran	NA	1	no	NA	NA	CastroMelchor	sensor histidine kinase
SCO4022	SC_RS22230		chromosome	4417530	4418879	+	no		Lsr2;Lsr2_DNA-bd	NA	1	no	NA	NA	CastroMelchor	bifunctional glycosyltransferase family 2/GtrA family protein
SCO4023	SC_RS22235		chromosome	4418876	4421077	+	no		PurS	NA	1	no	NA	NA	CastroMelchor	ArnT family glycosyltransferase
SCO4024	SC_RS22240		chromosome	4421136	4422659	+	no		GATase_3;GATase_5	NA	0	no	NA	NA	NA	MFS transporter
SCO4025	SC_RS22245		chromosome	4422721	4423479	+	no		AIRS;AIRS_C;FGAR-AT_linker	NA	0	no	NA	NA	NA	TetR/AcrR family transcriptional regulator
SCO4026	SC_RS22250		chromosome	4423549	4424019	-	no		Uma2	NA	1	no	NA	NA	CastroMelchor	PPOX class F420-dependent oxidoreductase
SCO4027	SC_RS22255		chromosome	4424029	4424409	-	yes	HTH_20	HTH_20	NA	1	no	NA	HTH_other	pfam;CastroMelchor	STAS domain-containing protein
SCO4028	SC_RS22260		chromosome	4424638	4425387	+	no		Peptidase_M23	NA	0	no	NA	NA	NA	ANTAR domain-containing protein
SCO4029	SC_RS22265		chromosome	4425406	4426155	+	no		DinB_2;MDMPI_C;MDMPI_N;SCP_3	NA	0	no	NA	NA	NA	GAF and ANTAR domain-containing protein
SCO4030	SC_RS22270		chromosome	4426138	4426959	-	no		META	NA	0	no	NA	NA	NA	YceI family protein
SCO4031	SC_RS22275		chromosome	4427069	4429576	-	no		GATase_6;GATase_7;Pribosyltran	NA	1	no	NA	NA	CastroMelchor	MFS transporter
SCO4032	SC_RS22280		chromosome	4429662	4430162	-	no		AIRS;AIRS_C	NA	1	no	NA	NA	CastroMelchor	MarR family winged helix-turn-helix transcriptional regulator
SCO4033	SC_RS22285		chromosome	4430368	4430568	+	no		DUF3073	NA	0	no	NA	NA	NA	hypothetical protein
SCO4034	SC_RS22290		chromosome	4430684	4431640	-	no		ELFV_dehydrog;ELFV_dehydrog_N	NA	1	yes	sigma70_group3	Sigma	CastroMelchor;SigmaReview	RNA polymerase sigma factor SigF
SCO4035	SC_RS22295		chromosome	4431932	4432795	-	no		DUF8083	sigma	1	yes	ECF	Sigma	ZorroAranda;CastroMelchor;SigmaReview	RNA polymerase sigma factor SigF
SCO4036	SC_RS22300		chromosome	4432988	4433281	-	yes	HTH_17;MerR;MerR_1	HTH_17;MerR;MerR_1	NA	0	no	NA	MerR	pfam	Dabb family protein
SCO4037	SC_RS22305		chromosome	4433281	4433502	-	no		DUF6274	NA	0	no	NA	NA	NA	hypothetical protein
SCO4038	SC_RS22315	tadA	chromosome	4433708	4434139	-	no		Metallophos;Metallophos_2	NA	0	no	NA	NA	NA	tRNA adenosine(34) deaminase TadA
SCO4039	SC_RS22320		chromosome	4434208	4434756	-	no		Zincin_1	NA	0	no	NA	NA	NA	tRNA adenosine deaminase-associated protein
	SC_RS22325		chromosome	4435097	4435339	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO4041	SC_RS22330	upp	chromosome	4435478	4436113	+	no		DEAD;Helicase_C;RDM3_C	NA	0	no	NA	NA	NA	uracil phosphoribosyltransferase
SCO4042	SC_RS22335		chromosome	4436138	4436752	-	no		AA_permease;AA_permease_2	NA	0	no	NA	NA	NA	LytR C-terminal domain-containing protein
SCO4043	SC_RS22340		chromosome	4436888	4437184	-	no		Hexapep	NA	0	no	NA	NA	NA	type II toxin-antitoxin system VapB family antitoxin
	SC_RS22345		chromosome	4437354	4437488	-	yes	TetR_C_11;TetR_N	TetR_C_11;TetR_N	NA	0	no	NA	TetR	pfam	hypothetical protein
	SC_RS22350		chromosome	4437558	4437887	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO4045	SC_RS22355		chromosome	4437969	4438649	-	no			NA	0	no	NA	NA	NA	HdeD family acid-resistance protein
SCO4047	SC_RS22360		chromosome	4439198	4439791	-	yes	MerR;MerR_1	MerR;MerR_1	NA	0	no	NA	MerR	pfam	HhH-GPD-type base excision DNA repair protein
SCO4048	SC_RS22365		chromosome	4439817	4440542	-	no		M20_dimer;Peptidase_M20	NA	0	no	NA	NA	NA	siderophore-interacting protein
SCO4049	SC_RS22370		chromosome	4440627	4442975	+	no		Gly_transporter	NA	0	no	NA	NA	NA	penicillin acylase family protein
SCO4050	SC_RS22375		chromosome	4442968	4443588	+	no			NA	0	no	NA	NA	NA	GNAT family N-acetyltransferase
SCO4051	SC_RS22380		chromosome	4443585	4444082	+	no		RibD_C;dCMP_cyt_deam_1	NA	0	no	NA	NA	NA	cupin domain-containing protein
SCO4052	SC_RS22385		chromosome	4444079	4444873	+	no		SpoIIE	NA	0	no	NA	NA	NA	SDR family NAD(P)-dependent oxidoreductase
SCO4053	SC_RS22390		chromosome	4445276	4447045	+	no		Peptidase_M23	NA	0	no	NA	NA	NA	copper resistance CopC/CopD family protein
SCO4054	SC_RS22395		chromosome	4447161	4447970	+	no		Aldo_ket_red	NA	0	no	NA	NA	NA	hypothetical protein
SCO4055	SC_RS22400		chromosome	4447967	4449100	-	no		PrsW-protease	NA	0	no	NA	NA	NA	glutathione-independent formaldehyde dehydrogenase
SCO4056	SC_RS22405		chromosome	4449241	4449432	+	no		Methyltransf_4	NA	0	no	NA	NA	NA	hypothetical protein
SCO4057	SC_RS22410		chromosome	4449455	4450291	-	no		Dabb	NA	0	no	NA	NA	NA	MIP/aquaporin family protein
SCO4058	SC_RS22415		chromosome	4450575	4451078	+	no		DAO;NAD_binding_8	NA	0	no	NA	NA	NA	SRPBCC family protein
SCO4059	SC_RS22420		chromosome	4451075	4451410	+	no		SP15_N	NA	0	no	NA	NA	NA	ArsR/SmtB family transcription factor
SCO4061	SC_RS22425		chromosome	4452173	4452730	-	no		Asn_synthase	NA	0	no	NA	NA	NA	hypothetical protein
	SC_RS22435		chromosome	4453499	4453654	-	yes	BTAD;HTH_77;Trans_reg_C	BTAD;HTH_77;Trans_reg_C	NA	0	no	NA	SARP	pfam	hypothetical protein
SCO4065	SC_RS22440		chromosome	4454564	4455793	-	yes	Sigma70_r2	NPCBM;Sigma70_r2	NA	0	no	NA	Sigma	pfam	IS701 family transposase
SCO4066	SC_RS22445		chromosome	4455786	4456859	+	yes	TetR_N	TetR_C_43;TetR_N	NA	0	no	NA	TetR	pfam	competence protein CoiA family protein
SCO4067	SC_RS22460		chromosome	4457168	4459522	+	no		MFS_1	NA	0	no	NA	NA	NA	DNA polymerase III subunit gamma and tau
SCO4068	SC_RS22465	purD	chromosome	4459642	4460892	+	yes	MarR;MarR_2	MarR;MarR_2	NA	0	no	NA	MarR	pfam	phosphoribosylamine--glycine ligase
SCO4069	SC_RS22470		chromosome	4461199	4463193	+	yes	GerE;Response_reg;Sigma70_r4_2	GerE;Response_reg;Sigma70_r4_2	NA	0	no	NA	LuxR	pfam	hypothetical protein
SCO4070	SC_RS22475		chromosome	4463358	4464875	+	no		DUF7134;HATPase_c;HisKA_3	NA	0	no	NA	NA	NA	N,N-dimethylformamidase beta subunit family domain-containing protein
SCO4071	SC_RS22480		chromosome	4464986	4465885	+	no		Acetyltransf_1;Acetyltransf_10;Acetyltransf_7	NA	0	no	NA	NA	NA	phosphoribosylaminoimidazolesuccinocarboxamide synthase
SCO4072	SC_RS22490		chromosome	4466063	4466677	-	no		AAA_10;P-loop_TraG	NA	1	no	NA	NA	CastroMelchor	response regulator transcription factor
SCO4073	SC_RS22495		chromosome	4466674	4467921	-	no			NA	1	no	NA	NA	CastroMelchor	sensor histidine kinase
SCO4074	SC_RS22500		chromosome	4467951	4468766	-	no			NA	0	no	NA	NA	NA	ABC transporter permease
SCO4075	SC_RS22505		chromosome	4468763	4469743	-	no		DUF8175	NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO4076	SC_RS22520		chromosome	4470261	4470578	-	no		PAP2	NA	0	no	NA	NA	NA	histone-like nucleoid-structuring protein Lsr2
SCO4077	SC_RS22525	purS	chromosome	4470929	4471201	+	no		BBE;FAD_binding_4	NA	0	no	NA	NA	NA	phosphoribosylformylglycinamidine synthase subunit PurS
SCO4078	SC_RS22530	purQ	chromosome	4471198	4471878	+	no			NA	0	no	NA	NA	NA	phosphoribosylformylglycinamidine synthase subunit PurQ
SCO4079	SC_RS22535	purL	chromosome	4471875	4474133	+	no			NA	0	no	NA	NA	NA	phosphoribosylformylglycinamidine synthase subunit PurL
SCO4080	SC_RS22540		chromosome	4474193	4474777	-	no		Trns_repr_metal	NA	0	no	NA	NA	NA	Uma2 family endonuclease
SCO4081	SC_RS22545		chromosome	4474926	4475408	+	no		PhoU_div	NA	0	no	NA	NA	NA	ArsR/SmtB family transcription factor
SCO4082	SC_RS22550		chromosome	4475477	4476316	+	no		PHO4	NA	0	no	NA	NA	NA	M23 family metallopeptidase
SCO4084	SC_RS22555		chromosome	4477551	4478348	+	no		AAA_21;ABC_tran;SMC_N	NA	0	no	NA	NA	NA	maleylpyruvate isomerase family mycothiol-dependent enzyme
SCO4085	SC_RS22560		chromosome	4478431	4479264	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	META domain-containing protein
SCO4086	SC_RS22565	purF	chromosome	4479327	4480853	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	amidophosphoribosyltransferase
SCO4087	SC_RS22570	purM	chromosome	4480933	4482000	+	no		PBP_like_2;SBP_bac_1	NA	0	no	NA	NA	NA	phosphoribosylformylglycinamidine cyclo-ligase
SCO4088	SC_RS22575		chromosome	4482078	4482332	-	no		NUDIX	NA	0	no	NA	NA	NA	DUF3073 domain-containing protein
SCO4089	SC_RS22580		chromosome	4482654	4483748	-	no		CHAD	NA	0	no	NA	NA	NA	Leu/Phe/Val dehydrogenase
SCO4090	SC_RS22585		chromosome	4483978	4484829	+	no		PLDc_2;PP_kinase;PP_kinase_C;PP_kinase_C_1;PP_kinase_N	NA	0	no	NA	NA	NA	hypothetical protein
SCO4091	SC_RS22590	bldC	chromosome	4485363	4485569	+	yes	Sigma70_r2;Sigma70_r4;Sigma70_r4_2	Sigma70_r2;Sigma70_r4;Sigma70_r4_2	NA	1	no	NA	Sigma	pfam;CastroMelchor	developmental transcriptional regulator BldC
	SC_RS22595		chromosome	4486028	4486222	-	no			NA	0	no	NA	NA	NA	DUF6274 family protein
SCO4092	SC_RS22605	hrpA	chromosome	4486639	4490622	-	no			NA	0	no	NA	NA	NA	ATP-dependent RNA helicase HrpA
SCO4093	SC_RS22625		chromosome	4491092	4492756	-	no		HxlR	NA	0	no	NA	NA	NA	metallophosphoesterase family protein
SCO4094	SC_RS22630		chromosome	4492828	4493178	+	no		Ribonuc_L-PSP	NA	0	no	NA	NA	NA	metallopeptidase family protein
SCO4095	SC_RS22635		chromosome	4493275	4493832	+	no		HAMP;HATPase_c;HisKA	NA	0	no	NA	NA	NA	lipoprotein
SCO4096	SC_RS22640		chromosome	4494172	4496358	+	yes	Response_reg;Trans_reg_C	Response_reg;Trans_reg_C	NA	0	no	NA	LuxR	pfam	DEAD/DEAH box helicase
SCO4097	SC_RS22645		chromosome	4496497	4498032	+	no		Trypsin;Trypsin_2	NA	0	no	NA	NA	NA	amino acid permease
SCO4098	SC_RS22655		chromosome	4498219	4498908	-	yes	Trans_reg_C	GlnR_1st;Trans_reg_C	NA	0	no	NA	LuxR	pfam	CatB-related O-acetyltransferase
SCO4099	SC_RS22660		chromosome	4499009	4499689	+	no		Abhydrolase_1;Abhydrolase_6;Hydrolase_4;Peptidase_S15	NA	1	no	NA	NA	CastroMelchor	TetR/AcrR family transcriptional regulator
SCO4100	SC_RS22665		chromosome	4499727	4500119	+	no		ThiS	NA	0	no	NA	NA	NA	hypothetical protein
SCO4101	SC_RS22670		chromosome	4500126	4500524	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO4102	SC_RS22675		chromosome	4500505	4501464	-	no		LmeA	NA	1	no	NA	NA	CastroMelchor	MerR family transcriptional regulator
SCO4103	SC_RS22680		chromosome	4501524	4502795	-	no		Rhodanese	NA	0	no	NA	NA	NA	M20 family metallopeptidase
SCO4104	SC_RS22685		chromosome	4502820	4503476	-	no		DUF1416	NA	0	no	NA	NA	NA	trimeric intracellular cation channel family protein
SCO4105	SC_RS22690		chromosome	4503887	4504207	+	no		DUF3099	NA	0	no	NA	NA	NA	hypothetical protein
SCO4106	SC_RS22695		chromosome	4504259	4505389	+	yes	TetR_N	TetR_N	NA	0	no	NA	TetR	pfam	dihydrofolate reductase family protein
SCO4107	SC_RS22705		chromosome	4505705	4506940	+	no		KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	PP2C family protein-serine/threonine phosphatase
SCO4108	SC_RS22710		chromosome	4507333	4508376	+	no			NA	0	no	NA	NA	NA	M23 family metallopeptidase
SCO4109	SC_RS22715		chromosome	4508515	4509459	+	no			NA	0	no	NA	NA	NA	aldo/keto reductase
SCO4110	SC_RS22720		chromosome	4509484	4510875	-	no			NA	0	no	NA	NA	NA	PrsW family intramembrane metalloprotease
SCO4111	SC_RS22725	trmB	chromosome	4510885	4511700	-	no		DsrE	NA	0	no	NA	NA	NA	tRNA (guanosine(46)-N7)-methyltransferase TrmB
SCO4112	SC_RS22730		chromosome	4511815	4512225	+	no			NA	0	no	NA	NA	NA	Dabb family protein
SCO4113	SC_RS22735	lhgO	chromosome	4512311	4513579	-	no			NA	0	no	NA	NA	NA	L-2-hydroxyglutarate oxidase
SCO4114	SC_RS22740		chromosome	4513662	4515083	-	yes	HTH_31	DUF5753;HTH_31	NA	0	no	NA	HTH_other	pfam	MFS transporter
SCO4115	SC_RS22745		chromosome	4515796	4517919	+	no		DUF397	NA	1	no	NA	NA	CastroMelchor	asparagine synthase-related protein
SCO4116	SC_RS22750		chromosome	4517961	4521269	+	no		THAP4_heme-bd	NA	1	no	NA	NA	CastroMelchor	BTAD domain-containing putative transcriptional regulator
SCO4117	SC_RS22755		chromosome	4521256	4523319	-	no		FUR	global	0	yes	sigma70_unclassified	Sigma	ZorroAranda;SigmaReview	sigma-70 family RNA polymerase sigma factor
SCO4118	SC_RS22760		chromosome	4523502	4524395	-	no		GCV_T	global	1	no	NA	TetR	ZorroAranda;CastroMelchor	TetR/AcrR family transcriptional regulator
SCO4119	SC_RS22765		chromosome	4524770	4526149	+	no		Tyr_Deacylase	NA	0	no	NA	NA	NA	NAD(P)/FAD-dependent oxidoreductase
SCO4120	SC_RS22770		chromosome	4526332	4527990	+	no			NA	0	no	NA	NA	NA	ATP-binding SpoIIE family protein phosphatase
SCO4121	SC_RS22775		chromosome	4528045	4529322	-	no		RsiG	NA	0	no	NA	NA	NA	MDR family MFS transporter
SCO4122	SC_RS22780		chromosome	4529468	4530016	+	no		Asparaginase_II	NA	1	no	NA	NA	CastroMelchor	MarR family winged helix-turn-helix transcriptional regulator
SCO4123	SC_RS22800		chromosome	4535862	4536530	-	no			NA	1	no	NA	NA	CastroMelchor	response regulator
SCO4124	SC_RS22805		chromosome	4536527	4537801	-	yes	GntR;HTH_24;HTH_41	GntR;HTH_24;HTH_41	NA	1	no	NA	GntR	pfam;CastroMelchor	sensor histidine kinase
SCO4125	SC_RS22810		chromosome	4537896	4538456	+	no		HAD_2;Hydrolase;Hydrolase_like	NA	0	no	NA	NA	NA	GNAT family N-acetyltransferase
SCO4126	SC_RS22815		chromosome	4538504	4539991	-	no		APH	NA	0	no	NA	NA	NA	type IV secretory system conjugative DNA transfer family protein
SCO4127	SC_RS22820		chromosome	4540065	4541480	-	no			NA	0	no	NA	NA	NA	ATP-binding protein
SCO4128	SC_RS22825		chromosome	4541493	4543034	-	yes	TetR_N	TetR_N	NA	0	no	NA	TetR	pfam	SCO6880 family protein
SCO4129	SC_RS22830		chromosome	4543049	4544380	-	no		UvrD-helicase	NA	0	no	NA	NA	NA	energy-coupling factor transporter transmembrane component T family protein
SCO4130	SC_RS22835		chromosome	4544370	4545170	-	no		Amidohydro_1;Amidohydro_3	NA	0	no	NA	NA	NA	hypothetical protein
SCO4131	SC_RS22840		chromosome	4545338	4545646	-	yes	MarR_2	MarR_2	NA	0	no	NA	MarR	pfam	membrane protein
SCO4132	SC_RS22845	tgdA	chromosome	4546029	4547051	+	yes	HTH_19;HTH_25;HTH_3;HTH_31	HTH_19;HTH_25;HTH_3;HTH_31	NA	0	no	NA	HTH_other	pfam	transglycosylase TgdA
SCO4133	SC_RS22850		chromosome	4547257	4547973	+	no			NA	0	no	NA	NA	NA	phosphatase PAP2 family protein
SCO4134	SC_RS22855		chromosome	4547977	4549560	-	no		DUF2516	NA	0	no	NA	NA	NA	FAD-binding oxidoreductase
SCO4135	SC_RS22860		chromosome	4550161	4551054	+	no		SpoIIE	NA	0	no	NA	NA	NA	lipoprotein
	SC_RS22865		chromosome	4551132	4551296	+	no		NLPC_P60	NA	0	no	NA	NA	NA	hypothetical protein
SCO4136	SC_RS22870		chromosome	4551282	4551683	-	no			NA	0	no	NA	NA	NA	metal-sensitive transcriptional regulator
SCO4137	SC_RS22875		chromosome	4551891	4552511	+	no		GT4-conflict;Glyco_trans_1_4;Glyco_trans_4_4;Glyco_transf_4;Glycos_transf_1	NA	0	no	NA	NA	NA	DUF47 domain-containing protein
SCO4138	SC_RS22880	pitH	chromosome	4552519	4553517	+	no		YbjN	NA	0	no	NA	NA	NA	low-affinity phosphate transporter PitH
SCO4139	SC_RS22885	pstB	chromosome	4553637	4554413	-	yes	AraC_binding;HTH_18;HTH_AraC	AraC_binding;HTH_18;HTH_AraC	NA	0	no	NA	AraC	pfam	phosphate ABC transporter ATP-binding protein PstB
SCO4140	SC_RS22890	pstA	chromosome	4554467	4555531	-	no		DUF2000	NA	0	no	NA	NA	NA	phosphate ABC transporter permease PstA
SCO4141	SC_RS22895	pstC	chromosome	4555528	4556538	-	no		MFS_1;MFS_1_like;MFS_3;Sugar_tr	NA	0	no	NA	NA	NA	phosphate ABC transporter permease subunit PstC
SCO4142	SC_RS22900	pstS	chromosome	4556707	4557834	-	no		His_Phos_1	NA	0	no	NA	NA	NA	phosphate ABC transporter substrate-binding protein PstS
SCO4143	SC_RS22905		chromosome	4558121	4558549	-	no		DUF5959	NA	0	no	NA	NA	NA	NUDIX hydrolase
SCO4144	SC_RS22910		chromosome	4558596	4559762	-	no			NA	0	no	NA	NA	NA	CHAD domain-containing protein
SCO4145	SC_RS22915		chromosome	4559965	4562205	-	no		Mrr_cat;NA-iREase1	NA	0	no	NA	NA	NA	RNA degradosome polyphosphate kinase
SCO4146	SC_RS22920		chromosome	4563131	4563673	+	no		HATPase_c_2	NA	1	yes	ECF	Sigma	CastroMelchor;SigmaReview	RNA polymerase sigma factor
SCO4147	SC_RS22925		chromosome	4563670	4564533	+	yes	GntR	GntR;UTRA	NA	1	no	NA	GntR	pfam;CastroMelchor	cupin domain-containing protein
SCO4148	SC_RS22930		chromosome	4564580	4565449	+	no			NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO4149	SC_RS22935		chromosome	4565446	4566975	+	no		MOSC;MOSC_N	NA	0	no	NA	NA	NA	ABC transporter
SCO4150	SC_RS22940		chromosome	4566963	4567619	+	no		DUF6381	NA	0	no	NA	NA	NA	ABC transporter
SCO4151	SC_RS22945	mshD	chromosome	4567662	4568591	-	no		DLH	NA	0	no	NA	NA	NA	mycothiol synthase
SCO4152	SC_RS22950		chromosome	4568800	4570638	+	no		Glyoxalase_6	NA	0	no	NA	NA	NA	bifunctional metallophosphatase/5'-nucleotidase
SCO4153	SC_RS22955		chromosome	4570805	4571188	-	no			NA	0	no	NA	NA	NA	winged helix-turn-helix transcriptional regulator
SCO4154	SC_RS22960		chromosome	4571295	4571696	+	no		Glyoxalase;Glyoxalase_6	NA	0	no	NA	NA	NA	RidA family protein
SCO4155	SC_RS22965		chromosome	4571671	4573116	-	yes	HTH_18	Cass2;GyrI-like;HTH_18	NA	1	no	NA	HTH_other	pfam;CastroMelchor	sensor histidine kinase
SCO4156	SC_RS22970		chromosome	4573113	4573859	-	no		LANC_like	NA	1	no	NA	NA	CastroMelchor	response regulator transcription factor
SCO4157	SC_RS22975		chromosome	4573948	4574985	-	no		DUF7942	NA	0	no	NA	NA	NA	S1C family serine protease
SCO4158	SC_RS22980		chromosome	4575112	4576134	-	no		SCO4226-like	NA	0	no	NA	NA	NA	LacI family DNA-binding transcriptional regulator
SCO4159	SC_RS22985	glnR	chromosome	4576177	4576980	-	no			global	1	no	NA	Unclassified_TF	ZorroAranda;CastroMelchor	two-component system response regulator GlnR
SCO4160	SC_RS22990		chromosome	4577199	4578059	+	no		PhoU	NA	0	no	NA	NA	NA	alpha/beta hydrolase
SCO4161	SC_RS22995		chromosome	4578096	4578350	+	no		HATPase_c;HisKA	NA	0	no	NA	NA	NA	MoaD/ThiS family protein
