sample	timepoint	chrom	position	strand	mod_type	group	coverage	mod_freq	n_modified	n_canonical	n_other_mod	n_delete	n_fail	n_diff
2-1	T2	NC_003888.3	5656844	-	5mC	CCGG_pos_5mC	14	0.0	0	5	9	1	32	0
2-1	T2	NC_003888.3	5656844	-	4mC	CCGG_4mC	14	64.29	9	5	0	1	32	0
2-1	T2	NC_003888.3	5660159	+	6mA	6mA	50	48.0	24	26	0	0	6	2
2-1	T2	NC_003888.3	5662284	-	5mC	CCGG_pos_5mC	30	0.0	0	2	28	1	30	1
2-1	T2	NC_003888.3	5662284	-	4mC	CCGG_4mC	30	93.33	28	2	0	1	30	1
2-1	T2	NC_003888.3	5668254	-	6mA	6mA	46	47.83	22	24	0	0	8	0
2-1	T2	NC_003888.3	5677375	+	5mC	CCGG_pos_5mC	18	0.0	0	6	12	0	46	1
2-1	T2	NC_003888.3	5677375	+	4mC	CCGG_4mC	18	66.67	12	6	0	0	46	1
2-1	T2	NC_003888.3	5680449	+	6mA	6mA	42	73.81	31	11	0	0	17	0
2-1	T2	NC_003888.3	5681476	-	5mC	CCGG_pos_5mC	24	0.0	0	0	24	0	53	2
2-1	T2	NC_003888.3	5681476	-	4mC	CCGG_4mC	24	100.0	24	0	0	0	53	2
2-1	T2	NC_003888.3	5681483	-	6mA	6mA	63	49.21	31	32	0	1	14	1
2-1	T2	NC_003888.3	5689064	+	6mA	6mA	43	51.16	22	21	0	1	10	0
2-1	T2	NC_003888.3	5689096	+	5mC	CCGG_pos_5mC	31	0.0	0	2	29	0	25	1
2-1	T2	NC_003888.3	5689096	+	4mC	CCGG_4mC	31	93.55	29	2	0	0	25	1
2-1	T2	NC_003888.3	5693194	+	6mA	6mA	44	63.64	28	16	0	1	9	4
2-1	T2	NC_003888.3	5696760	-	6mA	6mA	51	41.18	21	30	0	0	7	0
2-1	T2	NC_003888.3	5697997	-	6mA	6mA	50	62.0	31	19	0	0	10	1
2-1	T2	NC_003888.3	5708318	-	5mC	CCGG_pos_5mC	14	0.0	0	4	10	0	40	1
2-1	T2	NC_003888.3	5708318	-	4mC	CCGG_4mC	14	71.43	10	4	0	0	40	1
2-1	T2	NC_003888.3	5708906	-	5mC	CCGG_pos_5mC	23	0.0	0	1	22	0	24	10
2-1	T2	NC_003888.3	5708906	-	4mC	CCGG_4mC	23	95.65	22	1	0	0	24	10
2-1	T2	NC_003888.3	5711503	+	6mA	6mA	36	50.0	18	18	0	0	8	0
2-1	T2	NC_003888.3	5712337	-	5mC	CCGG_pos_5mC	16	0.0	0	9	7	0	26	2
2-1	T2	NC_003888.3	5712337	-	4mC	CCGG_4mC	16	43.75	7	9	0	0	26	2
2-1	T2	NC_003888.3	5713734	+	5mC	CCGG_pos_5mC	9	0.0	0	2	7	0	28	2
2-1	T2	NC_003888.3	5713734	+	4mC	CCGG_4mC	9	77.78	7	2	0	0	28	2
2-1	T2	NC_003888.3	5714047	+	6mA	6mA	43	60.47	26	17	0	0	4	0
2-1	T2	NC_003888.3	5714528	-	5mC	CCGG_pos_5mC	7	0.0	0	1	6	0	48	3
2-1	T2	NC_003888.3	5714528	-	4mC	CCGG_4mC	7	85.71	6	1	0	0	48	3
2-1	T2	NC_003888.3	5716241	+	5mC	CCGG_pos_5mC	21	0.0	0	3	18	0	27	4
2-1	T2	NC_003888.3	5716241	+	4mC	CCGG_4mC	21	85.71	18	3	0	0	27	4
2-1	T2	NC_003888.3	5721467	-	6mA	6mA	30	63.33	19	11	0	1	10	1
2-1	T2	NC_003888.3	5721494	-	6mA	6mA	29	55.17	16	13	0	0	14	0
2-1	T2	NC_003888.3	5721512	-	6mA	6mA	27	51.85	14	13	0	0	16	0
2-1	T2	NC_003888.3	5721741	+	5mC	CCGG_pos_5mC	33	0.0	0	9	24	0	27	2
2-1	T2	NC_003888.3	5721741	+	4mC	CCGG_4mC	33	72.73	24	9	0	0	27	2
2-1	T2	NC_003888.3	5724196	-	5mC	CCGG_pos_5mC	16	0.0	0	4	12	0	30	1
2-1	T2	NC_003888.3	5724196	-	4mC	CCGG_4mC	16	75.0	12	4	0	0	30	1
2-1	T2	NC_003888.3	5724200	-	6mA	6mA	41	75.61	31	10	0	1	4	1
2-1	T2	NC_003888.3	5726097	-	6mA	6mA	31	54.84	17	14	0	0	8	0
2-1	T2	NC_003888.3	5726098	-	6mA	6mA	30	50.0	15	15	0	0	9	0
2-1	T2	NC_003888.3	5727104	-	6mA	6mA	25	48.0	12	13	0	0	7	0
2-1	T2	NC_003888.3	5731645	-	6mA	6mA	19	68.42	13	6	0	0	14	0
2-1	T2	NC_003888.3	5736635	-	6mA	6mA	23	65.22	15	8	0	1	11	0
2-1	T2	NC_003888.3	5737013	+	6mA	6mA	31	74.19	23	8	0	0	10	0
2-1	T2	NC_003888.3	5744110	+	6mA	6mA	27	33.33	9	18	0	1	12	0
2-1	T2	NC_003888.3	5746634	+	6mA	6mA	33	39.39	13	20	0	0	8	0
2-1	T2	NC_003888.3	5749297	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	28	2
2-1	T2	NC_003888.3	5749297	-	4mC	CCGG_4mC	15	86.67	13	2	0	0	28	2
2-1	T2	NC_003888.3	5753280	+	5mC	CCGG_pos_5mC	10	0.0	0	3	7	1	27	3
2-1	T2	NC_003888.3	5753280	+	4mC	CCGG_4mC	10	70.0	7	3	0	1	27	3
2-1	T2	NC_003888.3	5753297	-	6mA	6mA	30	43.33	13	17	0	0	10	2
2-1	T2	NC_003888.3	5753338	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	26	0
2-1	T2	NC_003888.3	5753338	-	4mC	CCGG_4mC	15	86.67	13	2	0	0	26	0
2-1	T2	NC_003888.3	5753341	-	6mA	6mA	27	59.26	16	11	0	0	14	0
2-1	T2	NC_003888.3	5753342	-	6mA	6mA	30	53.33	16	14	0	0	11	0
2-1	T2	NC_003888.3	5753476	-	5mC	CCGG_pos_5mC	15	0.0	0	4	11	0	26	0
2-1	T2	NC_003888.3	5753476	-	4mC	CCGG_4mC	15	73.33	11	4	0	0	26	0
2-1	T2	NC_003888.3	5753480	-	6mA	6mA	35	80.0	28	7	0	0	5	1
2-1	T2	NC_003888.3	5762053	+	6mA	6mA	36	63.89	23	13	0	0	11	0
2-1	T2	NC_003888.3	5763350	+	5mC	CCGG_pos_5mC	11	0.0	0	3	8	0	35	2
2-1	T2	NC_003888.3	5763350	+	4mC	CCGG_4mC	11	72.73	8	3	0	0	35	2
2-1	T2	NC_003888.3	5765561	-	5mC	CCGG_pos_5mC	20	0.0	0	5	15	0	36	2
2-1	T2	NC_003888.3	5765561	-	4mC	CCGG_4mC	20	75.0	15	5	0	0	36	2
2-1	T2	NC_003888.3	5766522	+	5mC	CCGG_pos_5mC	26	0.0	0	6	20	0	31	2
2-1	T2	NC_003888.3	5766522	+	4mC	CCGG_4mC	26	76.92	20	6	0	0	31	2
2-1	T2	NC_003888.3	5766822	-	5mC	CCGG_pos_5mC	24	0.0	0	2	22	0	26	2
2-1	T2	NC_003888.3	5766822	-	4mC	CCGG_4mC	24	91.67	22	2	0	0	26	2
2-1	T2	NC_003888.3	5767136	+	5mC	CCGG_pos_5mC	19	0.0	0	6	13	0	37	0
2-1	T2	NC_003888.3	5767136	+	4mC	CCGG_4mC	19	68.42	13	6	0	0	37	0
2-1	T2	NC_003888.3	5768126	-	6mA	6mA	42	61.9	26	16	0	0	11	0
2-1	T2	NC_003888.3	5768474	+	6mA	6mA	45	51.11	23	22	0	0	9	0
2-1	T2	NC_003888.3	5769260	-	5mC	CCGG_pos_5mC	15	0.0	0	5	10	0	38	0
2-1	T2	NC_003888.3	5769260	-	4mC	CCGG_4mC	15	66.67	10	5	0	0	38	0
2-1	T2	NC_003888.3	5769263	-	6mA	6mA	36	63.89	23	13	0	0	17	0
2-1	T2	NC_003888.3	5774135	+	5mC	CCGG_pos_5mC	11	0.0	0	0	11	0	29	1
2-1	T2	NC_003888.3	5774135	+	4mC	CCGG_4mC	11	100.0	11	0	0	0	29	1
2-1	T2	NC_003888.3	5774434	-	6mA	6mA	40	60.0	24	16	0	0	11	2
2-1	T2	NC_003888.3	5777654	-	6mA	6mA	37	35.14	13	24	0	0	12	0
2-1	T2	NC_003888.3	5779799	+	6mA	6mA	27	66.67	18	9	0	0	16	0
2-1	T2	NC_003888.3	5782239	-	6mA	6mA	41	41.46	17	24	0	3	4	0
2-1	T2	NC_003888.3	5782306	+	6mA	6mA	27	59.26	16	11	0	2	6	0
2-1	T2	NC_003888.3	5782989	+	6mA	6mA	27	88.89	24	3	0	0	13	0
2-1	T2	NC_003888.3	5784113	-	6mA	6mA	37	29.73	11	26	0	0	8	1
2-1	T2	NC_003888.3	5785294	-	6mA	6mA	41	43.9	18	23	0	0	8	1
2-1	T2	NC_003888.3	5785474	-	6mA	6mA	35	68.57	24	11	0	0	13	1
2-1	T2	NC_003888.3	5786901	+	5mC	CCGG_pos_5mC	10	0.0	0	3	7	1	22	1
2-1	T2	NC_003888.3	5786901	+	4mC	CCGG_4mC	10	70.0	7	3	0	1	22	1
2-1	T2	NC_003888.3	5786902	-	5mC	CCGG_pos_5mC	9	0.0	0	2	7	0	30	2
2-1	T2	NC_003888.3	5786902	-	4mC	CCGG_4mC	9	77.78	7	2	0	0	30	2
2-1	T2	NC_003888.3	5786906	+	6mA	6mA	30	43.33	13	17	0	0	4	0
2-1	T2	NC_003888.3	5791864	+	5mC	CCGG_pos_5mC	19	0.0	0	7	12	0	21	1
2-1	T2	NC_003888.3	5791864	+	4mC	CCGG_4mC	19	63.16	12	7	0	0	21	1
2-1	T2	NC_003888.3	5791942	+	5mC	CCGG_pos_5mC	11	0.0	0	2	9	0	30	2
2-1	T2	NC_003888.3	5791942	+	4mC	CCGG_4mC	11	81.82	9	2	0	0	30	2
2-1	T2	NC_003888.3	5792590	+	5mC	CCGG_pos_5mC	12	0.0	0	5	7	0	28	1
2-1	T2	NC_003888.3	5792590	+	4mC	CCGG_4mC	12	58.33	7	5	0	0	28	1
2-1	T2	NC_003888.3	5792801	-	5mC	CCGG_pos_5mC	14	0.0	0	3	11	0	40	0
2-1	T2	NC_003888.3	5792801	-	4mC	CCGG_4mC	14	78.57	11	3	0	0	40	0
2-1	T2	NC_003888.3	5792804	-	6mA	6mA	40	50.0	20	20	0	0	13	0
2-1	T2	NC_003888.3	5792805	-	6mA	6mA	34	52.94	18	16	0	0	19	0
2-1	T2	NC_003888.3	5793007	-	6mA	6mA	32	46.88	15	17	0	0	23	2
2-1	T2	NC_003888.3	5793019	-	6mA	6mA	40	60.0	24	16	0	1	15	1
2-1	T2	NC_003888.3	5797696	-	5mC	CCGG_pos_5mC	20	0.0	0	1	19	1	45	3
2-1	T2	NC_003888.3	5797696	-	4mC	CCGG_4mC	20	95.0	19	1	0	1	45	3
2-1	T2	NC_003888.3	5810024	+	5mC	CCGG_pos_5mC	14	0.0	0	1	13	0	40	6
2-1	T2	NC_003888.3	5810024	+	4mC	CCGG_4mC	14	92.86	13	1	0	0	40	6
2-1	T2	NC_003888.3	5815814	-	5mC	CCGG_pos_5mC	22	0.0	0	2	20	0	22	4
2-1	T2	NC_003888.3	5815814	-	4mC	CCGG_4mC	22	90.91	20	2	0	0	22	4
2-1	T2	NC_003888.3	5816303	-	5mC	CCGG_pos_5mC	18	0.0	0	7	11	0	33	1
2-1	T2	NC_003888.3	5816303	-	4mC	CCGG_4mC	18	61.11	11	7	0	0	33	1
2-1	T2	NC_003888.3	5820597	+	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	42	2
2-1	T2	NC_003888.3	5820597	+	4mC	CCGG_4mC	10	100.0	10	0	0	0	42	2
2-1	T2	NC_003888.3	5821296	+	5mC	CCGG_pos_5mC	28	0.0	0	0	28	0	21	4
2-1	T2	NC_003888.3	5821296	+	4mC	CCGG_4mC	28	100.0	28	0	0	0	21	4
2-1	T2	NC_003888.3	5823082	+	6mA	6mA	40	62.5	25	15	0	0	13	0
2-1	T2	NC_003888.3	5824926	-	5mC	CCGG_pos_5mC	13	0.0	0	3	10	0	29	0
2-1	T2	NC_003888.3	5824926	-	4mC	CCGG_4mC	13	76.92	10	3	0	0	29	0
2-1	T2	NC_003888.3	5825528	-	5mC	CCGG_pos_5mC	20	0.0	0	1	19	0	22	0
2-1	T2	NC_003888.3	5825528	-	4mC	CCGG_4mC	20	95.0	19	1	0	0	22	0
2-1	T2	NC_003888.3	5825567	-	5mC	CCGG_pos_5mC	5	0.0	0	1	4	0	35	1
2-1	T2	NC_003888.3	5825567	-	4mC	CCGG_4mC	5	80.0	4	1	0	0	35	1
2-1	T2	NC_003888.3	5828825	+	6mA	6mA	31	77.42	24	7	0	0	14	0
2-1	T2	NC_003888.3	5834216	+	6mA	6mA	25	36.0	9	16	0	0	8	0
2-1	T2	NC_003888.3	5835332	+	6mA	6mA	35	45.71	16	19	0	0	3	0
2-1	T2	NC_003888.3	5839044	+	5mC	CCGG_pos_5mC	26	0.0	0	4	22	0	34	0
2-1	T2	NC_003888.3	5839044	+	4mC	CCGG_4mC	26	84.62	22	4	0	0	34	0
2-1	T2	NC_003888.3	5839406	+	5mC	CCGG_pos_5mC	16	0.0	0	11	5	1	41	1
2-1	T2	NC_003888.3	5839406	+	4mC	CCGG_4mC	16	31.25	5	11	0	1	41	1
2-1	T2	NC_003888.3	5839628	+	5mC	CCGG_pos_5mC	20	0.0	0	2	18	0	37	3
2-1	T2	NC_003888.3	5839628	+	4mC	CCGG_4mC	20	90.0	18	2	0	0	37	3
2-1	T2	NC_003888.3	5839974	-	6mA	6mA	46	36.96	17	29	0	4	9	1
2-1	T2	NC_003888.3	5842198	-	5mC	CCGG_pos_5mC	18	0.0	0	5	13	0	33	0
2-1	T2	NC_003888.3	5842198	-	4mC	CCGG_4mC	18	72.22	13	5	0	0	33	0
2-1	T2	NC_003888.3	5843408	+	5mC	CCGG_pos_5mC	17	0.0	0	4	13	0	47	5
2-1	T2	NC_003888.3	5843408	+	4mC	CCGG_4mC	17	76.47	13	4	0	0	47	5
2-1	T2	NC_003888.3	5845011	-	6mA	6mA	31	48.39	15	16	0	0	10	2
2-1	T2	NC_003888.3	5845058	+	5mC	CCGG_pos_5mC	22	0.0	0	4	18	0	39	0
2-1	T2	NC_003888.3	5845058	+	4mC	CCGG_4mC	22	81.82	18	4	0	0	39	0
2-1	T2	NC_003888.3	5846536	-	6mA	6mA	29	48.28	14	15	0	0	11	0
2-1	T2	NC_003888.3	5847516	-	5mC	CCGG_pos_5mC	11	0.0	0	1	10	1	28	1
2-1	T2	NC_003888.3	5847516	-	4mC	CCGG_4mC	11	90.91	10	1	0	1	28	1
2-1	T2	NC_003888.3	5849634	-	6mA	6mA	28	75.0	21	7	0	0	10	1
2-1	T2	NC_003888.3	5850039	+	6mA	6mA	29	79.31	23	6	0	0	9	1
2-1	T2	NC_003888.3	5856410	+	5mC	CCGG_pos_5mC	8	0.0	0	3	5	0	38	4
2-1	T2	NC_003888.3	5856410	+	4mC	CCGG_4mC	8	62.5	5	3	0	0	38	4
2-1	T2	NC_003888.3	5856577	+	6mA	6mA	38	52.63	20	18	0	0	13	0
2-1	T2	NC_003888.3	5859075	-	6mA	6mA	40	55.0	22	18	0	0	15	0
2-1	T2	NC_003888.3	5861111	-	5mC	CCGG_pos_5mC	28	0.0	0	2	26	0	24	2
2-1	T2	NC_003888.3	5861111	-	4mC	CCGG_4mC	28	92.86	26	2	0	0	24	2
2-1	T2	NC_003888.3	5861379	-	6mA	6mA	43	65.12	28	15	0	0	8	3
2-1	T2	NC_003888.3	5861503	+	5mC	CCGG_pos_5mC	31	0.0	0	2	29	0	22	2
2-1	T2	NC_003888.3	5861503	+	4mC	CCGG_4mC	31	93.55	29	2	0	0	22	2
2-1	T2	NC_003888.3	5861507	-	6mA	6mA	36	58.33	21	15	0	0	15	1
2-1	T2	NC_003888.3	5872839	-	6mA	6mA	42	30.95	13	29	0	0	6	0
2-1	T2	NC_003888.3	5872856	-	6mA	6mA	33	54.55	18	15	0	0	15	0
2-1	T2	NC_003888.3	5886952	+	6mA	6mA	55	70.91	39	16	0	0	5	1
2-1	T2	NC_003888.3	5890851	-	6mA	6mA	41	58.54	24	17	0	1	8	2
2-1	T2	NC_003888.3	5890890	-	6mA	6mA	42	52.38	22	20	0	1	10	0
2-1	T2	NC_003888.3	5892835	-	5mC	CCGG_pos_5mC	16	0.0	0	2	14	0	29	3
2-1	T2	NC_003888.3	5892835	-	4mC	CCGG_4mC	16	87.5	14	2	0	0	29	3
2-1	T2	NC_003888.3	5902390	-	5mC	CCGG_pos_5mC	18	0.0	0	5	13	0	34	3
2-1	T2	NC_003888.3	5902390	-	4mC	CCGG_4mC	18	72.22	13	5	0	0	34	3
2-1	T2	NC_003888.3	5902394	-	6mA	6mA	48	64.58	31	17	0	0	7	0
2-1	T2	NC_003888.3	5904284	-	6mA	6mA	36	52.78	19	17	0	0	5	10
2-1	T2	NC_003888.3	5905008	-	6mA	6mA	46	39.13	18	28	0	0	9	0
2-1	T2	NC_003888.3	5906730	+	6mA	6mA	49	36.73	18	31	0	0	15	0
2-1	T2	NC_003888.3	5908112	+	6mA	6mA	35	31.43	11	24	0	2	21	0
2-1	T2	NC_003888.3	5910942	+	5mC	CCGG_pos_5mC	21	0.0	0	2	19	0	36	4
2-1	T2	NC_003888.3	5910942	+	4mC	CCGG_4mC	21	90.48	19	2	0	0	36	4
2-1	T2	NC_003888.3	5910961	+	6mA	6mA	40	55.0	22	18	0	3	15	2
2-1	T2	NC_003888.3	5910962	+	6mA	6mA	41	36.59	15	26	0	1	15	3
2-1	T2	NC_003888.3	5911122	+	5mC	CCGG_pos_5mC	24	0.0	0	2	22	0	35	0
2-1	T2	NC_003888.3	5911122	+	4mC	CCGG_4mC	24	91.67	22	2	0	0	35	0
2-1	T2	NC_003888.3	5916295	-	5mC	CCGG_pos_5mC	22	0.0	0	3	19	0	22	2
2-1	T2	NC_003888.3	5916295	-	4mC	CCGG_4mC	22	86.36	19	3	0	0	22	2
2-1	T2	NC_003888.3	5916829	+	5mC	CCGG_pos_5mC	14	0.0	0	3	11	0	35	4
2-1	T2	NC_003888.3	5916829	+	4mC	CCGG_4mC	14	78.57	11	3	0	0	35	4
2-1	T2	NC_003888.3	5917697	-	5mC	CCGG_pos_5mC	18	0.0	0	4	14	0	35	4
2-1	T2	NC_003888.3	5917697	-	4mC	CCGG_4mC	18	77.78	14	4	0	0	35	4
2-1	T2	NC_003888.3	5920979	-	6mA	6mA	39	66.67	26	13	0	0	14	2
2-1	T2	NC_003888.3	5921991	+	5mC	CCGG_pos_5mC	17	0.0	0	5	12	1	30	3
2-1	T2	NC_003888.3	5921991	+	4mC	CCGG_4mC	17	70.59	12	5	0	1	30	3
2-1	T2	NC_003888.3	5922861	+	5mC	CCGG_pos_5mC	10	0.0	0	4	6	0	34	0
2-1	T2	NC_003888.3	5922861	+	4mC	CCGG_4mC	10	60.0	6	4	0	0	34	0
2-1	T2	NC_003888.3	5923669	-	5mC	CCGG_pos_5mC	19	0.0	0	4	15	0	30	1
2-1	T2	NC_003888.3	5923669	-	4mC	CCGG_4mC	19	78.95	15	4	0	0	30	1
2-1	T2	NC_003888.3	5924583	+	5mC	CCGG_pos_5mC	16	0.0	0	3	13	0	26	0
2-1	T2	NC_003888.3	5924583	+	4mC	CCGG_4mC	16	81.25	13	3	0	0	26	0
2-1	T2	NC_003888.3	5928038	+	6mA	6mA	30	76.67	23	7	0	0	13	3
2-1	T2	NC_003888.3	5929295	+	5mC	CCGG_pos_5mC	17	0.0	0	1	16	0	27	1
2-1	T2	NC_003888.3	5929295	+	4mC	CCGG_4mC	17	94.12	16	1	0	0	27	1
2-1	T2	NC_003888.3	5929643	-	5mC	CCGG_pos_5mC	17	0.0	0	3	14	0	30	1
2-1	T2	NC_003888.3	5929643	-	4mC	CCGG_4mC	17	82.35	14	3	0	0	30	1
2-1	T2	NC_003888.3	5929749	-	6mA	6mA	35	60.0	21	14	0	1	11	0
2-1	T2	NC_003888.3	5929800	+	5mC	CCGG_pos_5mC	8	0.0	0	1	7	0	36	7
2-1	T2	NC_003888.3	5929800	+	4mC	CCGG_4mC	8	87.5	7	1	0	0	36	7
2-1	T2	NC_003888.3	5931665	-	5mC	CCGG_pos_5mC	9	0.0	0	3	6	0	31	5
2-1	T2	NC_003888.3	5931665	-	4mC	CCGG_4mC	9	66.67	6	3	0	0	31	5
2-1	T2	NC_003888.3	5945248	+	6mA	6mA	33	57.58	19	14	0	1	8	0
2-1	T2	NC_003888.3	5948846	+	6mA	6mA	29	44.83	13	16	0	0	20	2
2-1	T2	NC_003888.3	5949624	+	5mC	CCGG_pos_5mC	21	0.0	0	0	21	0	30	0
2-1	T2	NC_003888.3	5949624	+	4mC	CCGG_4mC	21	100.0	21	0	0	0	30	0
2-1	T2	NC_003888.3	5951205	+	5mC	CCGG_pos_5mC	41	0.0	0	0	41	0	14	0
2-1	T2	NC_003888.3	5951205	+	4mC	CCGG_4mC	41	100.0	41	0	0	0	14	0
2-1	T2	NC_003888.3	5952699	+	6mA	6mA	37	59.46	22	15	0	0	9	2
2-1	T2	NC_003888.3	5956874	-	5mC	CCGG_pos_5mC	15	0.0	0	5	10	0	48	0
2-1	T2	NC_003888.3	5956874	-	4mC	CCGG_4mC	15	66.67	10	5	0	0	48	0
2-1	T2	NC_003888.3	5956878	-	6mA	6mA	53	45.28	24	29	0	0	9	1
2-1	T2	NC_003888.3	5959076	+	6mA	6mA	37	40.54	15	22	0	0	13	0
2-1	T2	NC_003888.3	5959763	+	5mC	CCGG_pos_5mC	19	0.0	0	3	16	1	32	1
2-1	T2	NC_003888.3	5959763	+	4mC	CCGG_4mC	19	84.21	16	3	0	1	32	1
2-1	T2	NC_003888.3	5959764	-	5mC	CCGG_pos_5mC	24	0.0	0	4	20	0	36	2
2-1	T2	NC_003888.3	5959764	-	4mC	CCGG_4mC	24	83.33	20	4	0	0	36	2
2-1	T2	NC_003888.3	5962538	-	5mC	CCGG_pos_5mC	15	0.0	0	5	10	1	32	1
2-1	T2	NC_003888.3	5962538	-	4mC	CCGG_4mC	15	66.67	10	5	0	1	32	1
2-1	T2	NC_003888.3	5965080	+	6mA	6mA	45	66.67	30	15	0	0	9	1
2-1	T2	NC_003888.3	5966319	-	5mC	CCGG_pos_5mC	21	0.0	0	4	17	0	29	11
2-1	T2	NC_003888.3	5966319	-	4mC	CCGG_4mC	21	80.95	17	4	0	0	29	11
2-1	T2	NC_003888.3	5970629	-	6mA	6mA	53	54.72	29	24	0	1	10	0
2-1	T2	NC_003888.3	5971707	+	5mC	CCGG_pos_5mC	22	0.0	0	1	21	0	27	0
2-1	T2	NC_003888.3	5971707	+	4mC	CCGG_4mC	22	95.45	21	1	0	0	27	0
2-1	T2	NC_003888.3	5973456	-	6mA	6mA	40	57.5	23	17	0	0	17	0
2-1	T2	NC_003888.3	5974526	+	6mA	6mA	36	44.44	16	20	0	6	7	3
2-1	T2	NC_003888.3	5974529	+	6mA	6mA	30	60.0	18	12	0	4	18	0
2-1	T2	NC_003888.3	5974530	+	6mA	6mA	40	52.5	21	19	0	0	12	0
2-1	T2	NC_003888.3	5976746	-	4mC	non_CCGG_4mC	18	77.78	14	4	0	0	37	0
2-1	T2	NC_003888.3	5978525	+	6mA	6mA	44	40.91	18	26	0	0	18	0
2-1	T2	NC_003888.3	5978789	+	5mC	CCGG_pos_5mC	27	0.0	0	5	22	0	34	1
2-1	T2	NC_003888.3	5978789	+	4mC	CCGG_4mC	27	81.48	22	5	0	0	34	1
2-1	T2	NC_003888.3	5979875	+	5mC	CCGG_pos_5mC	29	0.0	0	2	27	1	31	3
2-1	T2	NC_003888.3	5979875	+	4mC	CCGG_4mC	29	93.1	27	2	0	1	31	3
2-1	T2	NC_003888.3	5984668	-	6mA	6mA	39	51.28	20	19	0	0	13	0
2-1	T2	NC_003888.3	5985333	+	5mC	CCGG_pos_5mC	20	0.0	0	8	12	0	42	2
2-1	T2	NC_003888.3	5985333	+	4mC	CCGG_4mC	20	60.0	12	8	0	0	42	2
2-1	T2	NC_003888.3	5985811	-	5mC	CCGG_pos_5mC	14	0.0	0	1	13	0	40	1
2-1	T2	NC_003888.3	5985811	-	4mC	CCGG_4mC	14	92.86	13	1	0	0	40	1
2-1	T2	NC_003888.3	5988929	+	6mA	6mA	45	57.78	26	19	0	0	25	0
2-1	T2	NC_003888.3	5992959	-	5mC	CCGG_pos_5mC	18	0.0	0	2	16	0	22	2
2-1	T2	NC_003888.3	5992959	-	4mC	CCGG_4mC	18	88.89	16	2	0	0	22	2
2-1	T2	NC_003888.3	5995012	-	6mA	6mA	43	46.51	20	23	0	0	5	3
2-1	T2	NC_003888.3	5995453	-	6mA	6mA	36	36.11	13	23	0	1	19	0
2-1	T2	NC_003888.3	5997626	-	6mA	6mA	30	46.67	14	16	0	0	24	0
2-1	T2	NC_003888.3	5997627	-	6mA	6mA	41	56.1	23	18	0	0	13	0
2-1	T2	NC_003888.3	5999587	+	6mA	6mA	24	54.17	13	11	0	0	20	0
2-1	T2	NC_003888.3	5999634	+	6mA	6mA	24	62.5	15	9	0	0	22	0
2-1	T2	NC_003888.3	5999640	+	6mA	6mA	21	66.67	14	7	0	0	25	0
2-1	T2	NC_003888.3	6000623	+	6mA	6mA	26	34.62	9	17	0	0	19	0
2-1	T2	NC_003888.3	6000626	+	6mA	6mA	23	56.52	13	10	0	2	20	0
2-1	T2	NC_003888.3	6000692	+	6mA	6mA	23	60.87	14	9	0	0	18	6
2-1	T2	NC_003888.3	6001585	+	6mA	6mA	36	66.67	24	12	0	0	8	0
2-1	T2	NC_003888.3	6004403	+	6mA	6mA	30	56.67	17	13	0	0	15	0
2-1	T2	NC_003888.3	6006269	-	5mC	CCGG_pos_5mC	21	0.0	0	3	18	0	27	1
2-1	T2	NC_003888.3	6006269	-	4mC	CCGG_4mC	21	85.71	18	3	0	0	27	1
2-1	T2	NC_003888.3	6007831	+	6mA	6mA	36	72.22	26	10	0	0	8	3
2-1	T2	NC_003888.3	6008154	+	5mC	CCGG_pos_5mC	10	0.0	0	6	4	1	30	3
2-1	T2	NC_003888.3	6008154	+	4mC	CCGG_4mC	10	40.0	4	6	0	1	30	3
2-1	T2	NC_003888.3	6009024	+	6mA	6mA	16	68.75	11	5	0	1	19	0
2-1	T2	NC_003888.3	6009873	-	5mC	CCGG_pos_5mC	12	0.0	0	6	6	0	34	5
2-1	T2	NC_003888.3	6009873	-	4mC	CCGG_4mC	12	50.0	6	6	0	0	34	5
2-1	T2	NC_003888.3	6013010	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	31	1
2-1	T2	NC_003888.3	6013010	-	4mC	CCGG_4mC	15	86.67	13	2	0	0	31	1
2-1	T2	NC_003888.3	6015609	-	5mC	CCGG_pos_5mC	19	0.0	0	1	18	0	21	2
2-1	T2	NC_003888.3	6015609	-	4mC	CCGG_4mC	19	94.74	18	1	0	0	21	2
2-1	T2	NC_003888.3	6016113	-	5mC	CCGG_pos_5mC	11	0.0	0	0	11	0	25	8
2-1	T2	NC_003888.3	6016113	-	4mC	CCGG_4mC	11	100.0	11	0	0	0	25	8
2-1	T2	NC_003888.3	6017039	-	5mC	CCGG_pos_5mC	19	0.0	0	2	17	0	28	2
2-1	T2	NC_003888.3	6017039	-	4mC	CCGG_4mC	19	89.47	17	2	0	0	28	2
2-1	T2	NC_003888.3	6020283	+	6mA	6mA	42	61.9	26	16	0	0	10	1
2-1	T2	NC_003888.3	6021507	+	6mA	6mA	29	58.62	17	12	0	0	18	1
2-1	T2	NC_003888.3	6022300	+	5mC	CCGG_pos_5mC	13	0.0	0	2	11	0	36	1
