# Program:featureCounts v2.1.1; Command:"/Users/okaban/miniconda3/envs/rna-seq/bin/featureCounts" "-T" "6" "-p" "--countReadPairs" "-B" "-C" "-s" "2" "-t" "gene" "-g" "gene_id" "-a" "/Users/okaban/SFC-CNS Dropbox/Takeda Tomoki/my_projects/2026/M145_RNA-seq/data/RH250715199/02_M145-ref/ncbi_dataset/data/GCF_000203835.1/genomic.gtf" "-o" "/Users/okaban/bioinfo/rna-seq/03_quantification/data/featureCounts_s2/featureCounts_M145_s2.txt" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam
SC_RS26065	NC_003888.3	5201210	5203018	+	1809	33	37	47	9	13	14	134	53	97
SC_RS26070	NC_003888.3	5203137	5203796	-	660	471	450	529	405	407	492	84	70	75
SC_RS26075	NC_003888.3	5203783	5204163	+	381	23	22	33	10	14	10	45	8	29
SC_RS26080	NC_003888.3	5204510	5204797	-	288	77	63	61	31	20	22	58	43	74
SC_RS26085	NC_003888.3	5205166	5206746	+	1581	4662	4616	5802	1092	1129	1211	715	615	517
SC_RS26090	NC_003888.3	5206750	5207235	-	486	126	113	150	25	18	14	59	20	44
SC_RS26095	NC_003888.3	5207363	5208166	+	804	203	206	217	92	108	102	132	96	111
SC_RS26100	NC_003888.3	5208328	5209623	+	1296	183	157	218	194	152	157	262	214	216
SC_RS26105	NC_003888.3	5209763	5210290	+	528	106	80	116	78	70	69	139	95	120
SC_RS26110	NC_003888.3	5210287	5210514	-	228	31	32	40	87	36	47	105	125	172
SC_RS26115	NC_003888.3	5210501	5211922	-	1422	140	93	174	403	192	270	697	916	770
SC_RS26120	NC_003888.3	5212113	5213405	+	1293	228	207	240	378	168	300	821	956	816
SC_RS26125	NC_003888.3	5213402	5214157	+	756	389	320	406	243	184	241	305	317	315
SC_RS26130	NC_003888.3	5214259	5215302	-	1044	37	44	34	2401	2320	2438	1865	1731	1384
SC_RS26135	NC_003888.3	5215611	5215964	+	354	146	121	162	86	85	96	62	74	89
SC_RS26140	NC_003888.3	5215942	5216958	-	1017	124	108	157	108	76	63	97	46	72
SC_RS26145	NC_003888.3	5216985	5218181	-	1197	337	317	397	389	404	429	264	173	204
SC_RS26150	NC_003888.3	5218624	5221119	+	2496	2311	2076	2753	1328	1255	1553	1258	1154	1001
SC_RS26155	NC_003888.3	5221209	5222906	-	1698	563	485	640	427	425	524	481	351	389
SC_RS26160	NC_003888.3	5223103	5224098	-	996	10	14	14	15	22	24	211	105	160
SC_RS26165	NC_003888.3	5224492	5224908	+	417	585	517	746	691	564	570	1165	1178	1151
SC_RS26170	NC_003888.3	5225006	5226826	-	1821	456	375	502	139	114	122	279	205	279
SC_RS26175	NC_003888.3	5226862	5228001	-	1140	774	739	994	60	63	66	207	154	186
SC_RS26180	NC_003888.3	5228085	5229206	+	1122	1176	1010	1315	103	73	53	250	203	216
SC_RS26185	NC_003888.3	5229309	5231756	+	2448	871	867	1105	132	116	91	393	279	339
SC_RS26190	NC_003888.3	5231885	5233081	+	1197	302	292	337	67	51	40	165	105	129
SC_RS26195	NC_003888.3	5233252	5234196	+	945	293	269	345	54	48	40	84	56	79
SC_RS26200	NC_003888.3	5234993	5236177	+	1185	15767	15782	20562	17254	17442	21195	4895	5523	3628
SC_RS26205	NC_003888.3	5236206	5237090	+	885	11552	11233	14616	14681	14477	16864	3865	4741	2992
SC_RS26210	NC_003888.3	5237203	5238327	-	1125	68	54	80	22	18	16	100	43	96
SC_RS26215	NC_003888.3	5238424	5240100	+	1677	75	70	69	11	17	6	129	34	112
SC_RS26220	NC_003888.3	5240239	5241036	-	798	1209	1020	1318	231	209	388	491	381	386
SC_RS26225	NC_003888.3	5241331	5241978	+	648	753	711	968	70	93	108	136	83	91
SC_RS26230	NC_003888.3	5241975	5243546	+	1572	1955	1864	2446	247	332	381	463	372	343
SC_RS26235	NC_003888.3	5243808	5243927	-	120	18	15	18	3	5	6	15	7	9
SC_RS26240	NC_003888.3	5243963	5244607	-	645	39	31	42	12	11	20	42	16	38
SC_RS26245	NC_003888.3	5244609	5247029	-	2421	11	16	15	8	12	16	195	54	128
SC_RS26250	NC_003888.3	5247215	5248573	-	1359	33	21	32	114	61	47	151	110	154
SC_RS26255	NC_003888.3	5248570	5249310	-	741	17	23	21	40	40	31	96	62	97
SC_RS26260	NC_003888.3	5249522	5249992	-	471	10	4	4	13	13	23	86	66	65
SC_RS26265	NC_003888.3	5250091	5252229	-	2139	43	38	54	304	227	329	316	218	232
SC_RS26270	NC_003888.3	5252226	5252972	-	747	154	126	180	272	303	265	256	233	200
SC_RS26275	NC_003888.3	5253098	5253685	-	588	2186	2189	2696	702	627	590	210	146	131
SC_RS26280	NC_003888.3	5253981	5254835	+	855	1521	1589	2008	592	633	770	374	375	258
SC_RS26285	NC_003888.3	5254825	5255361	+	537	549	560	664	248	255	268	155	140	138
SC_RS26290	NC_003888.3	5255754	5257154	+	1401	1754	1592	2002	591	531	590	723	747	672
SC_RS26295	NC_003888.3	5257517	5258506	+	990	2602	2632	3290	3264	3363	4349	2772	3061	2072
SC_RS26300	NC_003888.3	5258735	5260264	+	1530	736	697	858	98	75	113	140	98	145
SC_RS26305	NC_003888.3	5260321	5261853	+	1533	426	399	572	60	69	86	122	42	97
SC_RS26310	NC_003888.3	5261850	5263034	+	1185	399	402	501	61	51	58	79	29	87
SC_RS26315	NC_003888.3	5263034	5264980	+	1947	469	423	487	65	48	79	151	42	145
SC_RS26320	NC_003888.3	5264982	5265950	+	969	288	296	307	41	36	49	76	32	56
SC_RS26325	NC_003888.3	5265954	5266685	-	732	511	470	643	172	162	174	191	168	174
SC_RS26330	NC_003888.3	5266682	5267128	-	447	48	43	60	55	39	36	43	21	48
SC_RS26335	NC_003888.3	5267125	5267634	-	510	59	67	57	59	54	53	65	39	81
SC_RS26340	NC_003888.3	5267682	5269070	+	1389	8	20	15	9	7	11	90	14	87
SC_RS26345	NC_003888.3	5269286	5270731	+	1446	212	204	241	343	323	376	362	257	240
SC_RS26350	NC_003888.3	5270746	5271402	-	657	11	16	16	6	3	7	60	16	52
SC_RS26355	NC_003888.3	5271519	5272538	+	1020	1246	1337	1615	853	786	1049	674	712	584
SC_RS26360	NC_003888.3	5272715	5273293	+	579	413	371	440	192	190	252	427	366	319
SC_RS26365	NC_003888.3	5273376	5274131	-	756	12	15	16	7	3	6	59	14	61
SC_RS26370	NC_003888.3	5274166	5275539	-	1374	7	9	12	7	5	4	96	18	85
SC_RS26375	NC_003888.3	5275682	5276191	+	510	1	1	1	0	0	0	32	7	32
SC_RS26380	NC_003888.3	5276184	5277152	+	969	1	5	7	1	0	1	64	12	46
SC_RS26385	NC_003888.3	5277146	5277619	+	474	5	13	7	0	1	0	21	1	24
SC_RS26390	NC_003888.3	5277607	5278539	+	933	132	113	104	68	43	57	93	39	83
SC_RS26395	NC_003888.3	5278487	5279914	-	1428	867	850	1096	698	655	719	577	445	416
SC_RS26400	NC_003888.3	5279853	5280092	+	240	255	225	355	48	34	70	84	54	46
SC_RS26405	NC_003888.3	5280147	5281457	+	1311	785	796	932	115	114	164	191	106	137
SC_RS26410	NC_003888.3	5281448	5282203	-	756	120	128	162	55	50	59	81	43	57
SC_RS26415	NC_003888.3	5282215	5282703	-	489	76	72	83	31	20	30	36	12	32
SC_RS26420	NC_003888.3	5282708	5283115	-	408	124	111	123	51	27	56	54	23	29
SC_RS26425	NC_003888.3	5283201	5283611	-	411	21	16	10	97	83	102	56	16	31
SC_RS26430	NC_003888.3	5283653	5284273	-	621	90	70	93	288	248	440	135	116	109
SC_RS26435	NC_003888.3	5284439	5285212	-	774	3944	4255	5150	2574	2514	2714	1416	1379	1077
SC_RS26440	NC_003888.3	5285212	5286966	-	1755	8351	8371	10150	5012	5050	6648	2762	2734	1890
SC_RS26445	NC_003888.3	5286986	5287468	-	483	1626	1646	2051	1021	998	1105	562	499	381
SC_RS26450	NC_003888.3	5287474	5287854	-	381	1850	1849	2401	1162	1205	1546	605	548	364
SC_RS26455	NC_003888.3	5288036	5288587	-	552	43	60	56	199	115	227	100	54	88
SC_RS26460	NC_003888.3	5288818	5290443	+	1626	144	158	233	1137	919	1270	337	267	307
SC_RS26465	NC_003888.3	5290562	5291107	+	546	33	22	50	300	252	274	241	238	190
SC_RS26470	NC_003888.3	5291195	5291764	+	570	22	20	25	156	121	138	168	142	115
SC_RS26475	NC_003888.3	5291932	5292354	+	423	12	9	8	16	15	9	33	10	27
SC_RS26480	NC_003888.3	5292481	5293098	+	618	26	9	19	10	5	7	22	7	20
SC_RS26485	NC_003888.3	5293095	5294015	+	921	9	23	20	4	6	7	61	12	52
SC_RS26490	NC_003888.3	5294399	5295061	+	663	145	123	198	20	21	24	75	19	54
SC_RS26495	NC_003888.3	5295061	5296242	+	1182	115	107	148	30	20	19	100	48	76
SC_RS26500	NC_003888.3	5296485	5297330	-	846	5	9	9	34	19	19	156	122	119
SC_RS26505	NC_003888.3	5297581	5299161	+	1581	652	600	729	1170	954	1200	817	727	731
SC_RS26510	NC_003888.3	5299181	5300632	-	1452	47	33	46	48	31	21	129	58	133
SC_RS26515	NC_003888.3	5300705	5301355	+	651	150	161	211	206	163	184	169	126	134
SC_RS26520	NC_003888.3	5301340	5302356	-	1017	62	41	61	625	631	558	404	372	299
SC_RS26525	NC_003888.3	5302468	5303406	-	939	12	16	19	1669	1511	1715	653	524	437
SC_RS26530	NC_003888.3	5303776	5306604	+	2829	9	2	6	2507	2221	2716	1315	1122	915
SC_RS26535	NC_003888.3	5306624	5307574	+	951	3	1	7	1528	1382	1577	791	590	469
SC_RS26540	NC_003888.3	5307574	5308020	+	447	14	12	21	474	473	467	270	156	181
SC_RS26545	NC_003888.3	5308045	5309379	-	1335	14	6	11	1287	1100	1203	624	433	389
SC_RS26550	NC_003888.3	5309376	5310356	-	981	3	5	6	921	814	1038	323	235	250
SC_RS26555	NC_003888.3	5310555	5311886	+	1332	3	4	10	2192	1898	2322	1215	982	815
SC_RS26560	NC_003888.3	5312075	5313349	+	1275	6	6	8	2867	2603	3281	1405	1434	920
SC_RS26565	NC_003888.3	5313363	5314301	+	939	3	0	4	4571	4737	5310	2865	2797	1810
SC_RS26570	NC_003888.3	5314345	5315412	+	1068	2	3	4	1048	951	929	659	558	415
SC_RS26575	NC_003888.3	5315652	5316884	+	1233	225	202	280	1386	1493	1745	1263	1184	1037
SC_RS26580	NC_003888.3	5317104	5318147	+	1044	408	388	510	972	714	878	688	601	496
SC_RS26585	NC_003888.3	5318421	5319467	+	1047	5856	6113	7192	133	134	157	264	263	241
SC_RS26590	NC_003888.3	5319704	5321317	+	1614	1483	1529	1872	185	194	230	257	169	193
SC_RS26595	NC_003888.3	5321317	5322441	+	1125	735	679	883	123	103	170	178	121	136
SC_RS26600	NC_003888.3	5322438	5323712	+	1275	783	796	962	128	90	159	201	140	169
SC_RS26605	NC_003888.3	5323709	5324101	+	393	470	464	526	45	39	54	77	51	59
SC_RS26610	NC_003888.3	5324132	5325409	+	1278	1017	1067	1352	82	94	110	140	105	136
SC_RS26615	NC_003888.3	5325467	5325853	-	387	4	4	8	39	37	36	35	24	34
SC_RS26620	NC_003888.3	5326010	5327032	+	1023	38	29	31	114	99	119	221	131	179
SC_RS26625	NC_003888.3	5327081	5328004	-	924	74	79	90	38	37	42	88	39	99
SC_RS26630	NC_003888.3	5328139	5328525	+	387	17	17	23	19	9	14	47	23	37
SC_RS26635	NC_003888.3	5328418	5329422	-	1005	1553	1437	1943	1350	1060	1060	1598	1815	1440
SC_RS26640	NC_003888.3	5329530	5330840	-	1311	625	499	723	268	176	242	191	132	177
SC_RS26645	NC_003888.3	5330904	5331857	+	954	68	60	89	58	55	46	89	66	65
SC_RS26650	NC_003888.3	5331991	5332572	-	582	117	91	97	66	47	55	107	55	74
SC_RS26655	NC_003888.3	5332682	5333560	+	879	23	31	21	75	66	56	148	72	123
SC_RS26660	NC_003888.3	5333649	5334410	-	762	39	46	46	92	76	82	304	276	273
SC_RS26665	NC_003888.3	5334546	5335736	+	1191	160	187	213	774	677	893	620	724	590
SC_RS26670	NC_003888.3	5335877	5336245	+	369	37	29	34	102	83	84	79	57	43
SC_RS26675	NC_003888.3	5336333	5336536	-	204	48	33	63	115	56	66	1272	1442	1116
SC_RS26680	NC_003888.3	5336632	5337183	-	552	447	330	386	142	111	119	305	329	267
SC_RS26685	NC_003888.3	5337310	5337921	-	612	334	285	360	112	98	150	99	93	109
SC_RS26690	NC_003888.3	5337921	5339528	-	1608	1643	1635	1999	642	526	643	468	447	399
SC_RS26695	NC_003888.3	5339525	5340202	-	678	1575	1575	1973	501	506	514	439	435	389
SC_RS26700	NC_003888.3	5340411	5341142	+	732	2955	2756	3408	376	268	397	2522	3652	3103
SC_RS26705	NC_003888.3	5341385	5341987	-	603	176	195	260	167	175	143	142	60	100
SC_RS26710	NC_003888.3	5342180	5342584	+	405	23	6	26	113	98	132	114	108	84
SC_RS26715	NC_003888.3	5342742	5344754	+	2013	607	568	735	596	544	572	590	435	430
SC_RS26720	NC_003888.3	5344860	5345759	-	900	1016	1059	1199	423	308	322	161	164	140
SC_RS26725	NC_003888.3	5345752	5347194	-	1443	2041	2184	2244	635	521	676	308	285	252
SC_RS26730	NC_003888.3	5347200	5348195	-	996	2263	2306	2882	606	475	539	284	342	253
SC_RS26735	NC_003888.3	5348311	5349015	+	705	300	291	378	43	65	76	99	51	94
SC_RS26740	NC_003888.3	5349119	5350759	-	1641	690	513	677	91	70	88	172	53	128
SC_RS26745	NC_003888.3	5351124	5351948	-	825	1568	1309	1819	190	151	252	178	159	164
SC_RS26750	NC_003888.3	5352042	5352479	-	438	103	91	110	28	34	38	76	35	47
SC_RS26755	NC_003888.3	5352566	5354014	+	1449	3384	3655	4560	1231	1012	1183	1046	1177	913
SC_RS26760	NC_003888.3	5354193	5355182	+	990	354	418	489	16101	14263	15461	9163	10308	8262
SC_RS26765	NC_003888.3	5355283	5357055	-	1773	1416	1424	1762	697	658	586	486	368	368
SC_RS26770	NC_003888.3	5357430	5357912	+	483	22	23	39	8	12	8	66	28	54
SC_RS26775	NC_003888.3	5357881	5358501	-	621	396	370	445	183	208	190	213	135	159
SC_RS26780	NC_003888.3	5358534	5358662	-	129	16	27	21	8	11	15	17	14	11
SC_RS26785	NC_003888.3	5358799	5359008	-	210	77	88	78	74	61	73	71	56	43
SC_RS26790	NC_003888.3	5359018	5360610	-	1593	359	342	484	370	356	415	327	224	277
SC_RS26795	NC_003888.3	5360721	5361596	+	876	313	263	421	128	117	121	126	93	133
SC_RS26800	NC_003888.3	5361712	5362857	+	1146	1406	1376	1754	224	223	285	334	246	271
SC_RS26805	NC_003888.3	5362921	5363586	-	666	122	110	164	252	222	283	238	184	180
SC_RS26810	NC_003888.3	5363797	5364597	+	801	26	24	29	5	5	1	65	22	49
SC_RS26815	NC_003888.3	5364697	5365845	+	1149	59	50	79	17	11	21	101	58	91
SC_RS26820	NC_003888.3	5365963	5367501	+	1539	211	252	255	173	139	184	322	244	306
SC_RS26825	NC_003888.3	5367643	5367981	-	339	168	136	197	223	238	225	181	122	132
SC_RS26830	NC_003888.3	5368091	5368444	+	354	101	106	134	337	309	374	196	143	137
SC_RS26835	NC_003888.3	5368677	5369921	+	1245	4888	4344	5681	4537	4548	5492	3478	3234	2724
SC_RS26840	NC_003888.3	5370069	5371559	+	1491	29	32	50	16	16	10	100	31	72
SC_RS26845	NC_003888.3	5371593	5372276	+	684	16	20	37	15	11	16	41	33	59
SC_RS26850	NC_003888.3	5372301	5372819	-	519	6	13	10	9	4	4	68	25	47
SC_RS26855	NC_003888.3	5373018	5373932	+	915	11	7	10	7	9	8	78	24	70
SC_RS26860	NC_003888.3	5373976	5374758	-	783	36	35	32	9	8	8	61	24	44
SC_RS26865	NC_003888.3	5374860	5375462	+	603	141	133	171	19	8	14	60	22	45
SC_RS26870	NC_003888.3	5375466	5375783	-	318	23	36	40	6	2	8	26	9	28
SC_RS26875	NC_003888.3	5375964	5376623	-	660	91	112	134	18	28	30	81	49	72
SC_RS26880	NC_003888.3	5376765	5377757	+	993	55	72	88	12	10	8	106	21	84
SC_RS26885	NC_003888.3	5377855	5378730	-	876	693	638	757	215	192	208	242	201	225
SC_RS26890	NC_003888.3	5378899	5379939	+	1041	3522	3632	4090	369	344	571	135	62	87
SC_RS26895	NC_003888.3	5380116	5380907	+	792	68	56	57	5	2	2	60	15	47
SC_RS26900	NC_003888.3	5381124	5384831	+	3708	18	14	17	16069	19637	20123	2901	3058	2521
SC_RS26905	NC_003888.3	5384831	5386486	+	1656	4	7	7	4247	5344	5399	773	751	631
SC_RS26910	NC_003888.3	5386483	5387145	+	663	2	4	4	1130	1706	1863	241	177	169
SC_RS26915	NC_003888.3	5387142	5387855	+	714	16	9	13	1264	1607	1504	248	225	211
SC_RS26920	NC_003888.3	5387898	5388935	-	1038	65	61	71	435	347	233	143	73	110
SC_RS26925	NC_003888.3	5389080	5389676	+	597	103	129	147	110	122	146	97	38	63
SC_RS26930	NC_003888.3	5389724	5389918	+	195	63	38	72	25	26	21	30	19	18
SC_RS26935	NC_003888.3	5389941	5390534	-	594	255	196	272	38	40	54	57	39	61
SC_RS26940	NC_003888.3	5390665	5391888	-	1224	2031	1908	2564	904	692	840	313	247	282
SC_RS26945	NC_003888.3	5392010	5392528	+	519	879	835	1064	3566	2616	3920	2531	2824	1954
SC_RS26950	NC_003888.3	5392632	5393750	-	1119	1132	1257	1541	699	615	649	460	356	357
SC_RS26955	NC_003888.3	5393847	5395001	+	1155	1528	1565	1883	2286	2203	2427	1144	1022	825
SC_RS26960	NC_003888.3	5395012	5395269	-	258	58	41	53	66	40	27	48	32	34
SC_RS26965	NC_003888.3	5395316	5395822	-	507	37	54	61	43	39	57	94	74	68
SC_RS26970	NC_003888.3	5396005	5396511	-	507	142	133	174	175	167	148	216	171	159
SC_RS26975	NC_003888.3	5396674	5397903	+	1230	204	177	254	490	373	504	379	341	357
SC_RS26980	NC_003888.3	5398064	5399071	+	1008	214	177	236	148	121	133	240	179	175
SC_RS26985	NC_003888.3	5399068	5399925	+	858	105	93	117	118	100	144	170	142	151
SC_RS26990	NC_003888.3	5400027	5400524	-	498	1150	1056	1347	455	484	456	685	732	597
SC_RS26995	NC_003888.3	5400705	5401103	-	399	678	648	816	335	256	321	277	246	221
SC_RS27000	NC_003888.3	5401255	5402115	+	861	912	961	1110	3015	2978	3868	1658	1598	1280
SC_RS27005	NC_003888.3	5402108	5402344	+	237	1206	1251	1510	1339	1154	1406	977	966	919
SC_RS27010	NC_003888.3	5402381	5405644	-	3264	388	339	424	346	281	314	583	433	572
SC_RS27015	NC_003888.3	5406195	5407688	+	1494	54	53	62	90	101	86	217	146	175
SC_RS27020	NC_003888.3	5407685	5410105	+	2421	62	57	91	129	139	163	325	249	297
SC_RS27025	NC_003888.3	5410107	5410928	+	822	21	9	15	14	8	10	80	51	78
SC_RS27030	NC_003888.3	5411121	5411624	+	504	38	27	45	77	113	107	193	313	224
SC_RS27035	NC_003888.3	5411720	5413762	+	2043	506	537	597	378	357	416	411	315	342
SC_RS27040	NC_003888.3	5413773	5414501	-	729	182	152	231	212	173	166	241	143	189
SC_RS27045	NC_003888.3	5414535	5415242	-	708	157	117	158	53	37	47	99	66	72
SC_RS27050	NC_003888.3	5415297	5416001	-	705	163	140	158	186	171	295	351	283	299
SC_RS27055	NC_003888.3	5416288	5418117	+	1830	104	95	101	201	208	193	702	464	472
SC_RS27060	NC_003888.3	5418400	5419350	-	951	138	131	185	60	44	64	107	72	100
SC_RS27065	NC_003888.3	5419347	5420747	-	1401	294	298	411	86	73	64	132	96	121
SC_RS27070	NC_003888.3	5420938	5421120	+	183	13	20	11	9	5	5	28	16	27
SC_RS27075	NC_003888.3	5421206	5421628	-	423	237	322	361	235	169	207	1072	1386	1044
SC_RS27080	NC_003888.3	5421700	5422911	-	1212	319	290	373	115	105	123	245	165	157
SC_RS27085	NC_003888.3	5423145	5423999	+	855	6	7	9	4	1	3	57	22	55
SC_RS27090	NC_003888.3	5424037	5425647	-	1611	409	518	460	204	142	186	162	98	141
SC_RS27095	NC_003888.3	5425676	5426977	-	1302	590	633	712	99	82	102	132	75	120
SC_RS27100	NC_003888.3	5427114	5428169	+	1056	114	110	93	9	7	4	73	26	55
SC_RS27105	NC_003888.3	5428166	5428930	+	765	459	462	513	113	106	127	104	98	101
SC_RS27110	NC_003888.3	5428927	5429337	+	411	185	203	225	69	52	70	62	67	61
SC_RS27115	NC_003888.3	5429458	5430936	+	1479	46	57	57	2	8	15	106	32	89
SC_RS27120	NC_003888.3	5431032	5431676	+	645	401	388	539	1225	1137	1200	948	880	632
SC_RS27125	NC_003888.3	5431744	5433066	+	1323	115	121	127	252	277	243	268	182	198
SC_RS27130	NC_003888.3	5433210	5434163	+	954	149	169	196	642	597	606	240	214	194
SC_RS27135	NC_003888.3	5434218	5435480	-	1263	53	53	68	75	62	73	148	52	121
SC_RS27140	NC_003888.3	5435560	5436069	-	510	131	137	158	184	170	129	208	140	179
SC_RS27145	NC_003888.3	5436168	5436359	-	192	67	47	80	229	172	160	173	169	120
SC_RS27150	NC_003888.3	5436371	5437222	-	852	34	41	53	44	47	50	126	47	85
SC_RS27155	NC_003888.3	5437435	5437923	+	489	0	3	8	24	11	35	52	8	36
SC_RS27160	NC_003888.3	5438060	5438185	-	126	3	2	1	6	0	1	22	5	25
SC_RS27165	NC_003888.3	5438306	5438614	+	309	38	31	28	23	27	27	43	15	42
SC_RS27170	NC_003888.3	5438710	5439252	+	543	31	33	19	26	17	32	65	14	43
SC_RS27175	NC_003888.3	5439185	5439847	-	663	4	3	5	3	3	2	42	6	31
SC_RS27180	NC_003888.3	5439963	5441678	-	1716	4	2	4	15	14	12	96	26	90
SC_RS27185	NC_003888.3	5441997	5442938	+	942	16	15	21	760	673	873	363	344	338
SC_RS27190	NC_003888.3	5443118	5443824	+	707	12	11	14	279	285	379	190	108	133
SC_RS27195	NC_003888.3	5443832	5445088	+	1257	16	18	26	763	600	724	416	299	306
SC_RS27200	NC_003888.3	5445085	5445480	+	396	41	27	25	445	364	391	396	394	372
SC_RS27205	NC_003888.3	5445482	5445877	+	396	20	11	18	360	243	308	204	208	160
SC_RS27210	NC_003888.3	5445896	5447233	+	1338	10	14	16	361	326	400	304	217	264
SC_RS27215	NC_003888.3	5447243	5448193	+	951	24	14	9	397	386	487	266	209	196
SC_RS27220	NC_003888.3	5448213	5449115	+	903	11	16	16	443	376	436	317	228	216
SC_RS27225	NC_003888.3	5449378	5449575	+	198	5	8	18	254	241	297	227	171	162
SC_RS27230	NC_003888.3	5449578	5450174	+	597	27	24	21	840	779	874	461	508	404
SC_RS27235	NC_003888.3	5450207	5450785	+	579	65	63	93	478	378	396	347	314	319
SC_RS27240	NC_003888.3	5450794	5451405	+	612	24	23	35	273	216	295	195	144	151
SC_RS27245	NC_003888.3	5451503	5451856	-	354	3	0	0	2	3	3	50	6	28
SC_RS27250	NC_003888.3	5452583	5453623	+	1041	8	11	10	22	29	37	124	64	104
SC_RS27255	NC_003888.3	5453663	5453983	+	321	6	6	8	13	7	17	54	43	47
SC_RS27260	NC_003888.3	5453993	5454400	-	408	2	4	0	2	4	1	56	15	43
SC_RS27265	NC_003888.3	5454591	5455127	+	537	34	24	36	15	22	24	55	31	50
SC_RS27270	NC_003888.3	5455315	5455980	+	666	59	56	88	118	65	65	165	98	132
SC_RS27275	NC_003888.3	5456221	5456883	+	663	273	256	292	426	356	383	265	251	248
SC_RS27280	NC_003888.3	5456871	5457902	+	1032	885	759	1006	940	779	790	836	819	732
SC_RS27285	NC_003888.3	5458019	5458891	+	873	519	460	613	420	352	400	375	377	324
SC_RS27290	NC_003888.3	5458994	5459911	+	918	102	76	103	130	91	81	103	64	64
SC_RS27295	NC_003888.3	5459908	5460726	+	819	43	57	54	68	60	58	81	44	70
SC_RS27300	NC_003888.3	5460757	5461950	-	1194	135	129	192	27	28	32	113	37	72
SC_RS27305	NC_003888.3	5463012	5464337	+	1326	342	376	395	3418	2808	3550	5074	4896	4418
SC_RS27310	NC_003888.3	5464785	5465483	+	699	6128	5481	7220	14009	14829	12739	6291	6245	4780
SC_RS27315	NC_003888.3	5465646	5467043	+	1398	771	683	958	280	232	285	390	367	387
SC_RS27320	NC_003888.3	5467332	5467868	-	537	2859	2781	3358	1138	1151	1322	304	329	230
SC_RS27325	NC_003888.3	5467875	5468429	-	555	3176	3001	3993	1053	1083	1386	395	473	341
SC_RS27330	NC_003888.3	5468567	5469505	+	939	154	128	193	72	88	88	162	87	123
SC_RS27335	NC_003888.3	5469633	5471975	-	2343	1012	1034	1036	668	526	523	957	868	867
SC_RS27340	NC_003888.3	5471972	5472661	-	690	616	637	626	173	145	163	272	253	243
SC_RS27345	NC_003888.3	5472658	5473182	-	525	738	685	685	107	98	110	244	213	194
SC_RS27350	NC_003888.3	5473366	5473671	-	306	137	131	162	26	22	27	41	58	43
SC_RS27355	NC_003888.3	5473668	5474606	-	939	329	344	374	69	81	78	216	174	155
SC_RS27360	NC_003888.3	5474855	5477176	+	2322	1528	1310	1816	872	802	1108	672	537	508
SC_RS27365	NC_003888.3	5477315	5479543	-	2229	1219	1098	1326	1510	1283	1676	1234	1235	1212
