locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_coordinated	coordination_primary	nearest_methyl_dist	sites_within_2kb	sites_2kb_T1	sites_2kb_T2	delta_sites	lfc_T2vsT1	padj_T2vsT1
SC_RS27640		SCO5096	LysR family transcriptional regulator	LysR	5537246	5538175	-	5538175	core	False	non_coordinated	523	4	3	3	0	-0.4284463849017733	0.1463777512692755
SC_RS27660		SCO5100	GntR family transcriptional regulator	GntR	5541010	5541762	+	5541010	core	False	non_coordinated	381	4	2	3	1	3.315196156832278	6.0423150606532635e-55
SC_RS27785		SCO5125	helix-turn-helix domain-containing protein	HTH (other)	5572261	5573124	-	5573124	core	False	non_coordinated	138	4	3	4	1	2.6935231601259644	3.268529479788531e-29
SC_RS27815		SCO5131	sensor histidine kinase	Sensor kinase	5578902	5580068	+	5578902	core	False	non_coordinated	968	6	6	6	0	-0.689837931446591	0.0084104749894914
SC_RS27820		SCO5132	response regulator transcription factor	Response regulator	5580065	5580679	+	5580065	core	False	non_coordinated	1202	1	1	1	0	-1.0307147902179643	1.9533996729728941e-07
SC_RS27900	sigE	SCO5147	RNA polymerase sigma factor SigE	Sigma factor	5593690	5594361	+	5593690	core	False	non_coordinated	617	1	1	1	0	-0.7668411556411651	0.0008449908248735786
SC_RS27905		SCO5148	anti-sigma factor family protein	Sigma factor	5594358	5595347	+	5594358	core	False	non_coordinated	1285	3	3	2	-1	-0.5530510130978433	0.020846175350426
SC_RS28015		SCO5170	TetR/AcrR family transcriptional regulator	TetR	5617213	5617854	-	5617854	core	False	non_coordinated	886	2	1	2	1	0.2348412263615794	0.3512659237525727
SC_RS28115		SCO5190	WhiB family transcriptional regulator	WhiB	5647747	5648115	+	5647747	core	False	non_coordinated	1130	3	3	3	0	-2.6105473280966645	5.576609601810338e-30
SC_RS28200		SCO5205	tetratricopeptide repeat protein	TetR	5664867	5666699	+	5664867	core	False	non_coordinated	2583	0	0	0	0	-0.6099229748247753	0.0036458440147103
SC_RS28210		SCO5206	Fur family transcriptional regulator	Other regulatory	5666944	5667360	-	5667360	core	False	non_coordinated	894	1	0	1	1	0.0475200705359124	0.9139842518523934
SC_RS28225		SCO5209	TetR/AcrR family transcriptional regulator	TetR	5669080	5669691	+	5669080	core	False	non_coordinated	826	1	0	1	1	-0.6481204813202025	0.0011376360316561
SC_RS28260	sigR	SCO5216	RNA polymerase sigma factor SigR	Sigma factor	5675219	5675902	+	5675219	core	False	non_coordinated	2156	0	0	0	0	1.6882147654829212	4.943823392400908e-12
SC_RS28265	rsrA	SCO5217	mycothiol system anti-sigma-R factor	Anti-sigma	5675899	5676216	+	5675899	core	False	non_coordinated	1476	1	1	1	0	1.6437010556982103	5.616360293006718e-14
SC_RS28280		SCO5220	tetratricopeptide repeat protein	TetR	5679047	5680027	+	5679047	core	False	non_coordinated	1402	2	2	2	0	0.3227776549048995	0.1308269069229438
SC_RS28300		SCO5224	GlxA family transcriptional regulator	Other regulatory	5683497	5684465	-	5684465	core	False	non_coordinated	1251	1	1	1	0	0.1726333843476718	0.4703719465862405
SC_RS28335		SCO5231	GntR family transcriptional regulator	GntR	5691072	5691836	-	5691836	core	False	non_coordinated	1358	2	2	2	0	-0.8772459390097801	1.414165512046845e-05
SC_RS28370		SCO5238	TetR/AcrR family transcriptional regulator	TetR	5699058	5699702	+	5699058	core	False	non_coordinated	1061	2	2	2	0	0.9040245487851306	8.047551677803764e-07
SC_RS28375		SCO5239	PAS domain-containing sensor histidine kinase	Sensor kinase	5700131	5701606	+	5700131	core	False	non_coordinated	2134	0	0	0	0	-1.8102154746576544	3.36776203650419e-28
SC_RS28380		SCO5240	WhiB family transcriptional regulator	WhiB	5701855	5702112	-	5702112	core	False	non_coordinated	4115	0	0	0	0	-0.8323966970424082	0.0015288623332633
SC_RS28395		SCO5243	RNA polymerase sigma factor SigF	Sigma factor	5704007	5705071	-	5705071	core	False	non_coordinated	3247	0	0	0	0	1.0293094468069504	1.4876945961099657e-06
SC_RS28495			helix-turn-helix domain-containing protein	HTH (other)	5722789	5722998	+	5722789	core	False	non_coordinated	1048	6	5	6	1	-0.5717326292148773	0.0466505935579242
SC_RS28505		SCO5264	PadR family transcriptional regulator	PadR	5723633	5724715	-	5724715	core	False	non_coordinated	515	4	2	4	2	-1.8797533203902916	1.0279932193824892e-19
SC_RS28560	fxsT	SCO5275	FxSxx-COOH system tetratricopeptide repeat protein	TetR	5738498	5741521	+	5738498	core	False	non_coordinated	1485	2	2	2	0	3.2690510934659804	5.941395850454397e-73
SC_RS28585	fxsT	SCO5280	FxSxx-COOH system tetratricopeptide repeat protein	TetR	5746301	5749747	+	5746301	core	False	non_coordinated	333	1	1	0	-1	-1.2381549782920114	1.186216093427858e-11
SC_RS28595		SCO5282	sensor histidine kinase	Sensor kinase	5753949	5755076	-	5755076	core	False	non_coordinated	1596	7	7	6	-1	-1.1260053392003246	2.0564218535451412e-08
SC_RS28600		SCO5283	response regulator transcription factor	Response regulator	5755073	5755807	-	5755807	core	False	non_coordinated	2327	0	0	0	0	-1.04529906880727	5.30367310622707e-11
SC_RS28620		SCO5287	MarR family winged helix-turn-helix transcriptional regulator	MarR	5760383	5760877	+	5760383	core	False	non_coordinated	1670	1	0	1	1	-2.016252091491544	1.8234398855227997e-15
SC_RS28630		SCO5289	sensor histidine kinase	Sensor kinase	5762143	5765139	+	5762143	core	True	concordant_repression	90	2	1	1	0	-0.0137258522464046	0.9354948002453458
SC_RS28665		SCO5296	TetR/AcrR family transcriptional regulator	TetR	5769695	5770348	-	5770348	core	False	non_coordinated	1085	3	1	2	1	-0.6667854253778536	0.0145650127680477
SC_RS28795		SCO5323	Lrp/AsnC family transcriptional regulator	Lrp	5794528	5795022	-	5795022	core	False	non_coordinated	2003	0	0	0	0	-2.179903806611605	2.1495788175409532e-17
SC_RS28860		SCO5337	XRE family transcriptional regulator	XRE	5809921	5810652	-	5810652	core	False	non_coordinated	628	1	1	1	0	-1.000393723119188	0.0002721608773587236
SC_RS28865		SCO5338	SCO3933 family regulatory protein	Other regulatory	5810810	5811163	+	5810810	core	False	non_coordinated	786	1	1	1	0		
SC_RS28915		SCO5348	helix-turn-helix transcriptional regulator	HTH (other)	5816431	5816601	+	5816431	core	False	non_coordinated	128	2	2	2	0		
SC_RS28935		SCO5351	response regulator	Response regulator	5818975	5819478	+	5818975	core	False	non_coordinated	1622	1	1	1	0	4.130395848128299	7.457332909637442e-58
SC_RS28965	rho	SCO5357	transcription termination factor Rho	Other regulatory	5826214	5828298	+	5826214	core	False	non_coordinated	647	3	3	2	-1	-0.5708762172452746	0.0176502398288333
SC_RS29065		SCO5377	response regulator	Response regulator	5847229	5847870	-	5847870	core	False	non_coordinated	354	3	3	2	-1	-0.0337759491781159	0.9128872071455976
SC_RS29070		SCO5378	sensor histidine kinase	Sensor kinase	5847867	5849063	-	5849063	core	False	non_coordinated	571	3	3	3	0	0.8083934637253871	0.006369032260224
SC_RS29100		SCO5384	TetR/AcrR family transcriptional regulator	TetR	5852346	5852987	+	5852346	core	False	non_coordinated	2307	0	0	0	0	-0.8626951605881105	0.00011135438824727604
SC_RS29195		SCO5403	response regulator transcription factor	Response regulator	5875298	5875966	+	5875298	core	False	non_coordinated	2442	0	0	0	0	-1.145059285071395	6.287717659616465e-05
SC_RS29200		SCO5404	sensor histidine kinase	Sensor kinase	5875963	5877399	+	5875963	core	False	non_coordinated	2432	0	0	0	0	-0.8355933754250144	0.000870093606477478
SC_RS29205		SCO5405	MarR family winged helix-turn-helix transcriptional regulator	MarR	5877408	5877884	-	5877884	core	False	non_coordinated	511	1	1	1	0	2.891617584917847	2.4173314379794575e-32
SC_RS29245		SCO5413	MarR family winged helix-turn-helix transcriptional regulator	MarR	5882733	5883242	+	5882733	core	False	non_coordinated	4219	0	0	0	0	1.1148212066184375	4.5769575859457526e-05
SC_RS29260		SCO5416	GlxA family transcriptional regulator	Other regulatory	5885486	5886499	-	5886499	core	False	non_coordinated	453	2	2	2	0	1.1464849735440803	3.140914650874273e-06
SC_RS29270		SCO5418	TetR/AcrR family transcriptional regulator	TetR	5887579	5888283	-	5888283	core	False	non_coordinated	1327	2	2	2	0	-2.058207338092773	2.2006200781730584e-08
SC_RS29275		SCO5419	tetratricopeptide repeat protein	TetR	5888566	5889543	+	5888566	core	False	non_coordinated	1610	3	3	3	0	0.3109504974023706	0.2060594238349064
SC_RS29315		SCO5427	helix-turn-helix domain-containing protein	HTH (other)	5898979	5899692	-	5899692	core	False	non_coordinated	2698	0	0	0	0	-0.55161901383146	0.0041754248104572
SC_RS29335			Scr1 family TA system antitoxin-like transcriptional regulator	Other regulatory	5903109	5903358	-	5903358	core	False	non_coordinated	118	5	4	5	1	-0.0250634768413038	0.9556040259298264
SC_RS29350	tcrA	SCO5433	AfsR-like transcriptional regulator TcrA	Other regulatory	5905174	5907459	+	5905174	core	True	discordant_gain_up	166	4	2	3	1	1.0401395580980954	3.683188120370881e-05
SC_RS29355		SCO5434	response regulator	Response regulator	5907344	5908036	-	5908036	core	True	concordant_repression	76	2	0	0	0	-1.9216630018303835	4.020439306798874e-12
SC_RS29360		SCO5435	sensor histidine kinase	Sensor kinase	5908033	5909691	-	5909691	core	False	non_coordinated	1251	6	4	3	-1	-2.94605153267327	4.042984671835499e-36
SC_RS29370		SCO5437	MerR family transcriptional regulator	MerR	5911410	5911808	+	5911410	core	False	non_coordinated	288	5	4	3	-1	0.1665840547262255	0.5842415181952808
SC_RS29455		SCO5454	sensor histidine kinase	Sensor kinase	5939350	5940603	+	5939350	core	False	non_coordinated	1402	1	1	1	0	-0.2556375956815839	0.3660651600260719
SC_RS29460		SCO5455	response regulator	Response regulator	5940593	5941267	+	5940593	core	False	non_coordinated	2645	0	0	0	0	-0.5584147619455264	0.0629111489429353
SC_RS29500		SCO5463	MerR family transcriptional regulator	MerR	5949398	5950312	+	5949398	core	False	non_coordinated	226	3	2	2	0	1.0418972871266523	0.045169170213255
SC_RS29600		SCO5483	TetR family transcriptional regulator	TetR	5970588	5971214	-	5971214	core	False	non_coordinated	493	2	2	2	0	-1.926886428909007	2.7562172586040893e-14
SC_RS29715		SCO5506	helix-turn-helix transcriptional regulator	HTH (other)	5992585	5995740	+	5992585	core	False	non_coordinated	374	1	1	1	0	0.0630168366712376	0.7219610023496549
SC_RS29770		SCO5517	TetR/AcrR family transcriptional regulator	TetR	6010146	6010736	+	6010146	core	False	non_coordinated	273	3	2	2	0	-1.2562254513684274	1.182971561813807e-12
SC_RS29775		SCO5518	PucR family transcriptional regulator	Other regulatory	6010717	6011964	-	6011964	core	False	non_coordinated	1046	1	1	1	0	-1.06437504638543	1.5472330940936648e-07
SC_RS29825		SCO5528	TetR/AcrR family transcriptional regulator	TetR	6022748	6023350	+	6022748	core	False	non_coordinated	448	3	2	2	0	-0.8254001961557298	0.000502596285724031
SC_RS29845		SCO5532	TetR/AcrR family transcriptional regulator	TetR	6027789	6028388	+	6027789	core	False	non_coordinated	252	4	1	2	1	-0.0323222690046046	0.912554089391266
SC_RS29905		SCO5544	sensor histidine kinase	Sensor kinase	6040578	6044567	-	6044567	core	False	non_coordinated	195	1	1	1	0	-1.3132734160492394	1.6574728481056865e-13
SC_RS29960		SCO5550	MerR family transcriptional regulator	MerR	6049735	6050379	-	6050379	core	False	non_coordinated	455	2	2	2	0	-0.8950996125621657	0.0043386236120486
SC_RS29970	ndgR	SCO5552	IclR family transcriptional regulator NdgR	IclR	6051099	6051815	-	6051815	core	False	non_coordinated	1891	1	1	1	0	0.7982973219900583	0.0025425816254701
SC_RS29990		SCO5556	HU family DNA-binding protein	Other regulatory	6054696	6055352	+	6054696	core	False	non_coordinated	1358	2	2	2	0	-1.558318134472244	2.7979379069864838e-09
SC_RS30020		SCO5561	Lrp/AsnC family transcriptional regulator	Lrp	6059732	6059965	-	6059965	core	False	non_coordinated	935	3	2	1	-1	-0.9538326231656606	4.082958413789039e-07
SC_RS30085		SCO5574	winged helix-turn-helix transcriptional regulator	HTH (other)	6071764	6072168	-	6072168	core	False	non_coordinated	621	1	1	1	0	0.7632294118053181	0.00021030095111659544
SC_RS30130	nsdA	SCO5582	transcriptional repressor NsdA	Repressor	6084219	6085721	+	6084219	core	False	non_coordinated	748	5	5	4	-1	6.63799867067266	1.7445191411059716e-155
SC_RS30140		SCO5584	P-II family nitrogen regulator	Other regulatory	6087374	6087712	+	6087374	core	True	discordant_loss_down	126	5	5	4	-1	-0.5802055478802578	0.0394908387721756
SC_RS30255		SCO5607	GntR family transcriptional regulator	GntR	6108427	6108660	+	6108427	core	False	non_coordinated	1988	1	1	1	0	0.9301520478126112	0.0006929736591921873
SC_RS30275		SCO5611	helix-turn-helix domain-containing protein	HTH (other)	6111177	6111392	+	6111177	core	False	non_coordinated	762	3	3	2	-1	1.1267708295904195	0.0191717442407429
SC_RS30290		SCO5614	helix-turn-helix transcriptional regulator	HTH (other)	6115100	6115315	+	6115100	core	False	non_coordinated	16	3	3	3	0	0.6382480727131737	0.3110195113101624
SC_RS30330	whiG	SCO5621	RNA polymerase sigma factor WhiG	Sigma factor	6121043	6121885	+	6121043	core	False	non_coordinated	1551	2	2	1	-1	2.003051039898683	1.342185265481569e-15
SC_RS30335		SCO5622	TetR/AcrR family transcriptional regulator	TetR	6122014	6122571	+	6122014	core	False	non_coordinated	580	3	2	1	-1	1.020718790945095	5.748526480432415e-06
SC_RS30340		SCO5623	murein hydrolase activator EnvC family protein	Activator	6122525	6123223	-	6123223	core	False	non_coordinated	68	6	4	3	-1	0.4330456803061361	0.1415552901751507
SC_RS30370	fxsT	SCO5629	FxSxx-COOH system tetratricopeptide repeat protein	TetR	6128360	6131020	-	6131020	core	False	non_coordinated	91	9	8	8	0	2.6485640091293856	5.695406080702799e-50
SC_RS30395			SCO3933 family regulatory protein	Other regulatory	6135800	6136151	-	6136151	core	False	non_coordinated	2081	0	0	0	0	0.3974434163786196	0.421280748612648
SC_RS30400		SCO5636	GntR family transcriptional regulator	GntR	6136289	6137068	-	6137068	core	False	non_coordinated	2403	0	0	0	0	0.4210736081349593	0.0606235224862803
SC_RS30495		SCO5656	Lrp/AsnC family transcriptional regulator	Lrp	6155449	6155964	-	6155964	core	False	non_coordinated	1871	1	1	1	0	-2.0995529592420255	8.05767875111336e-22
SC_RS30590		SCO5675	tetratricopeptide repeat protein	TetR	6175324	6176157	+	6175324	core	False	non_coordinated	1856	1	1	1	0	-1.8678243028306625	1.5982592005480936e-19
SC_RS30605		SCO5678	PucR family transcriptional regulator	Other regulatory	6180444	6182102	+	6180444	core	False	non_coordinated	529	3	1	2	1	-0.9188251923263788	2.149173226459202e-07
SC_RS30630		SCO5683	sensor histidine kinase	Sensor kinase	6186588	6187784	+	6186588	core	False	non_coordinated	237	6	4	4	0	0.1036633401842649	0.7096460065153526
SC_RS30635		SCO5684	response regulator	Response regulator	6187781	6188494	+	6187781	core	False	non_coordinated	391	6	4	4	0	-0.1437515503613511	0.7032222041778403
SC_RS30675		SCO5692	LacI family DNA-binding transcriptional regulator	LacI	6200514	6201527	-	6201527	core	False	non_coordinated	724	4	3	3	0	-0.825819654572287	0.0042116676930138
SC_RS30735	nusA	SCO5704	transcription termination factor NusA	Other regulatory	6214874	6215896	+	6214874	core	False	non_coordinated	629	5	4	4	0	-2.1955854384173428	7.588278599141265e-25
SC_RS30905	dapB	SCO5739	4-hydroxy-tetrahydrodipicolinate reductase	TetR	6263394	6264146	+	6263394	core	False	non_coordinated	1265	2	1	2	1	-1.6728590358871127	2.0033062378801457e-21
SC_RS30910		SCO5740	tetratricopeptide repeat protein	TetR	6264160	6264615	+	6264160	core	False	non_coordinated	582	1	0	1	1	-2.015676995330079	1.285757507979962e-17
SC_RS30930	dapA	SCO5744	4-hydroxy-tetrahydrodipicolinate synthase	TetR	6266753	6267652	+	6266753	core	False	non_coordinated	305	1	1	1	0	-0.5029998562335334	0.0251788975840537
SC_RS30975		SCO5749	response regulator	Response regulator	6285256	6285930	+	6285256	core	False	non_coordinated	1011	2	2	2	0	1.1859502296208655	1.2684223942744972e-08
SC_RS30985		SCO5751	helix-turn-helix domain-containing protein	HTH (other)	6289190	6290053	+	6289190	core	False	non_coordinated	2589	0	0	0	0	1.7664257220602293	1.0397471826149489e-22
SC_RS31005		SCO5755	helix-turn-helix domain-containing protein	HTH (other)	6293066	6293446	+	6293066	core	False	non_coordinated	3421	0	0	0	0	0.0987149337733138	0.6925412880648841
SC_RS31020		SCO5758	ArsR/SmtB family transcription factor	ArsR	6294435	6294824	+	6294435	core	False	non_coordinated	2052	0	0	0	0	1.6780090847451583	7.070080428479673e-13
SC_RS31040		SCO5762	AraC family transcriptional regulator	AraC	6301456	6302322	+	6301456	core	False	non_coordinated	123	3	1	2	1	-0.117254233241039	0.6446168557007511
SC_RS31080	recX	SCO5770	recombination regulator RecX	Other regulatory	6307782	6308564	+	6307782	core	False	non_coordinated	2351	0	0	0	0	-1.304694892321577	2.5251887117283428e-08
SC_RS31130		SCO5778	response regulator transcription factor	Response regulator	6315651	6316337	+	6315651	core	False	non_coordinated	1386	2	2	1	-1	-3.2911649386321704	6.965747982685709e-18
SC_RS31135		SCO5779	HAMP domain-containing sensor histidine kinase	Sensor kinase	6316347	6317792	+	6316347	core	False	non_coordinated	1263	1	1	0	-1	-1.974949831979327	2.834007632061496e-07
SC_RS31155		SCO5783	cation:proton antiporter regulatory subunit	Other regulatory	6320691	6321176	-	6321176	core	False	non_coordinated	335	3	3	2	-1	-0.6539981369008685	0.0018047165590704
SC_RS31160		SCO5784	HAMP domain-containing sensor histidine kinase	Sensor kinase	6321291	6322367	+	6321291	core	False	non_coordinated	220	3	3	2	-1	-0.8777496817967684	2.848767662414734e-05
SC_RS31165		SCO5785	response regulator	Response regulator	6322367	6323026	+	6322367	core	False	non_coordinated	835	4	4	3	-1	-0.8183710910650452	0.019901313596658
SC_RS31255	lexA	SCO5803	transcriptional repressor LexA	Repressor	6345664	6346443	-	6346443	core	False	non_coordinated	811	1	1	1	0	2.868531217654587	4.0204960243043795e-36
SC_RS31260	nrdR	SCO5804	transcriptional regulator NrdR	Other regulatory	6347027	6347575	+	6347027	core	False	non_coordinated	227	2	2	2	0	0.0744689051549469	0.7508950590740454
SC_RS31295		SCO5811	TetR/AcrR family transcriptional regulator	TetR	6355747	6356367	+	6355747	core	False	non_coordinated	3928	0	0	0	0	1.5087439690915627	1.3340763101600372e-13
SC_RS31335	whiH	SCO5819	sporulation transcriptional regulator WhiH	Other regulatory	6366349	6367236	+	6366349	core	False	non_coordinated	945	3	2	3	1	5.44672201767712	6.967412849065909e-89
SC_RS31340		SCO5820	RNA polymerase sigma factor	Sigma factor	6367665	6369200	+	6367665	core	False	non_coordinated	370	3	2	3	1	-0.2685324365602969	0.2376659497301773
