accession,species,size_mb,gc_pct,CCGG_count,CCGG_density,CCGG_expected,CCGG_oe,AAGCCCG_count,AAGCCCG_density,AAGCCCG_expected,AAGCCCG_oe,GATC_count,GATC_density,GATC_expected,GATC_oe,GGCCGG_count,GGCCGG_density,GGCCGG_expected,GGCCGG_oe,GCCCG_count,GCCCG_density,GCCCG_expected,GCCCG_oe,GCGG_count,GCGG_density,GCGG_expected,GCGG_oe,CGACNNNCTCC_count,CGACNNNCTCC_density,CGACNNNCTCC_expected,CGACNNNCTCC_oe
GCF_037414505.1,Streptomyces netropsis,8.14,71.4,133564,16400.3,132326.9,1.009,1733,212.8,1931.4,0.897,44299,5439.5,21219.9,2.088,32498,3990.4,33735.2,0.963,87559,10751.3,94488.9,0.927,257200,31581.5,264653.9,0.972,1852,227.4,689.6,2.686
GCF_028863365.1,Streptomyces neyagawaensis,9.98,71.4,157835,15815.2,162038.5,0.974,1584,158.7,2366.9,0.669,54636,5474.6,26018.0,2.1,37029,3710.3,41294.6,0.897,96413,9660.7,115683.3,0.833,307105,30772.2,324077.0,0.948,2515,252.0,844.9,2.977
GCF_050106155.1,Streptomyces nidicola,9.46,70.8,126701,13400.0,148178.8,0.855,1663,175.9,2240.7,0.742,54168,5728.8,25294.8,2.141,27760,2935.9,37099.7,0.748,89256,9439.8,104856.0,0.851,292687,30954.7,296357.5,0.988,2206,233.3,792.8,2.782
GCF_000718305.1,Streptomyces niger,8.49,71.7,145279,17121.0,140245.2,1.036,1388,163.6,2012.1,0.69,42578,5017.8,21825.6,1.951,39388,4641.8,36060.0,1.092,85970,10131.5,100570.8,0.855,278672,32841.3,280490.4,0.994,1873,220.7,721.5,2.596
GCF_003074055.1,Streptomyces nigra,7.64,71.9,132283,17312.2,127715.8,1.036,1190,155.7,1811.4,0.657,42370,5545.1,19483.7,2.175,31587,4133.9,33023.3,0.957,78826,10316.1,91843.4,0.858,235896,30872.3,255431.6,0.924,1926,252.1,651.3,2.957
GCF_027626975.1,Streptomyces nigrescens,9.53,70.8,166692,17482.9,150128.8,1.11,1572,164.9,2259.9,0.696,53673,5629.3,25421.0,2.111,45057,4725.6,37676.9,1.196,93636,9820.7,106361.6,0.88,304031,31887.2,300257.6,1.013,1855,194.6,800.5,2.317
GCF_018883605.1,Streptomyces niphimycinicus,10.92,71.0,180356,16523.5,173282.6,1.041,1856,170.0,2587.8,0.717,67219,6158.3,28930.7,2.323,42477,3891.6,43666.4,0.973,110506,10124.1,123017.3,0.898,349145,31987.2,346565.2,1.007,2033,186.3,918.6,2.213
GCF_008704555.1,Streptomyces nitrosporeus,7.58,72.2,153881,20296.7,128564.0,1.197,1271,167.6,1796.3,0.708,39067,5152.9,19113.3,2.044,40486,5340.1,33483.4,1.209,83015,10949.6,92787.5,0.895,246827,32556.2,257128.0,0.96,1696,223.7,648.2,2.616
GCF_033794345.1,Streptomyces niveiscabiei,9.89,71.6,154423,15617.0,162283.3,0.952,1388,140.4,2345.0,0.592,54055,5466.7,25570.5,2.114,33799,3418.1,41579.9,0.813,90784,9181.1,116169.9,0.781,305333,30878.8,324566.6,0.941,2686,271.6,839.3,3.2
GCF_036227585.1,Streptomyces niveus,8.55,70.7,131823,15420.3,133448.4,0.988,1622,189.7,2025.6,0.801,53017,6201.8,22932.5,2.312,31502,3685.0,33346.6,0.945,81694,9556.4,94340.3,0.866,251304,29396.9,266896.8,0.942,1809,211.6,716.0,2.527
GCF_042434995.1,Streptomyces noboritoensis,9.37,71.1,139909,14937.6,149314.7,0.937,1801,192.3,2220.8,0.811,50778,5421.4,24750.2,2.052,30425,3248.4,37705.2,0.807,97957,10458.5,106112.6,0.923,290317,30996.1,298629.5,0.972,2086,222.7,789.1,2.643
GCF_008704995.1,Streptomyces nodosus,7.77,70.9,133620,17191.2,122605.1,1.09,1241,159.7,1842.4,0.674,47618,6126.4,20696.6,2.301,30808,3963.7,30797.1,1.0,75687,9737.7,86900.9,0.871,232258,29881.7,245210.1,0.947,1717,220.9,652.9,2.63
GCF_039532885.1,Streptomyces nogalater,8.45,72.3,168217,19911.7,144409.7,1.165,1273,150.7,2000.8,0.636,43096,5101.2,21161.8,2.036,46357,5487.2,37761.0,1.228,92131,10905.5,104432.3,0.882,272339,32236.6,288819.3,0.943,1752,207.4,723.5,2.422
GCF_017639205.1,Streptomyces nojiriensis,9.02,72.0,161829,17935.3,151341.1,1.069,1671,185.2,2138.8,0.781,52353,5802.2,22944.5,2.282,42654,4727.3,39200.5,1.088,97329,10786.9,108928.0,0.894,293394,32516.5,302682.2,0.969,1955,216.7,769.7,2.54
GCF_040678695.1,Streptomyces nondiastaticus,8.12,72.6,141115,17379.0,141275.7,0.999,1705,210.0,1920.8,0.888,39031,4806.9,20047.7,1.947,38894,4790.0,37269.8,1.044,94344,11618.9,102619.0,0.919,282381,34776.7,282551.5,0.999,1951,240.3,697.6,2.797
GCF_016917755.1,Streptomyces noursei,9.86,71.7,178427,18100.6,163063.0,1.094,1388,140.8,2337.5,0.594,55629,5643.3,25338.2,2.195,48148,4884.4,41944.9,1.148,99073,10050.5,116958.6,0.847,329423,33418.4,326126.0,1.01,2087,211.7,838.3,2.49
GCF_000716875.1,Streptomyces novaecaesareae,7.43,73.0,150605,20275.3,131699.9,1.144,1360,183.1,1754.2,0.775,43436,5847.6,18051.5,2.406,42569,5730.9,35073.0,1.214,88302,11887.7,96115.6,0.919,244596,32928.9,263399.8,0.929,1657,223.1,640.1,2.589
GCF_014203895.1,Streptomyces nymphaeiformis,9.23,72.1,155482,16853.4,155702.1,0.999,1681,182.2,2186.3,0.769,52493,5690.0,23345.5,2.249,37965,4115.2,40455.3,0.938,92341,10009.3,112240.6,0.823,290765,31517.4,311404.2,0.934,2815,305.1,788.0,3.572
GCF_001751245.1,Streptomyces oceani,6.31,69.8,106915,16940.9,93717.1,1.141,972,154.0,1490.2,0.652,31841,5045.3,17516.0,1.818,22666,3591.5,22840.6,0.992,56793,8999.0,65430.2,0.868,182928,28985.3,187434.2,0.976,1368,216.8,520.2,2.63
GCF_000720485.1,Streptomyces ochraceiscleroticus,8.41,71.4,137833,16392.0,136314.9,1.011,1505,179.0,1994.2,0.755,44379,5277.8,21946.6,2.022,36268,4313.2,34712.3,1.045,85935,10219.9,97281.1,0.883,275501,32764.3,272629.7,1.011,1861,221.3,711.6,2.615
GCF_000981895.1,Streptomyces odonnellii,8.28,70.4,137259,16576.7,127046.9,1.08,1655,199.9,1960.2,0.844,54074,6530.5,22481.3,2.405,32924,3976.2,31474.2,1.046,84365,10188.7,89428.2,0.943,253311,30592.3,254093.7,0.997,1561,188.5,689.9,2.263
GCF_024435355.1,Streptomyces odontomachi,10.57,71.3,181644,17188.1,170898.4,1.063,1471,139.2,2506.3,0.587,57856,5474.6,27633.9,2.094,43837,4148.1,43465.0,1.009,100834,9541.4,121886.0,0.827,318132,30103.2,341796.7,0.931,2013,190.5,893.7,2.252
GCF_013363465.1,Streptomyces odorifer,6.82,73.4,126901,18610.7,123961.6,1.024,1129,165.6,1605.6,0.703,29162,4276.8,16215.4,1.798,33563,4922.2,33427.9,1.004,77619,11383.2,91036.1,0.853,235516,34539.6,247923.3,0.95,1997,292.9,589.6,3.387
GCF_045519255.1,Streptomyces okerensis,7.86,71.8,145179,18461.8,130601.1,1.112,1147,145.9,1864.5,0.615,42392,5390.8,20151.3,2.104,36980,4702.6,33661.7,1.099,78656,10002.4,93768.3,0.839,252859,32155.0,261202.2,0.968,1875,238.4,669.3,2.801
GCF_040645895.1,Streptomyces olindensis,9.17,72.0,158489,17290.5,154352.0,1.027,1567,171.0,2172.4,0.721,49239,5371.8,23236.9,2.119,40385,4405.8,40059.2,1.008,98427,10738.0,111204.5,0.885,289443,31577.0,308704.1,0.938,2273,248.0,782.6,2.904
GCF_039521225.1,Streptomyces olivaceiscleroticus,8.79,71.6,148946,16938.0,144239.4,1.033,1477,168.0,2085.4,0.708,44401,5049.2,22749.7,1.952,40218,4573.6,36946.4,1.089,88371,10049.5,103238.9,0.856,286342,32562.6,288478.8,0.993,1907,216.9,746.3,2.555
GCF_014650115.1,Streptomyces olivaceoviridis,9.76,72.1,181932,18634.0,164708.7,1.105,1503,153.9,2313.8,0.65,50910,5214.4,24715.1,2.06,47769,4892.6,42786.2,1.116,99850,10226.9,118720.4,0.841,309185,31667.7,329417.5,0.939,2208,226.2,833.9,2.648
GCF_015244315.1,Streptomyces olivaceus,8.46,72.5,152739,18058.4,146106.6,1.045,1287,152.2,2001.9,0.643,40406,4777.2,21006.6,1.923,38434,4544.1,38406.0,1.001,90632,10715.5,105937.5,0.856,279888,33091.3,292213.1,0.958,2135,252.4,725.7,2.942
GCF_001514115.1,Streptomyces olivochromogenes,11.67,70.0,164722,14115.8,174942.3,0.942,2004,171.7,2757.8,0.727,68782,5894.3,32184.4,2.137,36857,3158.5,42840.0,0.86,105301,9023.8,122429.9,0.86,339717,29112.0,349884.7,0.971,2546,218.2,965.0,2.638
GCF_030490905.1,Streptomyces olivoreticuli,8.31,71.2,128678,15489.6,133651.7,0.963,1742,209.7,1970.1,0.884,45092,5427.9,21805.5,2.068,30670,3691.9,33904.7,0.905,88065,10600.8,95198.9,0.925,269019,32383.1,267303.3,1.006,1981,238.5,701.6,2.823
GCF_014203555.1,Streptomyces olivoverticillatus,5.55,71.6,86288,15550.1,91239.1,0.946,1236,222.7,1315.9,0.939,27337,4926.4,14329.5,1.908,21846,3936.9,23398.8,0.934,60870,10969.5,65343.4,0.932,181120,32640.0,182478.2,0.993,1109,199.9,471.2,2.353
GCF_014650895.1,Streptomyces omiyaensis,8.57,73.9,171258,19992.4,159404.9,1.074,1371,160.0,2010.2,0.682,43520,5080.5,19948.7,2.182,45082,5262.8,43490.0,1.037,95178,11110.9,117749.9,0.808,306281,35754.7,318809.8,0.961,2926,341.6,742.4,3.941
GCF_003121295.1,Streptomyces orinoci,7.5,70.8,148830,19838.2,117720.9,1.264,1220,162.6,1778.0,0.686,38059,5073.0,20051.6,1.898,39259,5233.0,29492.8,1.331,77687,10355.2,83329.7,0.932,236902,31577.6,235441.9,1.006,836,111.4,629.3,1.329
GCF_026341275.1,Streptomyces ortus,9.29,70.8,142102,15291.8,146115.7,0.973,1598,172.0,2202.5,0.726,51930,5588.3,24800.9,2.094,33649,3621.0,36644.1,0.918,90275,9714.6,103482.2,0.872,284450,30610.0,292231.4,0.973,2081,223.9,779.9,2.668
GCF_017676365.1,Streptomyces oryzae,7.71,71.0,120473,15628.8,122264.2,0.985,1381,179.2,1827.5,0.756,37647,4883.9,20444.4,1.841,27145,3521.5,30796.2,0.881,75486,9792.7,86778.7,0.87,241183,31288.4,244528.5,0.986,1654,214.6,648.5,2.55
GCF_039538545.1,Streptomyces osmaniensis,10.35,70.7,158921,15348.0,161340.0,0.985,1734,167.5,2453.2,0.707,60261,5819.8,27813.1,2.167,38347,3703.4,40279.0,0.952,95660,9238.5,114005.3,0.839,304766,29433.2,322680.0,0.944,2423,234.0,866.7,2.796
GCF_040612295.1,Streptomyces ossamyceticus,10.05,71.5,159911,15905.5,163843.5,0.976,1603,159.4,2384.4,0.672,54504,5421.2,26137.8,2.085,37825,3762.3,41832.0,0.904,97665,9714.2,117080.3,0.834,309849,30819.1,327687.0,0.946,2641,262.7,851.9,3.1
GCF_004305975.1,Streptomyces otsuchiensis,6.15,72.8,121421,19742.0,108147.4,1.123,808,131.4,1453.6,0.556,30315,4929.0,15051.8,2.014,30374,4938.6,28681.6,1.059,65553,10658.4,78763.4,0.832,207908,33804.1,216294.8,0.961,1428,232.2,529.3,2.698
GCF_042653885.1,Streptomyces ovatisporus,6.47,70.8,101106,15617.7,101743.1,0.994,1279,197.6,1534.3,0.834,30969,4783.7,17283.6,1.792,22110,3415.3,25509.8,0.867,62325,9627.3,72047.9,0.865,199697,30846.9,203486.2,0.981,1571,242.7,543.3,2.892
GCF_011766325.1,Streptomyces pacificus,6.71,72.3,129351,19265.2,114768.8,1.127,1138,169.5,1590.2,0.716,36656,5459.4,16818.8,2.179,32104,4781.5,30010.1,1.07,72389,10781.4,82996.7,0.872,226192,33688.4,229537.6,0.985,1617,240.8,575.0,2.812
GCF_016031615.1,Streptomyces pactum,7.81,74.7,217202,27814.4,152156.4,1.427,883,113.1,1816.1,0.486,35496,4545.5,17411.5,2.039,63793,8169.2,42478.4,1.502,107134,13719.3,113695.7,0.942,297589,38108.5,304312.7,0.978,1497,191.7,678.5,2.206
GCF_030077645.1,Streptomyces pakalii,7.67,71.6,135263,17635.3,126107.6,1.073,1512,197.1,1818.9,0.831,45333,5910.4,19807.2,2.289,29996,3910.8,32340.3,0.928,82052,10697.8,90314.6,0.909,241163,31442.3,252215.3,0.956,1929,251.5,651.3,2.962
GCF_042434075.1,Streptomyces palmae,7.56,72.5,149706,19799.8,130843.3,1.144,1160,153.4,1789.3,0.648,42050,5561.4,18751.2,2.243,38452,5085.6,34424.5,1.117,81004,10713.4,94912.8,0.853,262799,34757.3,261686.5,1.004,1436,189.9,649.0,2.213
GCF_003344965.1,Streptomyces paludis,8.45,71.2,149966,17737.3,135706.4,1.105,1464,173.2,2005.0,0.73,52387,6196.1,22230.8,2.357,38059,4501.4,34385.7,1.107,87491,10348.0,96605.9,0.906,263891,31211.8,271412.7,0.972,1737,205.4,713.6,2.434
GCF_040560175.1,Streptomyces panacea,7.87,70.6,122435,15548.4,122610.5,0.999,1552,197.1,1865.6,0.832,49560,6293.8,21161.8,2.342,29364,3729.0,30599.4,0.96,75416,9577.3,86623.3,0.871,233395,29639.6,245221.0,0.952,1744,221.5,659.0,2.646
GCF_023516615.1,Streptomyces panaciradicis,9.52,71.7,153069,16079.1,157203.2,0.974,1479,155.4,2257.4,0.655,51158,5373.9,24502.4,2.088,39222,4120.1,40402.6,0.971,94155,9890.5,112706.9,0.835,299932,31506.3,314406.4,0.954,2212,232.4,809.2,2.733
GCF_014202475.1,Streptomyces paradoxus,8.58,71.4,145250,16919.5,139258.3,1.043,1527,177.9,2036.0,0.75,47906,5580.3,22396.0,2.139,36815,4288.4,35472.9,1.038,88452,10303.4,99397.2,0.89,261414,30450.9,278516.6,0.939,2011,234.3,726.6,2.768
GCF_003865155.1,Streptomyces paromomycinus,9.71,72.0,177948,18335.0,163311.0,1.09,1636,168.6,2300.3,0.711,44549,4590.1,24617.9,1.81,47842,4929.4,42368.8,1.129,107148,11040.0,117637.5,0.911,325660,33554.5,326621.9,0.997,1967,202.7,828.5,2.374
GCF_001660045.1,Streptomyces parvulus,7.77,72.7,138692,17857.7,135848.6,1.021,1233,158.8,1836.4,0.671,38224,4921.6,19090.9,2.002,36108,4649.2,35933.5,1.005,82665,10643.7,98808.0,0.837,262731,33828.6,271697.2,0.967,1966,253.1,667.9,2.944
GCF_014648875.1,Streptomyces parvus,8.03,71.6,142558,17747.0,131993.0,1.08,1510,188.0,1905.0,0.793,47747,5944.0,20753.6,2.301,32271,4017.4,33839.4,0.954,85809,10682.3,94515.2,0.908,250247,31153.1,263986.0,0.948,2085,259.6,682.0,3.057
GCF_040650805.1,Streptomyces pathocidini,5.94,71.6,93100,15682.3,97520.8,0.955,1119,188.5,1407.9,0.795,32706,5509.2,15341.3,2.132,22498,3789.7,24998.1,0.9,63657,10722.8,69826.0,0.912,197701,33302.0,195041.6,1.014,1355,228.2,504.0,2.688
GCF_000725565.1,Streptomyces peucetius,9.53,71.9,166274,17449.9,159176.4,1.045,1652,173.4,2259.0,0.731,46752,4906.5,24307.6,1.923,44085,4626.6,41146.4,1.071,106006,11125.0,114451.3,0.926,321366,33726.3,318352.9,1.009,1856,194.8,812.1,2.285
GCF_035957715.1,Streptomyces phaeochromogenes,11.71,70.1,169622,14481.3,177089.2,0.958,2329,198.8,2770.0,0.841,67724,5781.9,32123.1,2.108,38849,3316.7,43549.3,0.892,109366,9337.0,124194.2,0.881,336864,28759.4,354178.3,0.951,2716,231.9,971.3,2.796
GCF_014648915.1,Streptomyces phaeofaciens,10.44,71.8,180755,17306.6,173216.5,1.044,1572,150.5,2476.5,0.635,60294,5772.9,26792.9,2.25,47166,4516.0,44614.4,1.057,104959,10049.4,124321.7,0.844,327430,31350.2,346433.0,0.945,2609,249.8,888.7,2.936
GCF_009184865.1,Streptomyces phaeolivaceus,10.18,70.9,160363,15759.8,160329.6,1.0,1603,157.5,2411.9,0.665,60274,5923.5,27116.4,2.223,37011,3637.3,40250.8,0.92,95522,9387.5,113608.0,0.841,299213,29405.4,320659.2,0.933,2502,245.9,854.5,2.928
GCF_023923245.1,Streptomyces phaeoluteigriseus,9.12,71.5,148708,16308.5,149149.5,0.997,1350,148.1,2162.5,0.624,48999,5373.6,23640.2,2.073,38301,4200.4,38150.7,1.004,88568,9713.1,106678.6,0.83,285235,31281.1,298299.1,0.956,2388,261.9,773.4,3.088
GCF_040302545.1,Streptomyces pharetrae,8.61,72.2,153047,17784.1,145907.0,1.049,1224,142.2,2039.0,0.6,46984,5459.5,21698.6,2.165,38757,4503.6,37996.9,1.02,91301,10609.2,105299.7,0.867,287430,33399.4,291814.1,0.985,1980,230.1,735.8,2.691
GCF_009377205.1,Streptomyces phyllanthi,10.27,70.7,157644,15354.1,160015.4,0.985,1769,172.3,2432.6,0.727,58544,5702.0,27574.5,2.123,35858,3492.5,39952.7,0.898,97664,9512.2,113075.6,0.864,299004,29122.1,320030.9,0.934,2397,233.5,859.5,2.789
GCF_012273655.1,Streptomyces physcomitrii,7.64,72.9,139011,18205.4,135048.9,1.029,1374,179.9,1803.7,0.762,37413,4899.7,18595.2,2.012,28843,3777.4,35920.5,0.803,91003,11918.1,98498.9,0.924,279936,36661.5,270097.7,1.036,1714,224.5,657.8,2.606
GCF_040746085.1,Streptomyces phytohabitans,6.37,73.5,99063,15550.9,116272.3,0.852,1096,172.0,1499.2,0.731,25120,3943.3,15095.5,1.664,18956,2975.7,31417.1,0.603,80904,12700.3,85474.4,0.947,236098,37062.6,232544.5,1.015,2025,317.9,551.1,3.675
GCF_013870535.1,Streptomyces phytophilus,6.91,72.1,113570,16444.0,116330.9,0.976,1262,182.7,1636.9,0.771,34784,5036.4,17504.5,1.987,27793,4024.2,30195.6,0.92,71109,10296.0,83817.5,0.848,239609,34693.4,232661.7,1.03,1764,255.4,589.7,2.991
GCF_014649515.1,Streptomyces pilosus,7.59,72.3,139483,18388.9,129397.3,1.078,1061,139.9,1796.6,0.591,38012,5011.4,19031.0,1.997,35295,4653.2,33801.4,1.044,78733,10379.9,93528.8,0.842,251683,33180.9,258794.6,0.973,1902,250.8,649.3,2.929
GCF_041380215.1,Streptomyces pimonensis,7.4,72.1,135040,18260.8,125193.9,1.079,1084,146.6,1752.3,0.619,38659,5227.7,18667.7,2.071,34259,4632.7,32578.7,1.052,74183,10031.4,90317.8,0.821,236252,31947.3,250387.8,0.944,1941,262.5,632.1,3.071
GCF_900114215.1,Streptomyces pini,6.34,73.0,122526,19329.3,112544.0,1.089,1032,162.8,1496.8,0.689,32534,5132.4,15386.8,2.114,33170,5232.8,29992.1,1.106,73311,11565.3,82163.6,0.892,222723,35136.0,225087.9,0.989,1536,242.3,546.4,2.811
GCF_020564935.1,Streptomyces pinistramenti,7.85,71.5,132434,16863.1,128182.5,1.033,1214,154.6,1862.5,0.652,43163,5496.0,20393.8,2.116,35740,4550.9,32752.3,1.091,79810,10162.4,91632.7,0.871,266813,33973.9,256365.0,1.041,1467,186.8,665.7,2.204
GCF_005048155.1,Streptomyces piniterrae,8.49,70.6,139329,16406.3,131920.0,1.056,1438,169.3,2011.8,0.715,49690,5851.1,22860.7,2.174,36329,4277.8,32883.7,1.105,79108,9315.1,93145.2,0.849,267214,31465.0,263840.1,1.013,1723,202.9,710.2,2.426
GCF_008704855.1,Streptomyces platensis,8.5,71.1,153586,18066.8,135683.3,1.132,1434,168.7,2015.7,0.711,47874,5631.6,22444.3,2.133,42018,4942.7,34283.4,1.226,85757,10087.9,96454.1,0.889,276933,32576.5,271366.7,1.021,1705,200.6,716.5,2.38
GCF_014650135.1,Streptomyces plicatus,8.37,72.0,146898,17553.4,140293.9,1.047,1275,152.4,1983.7,0.643,41327,4938.3,21289.5,1.941,37218,4447.3,36329.6,1.024,87104,10408.4,100963.6,0.863,269076,32152.9,280587.8,0.959,2194,262.2,713.8,3.074
GCF_019857225.1,Streptomyces plumbidurans,8.64,70.8,124794,14439.0,135622.7,0.92,1536,177.7,2048.3,0.75,49820,5764.3,23099.8,2.157,29064,3362.8,33978.2,0.855,82043,9492.6,96002.3,0.855,262475,30369.1,271245.4,0.968,1812,209.7,725.0,2.499
GCF_039537125.1,Streptomyces plumbiresistens,10.34,70.6,155654,15058.0,160055.4,0.973,1735,167.8,2448.3,0.709,59819,5786.9,27889.0,2.145,37237,3602.3,39832.6,0.935,94476,9139.6,112919.6,0.837,306127,29614.7,320110.8,0.956,2530,244.8,863.7,2.929
GCF_000802245.2,Streptomyces pluripotens,7.35,69.9,121155,16492.5,109875.1,1.103,1243,169.2,1735.7,0.716,41618,5665.3,20292.0,2.051,28206,3839.6,26875.2,1.05,64971,8844.3,76849.3,0.845,205050,27912.9,219750.1,0.933,1365,185.8,607.0,2.249
GCF_014493765.1,Streptomyces polyasparticus,10.16,70.2,137008,13491.5,154322.8,0.888,2157,212.4,2402.5,0.898,66101,6509.1,27753.8,2.382,33747,3323.1,38048.0,0.887,95075,9362.3,108366.7,0.877,311928,30716.3,308645.5,1.011,1761,173.4,843.5,2.088
GCF_039521165.1,Streptomyces polychromogenes,8.55,73.0,160923,18818.8,151704.3,1.061,1486,173.8,2019.3,0.736,43972,5142.2,20770.7,2.117,44601,5215.8,40412.3,1.104,96868,11328.0,110731.3,0.875,289130,33811.6,303408.5,0.953,2148,251.2,737.0,2.915
GCF_042650325.1,Streptomyces polygonati,8.47,71.9,168000,19834.9,141599.0,1.186,1282,151.4,2007.9,0.638,51846,6121.2,21593.8,2.401,47968,5663.3,36616.8,1.31,88785,10482.4,101832.2,0.872,289360,34163.2,283197.9,1.022,1498,176.9,722.0,2.075
GCF_042663125.1,Streptomyces polyrhachis,5.64,72.4,85449,15159.0,96862.7,0.882,1053,186.8,1334.6,0.789,29246,5188.3,14059.9,2.08,21716,3852.5,25394.9,0.855,56926,10098.9,70140.1,0.812,194911,34577.9,193725.4,1.006,1389,246.4,483.2,2.875
GCF_014650915.1,Streptomyces poonensis,8.58,71.4,142527,16602.5,139780.1,1.02,1357,158.1,2036.0,0.667,46513,5418.1,22333.0,2.083,34933,4069.2,35672.7,0.979,87697,10215.5,99863.2,0.878,269456,31388.0,279560.1,0.964,2023,235.7,727.3,2.782
GCF_002911015.1,Streptomyces populi,9.59,71.7,167203,17440.0,158044.8,1.058,1646,171.7,2273.5,0.724,54819,5717.9,24709.0,2.219,39970,4169.1,40583.7,0.985,97370,10156.1,113261.2,0.86,299501,31239.3,316089.6,0.948,2359,246.1,814.6,2.896
GCF_030719255.1,Streptomyces poriferorum,9.46,70.7,161577,17085.8,147873.7,1.093,1682,177.9,2240.9,0.751,55753,5895.5,25338.6,2.2,40583,4291.4,36982.3,1.097,91929,9720.9,104582.2,0.879,284351,30068.4,295747.5,0.961,2033,215.0,792.4,2.566
GCF_036689765.1,Streptomyces poriticola,7.21,72.4,141025,19565.6,124106.3,1.136,941,130.6,1706.3,0.551,39429,5470.3,17948.9,2.197,35256,4891.4,32570.1,1.082,77860,10802.2,89912.8,0.866,238545,33095.4,248212.5,0.961,1554,215.6,618.1,2.514
GCF_900101585.1,Streptomyces prasinopilosus,7.13,72.9,144264,20246.6,126005.4,1.145,1059,148.6,1683.2,0.629,36743,5156.7,17354.3,2.117,37422,5252.0,33512.8,1.117,78060,10955.3,91899.9,0.849,241874,33945.7,252010.7,0.96,1761,247.1,613.8,2.869
GCF_039535455.1,Streptomyces prasinosporus,14.99,72.7,271764,18132.3,261304.1,1.04,2055,137.1,3544.9,0.58,75983,5069.6,36942.1,2.057,69049,4607.0,69004.8,1.001,160250,10692.0,189901.3,0.844,508571,33932.2,522608.2,0.973,3808,254.1,1288.1,2.956
GCF_008704445.1,Streptomyces prasinus,7.65,72.0,144236,18860.3,128629.6,1.121,1210,158.2,1812.6,0.668,40723,5324.9,19404.8,2.099,36520,4775.4,33364.1,1.095,78377,10248.6,92645.6,0.846,245250,32068.9,257259.2,0.953,1869,244.4,652.8,2.863
GCF_042658125.1,Streptomyces pratens,8.26,70.7,141209,17105.0,129171.9,1.093,1345,162.9,1956.3,0.688,45439,5504.2,22109.3,2.055,35210,4265.1,32315.7,1.09,77297,9363.2,91370.4,0.846,244627,29632.4,258343.8,0.947,1885,228.3,691.9,2.724
GCF_016804005.1,Streptomyces pratensis,8.28,70.5,135353,16344.1,128075.0,1.057,1569,189.5,1961.4,0.8,47685,5758.0,22361.9,2.132,33021,3987.3,31854.7,1.037,76146,9194.7,90330.3,0.843,236740,28586.7,256150.0,0.924,1851,223.5,691.7,2.676
GCF_037860615.1,Streptomyces pratisoli,8.61,70.8,136486,15848.1,135183.8,1.01,1640,190.4,2041.1,0.804,52731,6122.9,23012.5,2.291,32823,3811.3,33873.7,0.969,82905,9626.6,95699.2,0.866,261087,30316.2,270367.6,0.966,1943,225.6,722.5,2.689
GCF_014070435.1,Streptomyces pristinaespiralis,8.11,71.5,138111,17025.4,132427.1,1.043,1304,160.7,1923.9,0.678,45748,5639.5,21062.4,2.172,36517,4501.6,33839.9,1.079,80450,9917.3,94671.2,0.85,259859,32033.7,264854.1,0.981,1908,235.2,687.7,2.775
GCF_020740535.1,Streptomyces profundus,7.65,72.1,129869,16968.1,129579.5,1.002,860,112.4,1813.6,0.474,47037,6145.6,19319.8,2.435,34965,4568.4,33720.9,1.037,72349,9452.8,93483.0,0.774,232961,30437.7,259159.0,0.899,1695,221.5,654.2,2.591
GCF_045162825.1,Streptomyces prunicolor,10.95,69.8,156075,14254.9,162762.5,0.959,1818,166.0,2585.6,0.703,65848,6014.1,30366.3,2.168,34184,3122.2,39689.6,0.861,93509,8540.5,113666.0,0.823,312292,28522.8,325525.0,0.959,2661,243.0,902.8,2.947
GCF_054783935.1,Streptomyces pseudoechinosporeus,10.68,69.6,145390,13617.5,156340.4,0.93,2142,200.6,2517.6,0.851,63899,5984.9,29903.7,2.137,32952,3086.3,37837.1,0.871,94080,8811.7,108770.0,0.865,301601,28248.4,312680.7,0.965,2230,208.9,875.8,2.546
GCF_014649895.1,Streptomyces pseudogriseolus,7.31,72.6,126129,17257.4,127226.8,0.991,1020,139.6,1728.9,0.59,36042,4931.4,18037.5,1.998,31541,4315.5,33572.1,0.94,76404,10453.8,92425.8,0.827,248409,33988.1,254453.6,0.976,1867,255.4,628.0,2.973
GCF_036345035.1,Streptomyces pseudovenezuelae,10.17,70.9,158625,15596.0,160494.6,0.988,1578,155.1,2410.9,0.655,58603,5761.8,27075.7,2.164,37242,3661.6,40321.9,0.924,93919,9234.1,113766.8,0.826,305330,30020.0,320989.2,0.951,2553,251.0,854.5,2.988
GCF_039533575.1,Streptomyces pulveraceus,8.84,71.4,157945,17871.0,143448.6,1.101,1469,166.2,2096.0,0.701,53799,6087.2,23046.9,2.334,37448,4237.1,36550.8,1.025,91416,10343.5,102402.7,0.893,276555,31291.4,286897.2,0.964,2046,231.5,748.1,2.735
GCF_006715785.1,Streptomyces puniciscabiei,9.15,71.4,158440,17323.2,148438.2,1.067,1453,158.9,2169.1,0.67,51800,5663.6,23851.7,2.172,40095,4383.8,37820.7,1.06,89557,9791.8,105962.6,0.845,278869,30490.4,296876.4,0.939,1981,216.6,774.2,2.559
