gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term
SC_RS18015	SCO3180	moaC	protein_coding	NC_003888.3	3484605	3485117	-	cyclic pyranopterin monophosphate synthase MoaC	WP_011028813.1	GO:0006777,GO:0061799
SC_RS18020	SCO3181	glp	protein_coding	NC_003888.3	3485204	3486553	-	molybdotransferase-like divisome protein Glp	WP_016326454.1	GO:1990586
SC_RS18025	SCO3182	galU	protein_coding	NC_003888.3	3486550	3487461	-	UTP--glucose-1-phosphate uridylyltransferase GalU	WP_003975635.1	GO:0006011,GO:0003983
SC_RS18030	SCO3183		protein_coding	NC_003888.3	3487555	3488169	+	5-formyltetrahydrofolate cyclo-ligase	WP_011028815.1	GO:0006730,GO:0030272
SC_RS18035	SCO3184		protein_coding	NC_003888.3	3488258	3491068	-	penicillin acylase family protein	WP_011028816.1	GO:0016787,GO:0016811
SC_RS18040	SCO3185		protein_coding	NC_003888.3	3491383	3492930	+	potassium/proton antiporter	WP_003975632.1	GO:0006813,GO:0008324,GO:0016020
SC_RS18045	SCO3186		protein_coding	NC_003888.3	3493179	3494444	+	MFS transporter	WP_003975631.1	GO:0055085,GO:0022857,GO:0005886,GO:0016020
SC_RS18050	SCO3187		protein_coding	NC_003888.3	3494512	3494844	+	FmdB family zinc ribbon protein	WP_003975630.1	GO:0008270
SC_RS18055	SCO3188		protein_coding	NC_003888.3	3494975	3495817	+	S-methyl-5'-thioadenosine phosphorylase	WP_003975629.1	GO:0009116,GO:0017061
SC_RS18060	SCO3189		protein_coding	NC_003888.3	3496079	3496558	+	hypothetical protein	WP_011028817.1	
SC_RS18065	SCO3190	mscL	protein_coding	NC_003888.3	3496670	3497140	+	large conductance mechanosensitive channel protein MscL	WP_003975627.1	GO:0006810,GO:0008381,GO:0016020
SC_RS18070	SCO3191		protein_coding	NC_003888.3	3497181	3497357	-	hypothetical protein	WP_003975626.1	
SC_RS18075	SCO3192		protein_coding	NC_003888.3	3497471	3498703	+	low temperature requirement protein A	WP_161270498.1	GO:0016020
SC_RS18080	SCO3193		protein_coding	NC_003888.3	3498864	3499910	+	P1 family peptidase	WP_011028819.1	GO:0006508,GO:0004177
SC_RS18085	SCO3194		protein_coding	NC_003888.3	3500071	3501294	+	L,D-transpeptidase	WP_011028820.1	GO:0018104,GO:0071972
SC_RS18090	SCO3195		protein_coding	NC_003888.3	3501463	3502212	+	DUF6227 family protein	WP_003975622.1	
SC_RS18095	SCO3196		protein_coding	NC_003888.3	3502247	3504346	-	PTS fructose transporter subunit IIABC	WP_011028822.1	GO:0009401,GO:0005351,GO:0022877,GO:0090563
SC_RS18100	SCO3197	pfkB	protein_coding	NC_003888.3	3504474	3505421	-	1-phosphofructokinase	WP_011028823.1	GO:0008662
SC_RS18105	SCO3198		protein_coding	NC_003888.3	3505418	3506179	-	DeoR/GlpR family DNA-binding transcription regulator	WP_003975619.1	GO:0003677,GO:0003700
SC_RS18110	SCO3199		protein_coding	NC_003888.3	3506390	3507907	-	MFS transporter	WP_003975618.1	GO:0055085,GO:0022857,GO:0016020
SC_RS18115	SCO3200		protein_coding	NC_003888.3	3507970	3508941	+	helix-turn-helix transcriptional regulator	WP_011028824.1	GO:0006355,GO:0003677,GO:0003700
SC_RS18120	SCO3201		protein_coding	NC_003888.3	3509244	3509954	-	TetR/AcrR family transcriptional regulator	WP_011028825.1	GO:0006355,GO:0003677,GO:0003700
SC_RS18125	SCO3202		protein_coding	NC_003888.3	3510381	3511379	-	sigma-70 family RNA polymerase sigma factor	WP_003975615.1	GO:0006352,GO:0006355,GO:0003677,GO:0003700,GO:0016987
SC_RS18130	SCO3203		protein_coding	NC_003888.3	3511595	3512110	+	GNAT family N-acetyltransferase	WP_003975614.1	
SC_RS18135	SCO3204		protein_coding	NC_003888.3	3512143	3512904	-	dioxygenase family protein	WP_003975613.1	GO:0046872,GO:0051213
SC_RS18140	SCO3205		protein_coding	NC_003888.3	3513024	3513515	+	MarR family winged helix-turn-helix transcriptional regulator	WP_011028826.1	GO:0006355,GO:0003700
SC_RS18145	SCO3206		protein_coding	NC_003888.3	3513616	3515160	-	MFS transporter	WP_003975611.1	GO:0055085,GO:0022857,GO:0016020
SC_RS18150	SCO3207		protein_coding	NC_003888.3	3515302	3515955	-	TetR/AcrR family transcriptional regulator	WP_030872400.1	GO:0006355,GO:0003677,GO:0003700
SC_RS18155	SCO3208		protein_coding	NC_003888.3	3516275	3517573	+	M6 family metalloprotease domain-containing protein	WP_003975609.1	
SC_RS18160	SCO3209		protein_coding	NC_003888.3	3517633	3519207	+	IclR family transcriptional regulator domain-containing protein	WP_011028828.1	
SC_RS18165	SCO3210		protein_coding	NC_003888.3	3519449	3520903	-	class II 3-deoxy-7-phosphoheptulonate synthase	WP_011028829.1	GO:0009073,GO:0009423,GO:0003849
SC_RS18170	SCO3211	trpC	protein_coding	NC_003888.3	3520900	3521676	-	indole-3-glycerol phosphate synthase TrpC	WP_011028830.1	GO:0006568,GO:0004425
SC_RS18175	SCO3212	trpD	protein_coding	NC_003888.3	3521673	3522680	-	anthranilate phosphoribosyltransferase	WP_011028831.1	GO:0000162,GO:0004048
SC_RS18180	SCO3213		protein_coding	NC_003888.3	3522697	3523299	-	anthranilate synthase component II	WP_003975605.1	GO:0000162,GO:0004049
SC_RS18185	SCO3214		protein_coding	NC_003888.3	3523296	3524831	-	anthranilate synthase component I family protein	WP_011028832.1	GO:0009058,GO:0046872
SC_RS18190	SCO3215		protein_coding	NC_003888.3	3524828	3525871	-	class I SAM-dependent methyltransferase	WP_016326468.1	GO:0032259,GO:0008168,GO:0008757,GO:1904047
SC_RS18195	SCO3216		protein_coding	NC_003888.3	3526137	3528527	+	HAD-IC family P-type ATPase	WP_011028834.1	GO:0005215,GO:0005524,GO:0016887,GO:0016020
SC_RS18200	SCO3217		protein_coding	NC_003888.3	3529272	3531188	+	AfsR/SARP family transcriptional regulator	WP_011028835.1	GO:0006355,GO:0003677,GO:0043531
SC_RS18205	SCO3218		protein_coding	NC_003888.3	3531250	3531465	-	MbtH family protein	WP_003975599.1	
SC_RS18210	SCO3219		protein_coding	NC_003888.3	3531588	3532763	-	alpha/beta hydrolase family protein	WP_011028836.1	GO:0016787
SC_RS18215	SCO3220		protein_coding	NC_003888.3	3532971	3533399	-	hypothetical protein	WP_003975596.1	
SC_RS18220	SCO3221		protein_coding	NC_003888.3	3533492	3534346	-	prephenate dehydrogenase	WP_003975595.1	
SC_RS18225	SCO3222		protein_coding	NC_003888.3	3534444	3534899	-	phospholipase	WP_003975594.1	
SC_RS18230	SCO3223		protein_coding	NC_003888.3	3535054	3535848	-	ABC transporter permease subunit	WP_003975593.1	GO:0055085,GO:0140359
SC_RS18235	SCO3224		protein_coding	NC_003888.3	3535855	3536808	-	ABC transporter ATP-binding protein	WP_003975592.1	GO:0005524,GO:0016887,GO:0140359
SC_RS18240	SCO3225		protein_coding	NC_003888.3	3536945	3538660	+	sensor histidine kinase	WP_011028837.1	GO:0007165,GO:0000155,GO:0004673,GO:0005524
SC_RS18245	SCO3226	absA2	protein_coding	NC_003888.3	3538679	3539347	+	two component system response regulator	WP_011028838.1	
SC_RS18250	SCO3227		protein_coding	NC_003888.3	3539337	3540671	-	aminotransferase-like domain-containing protein	WP_011028839.1	GO:0030170
SC_RS18255	SCO3228		protein_coding	NC_003888.3	3540668	3541954	-	alpha-hydroxy acid oxidase	WP_134111947.1	GO:0010181,GO:0016491
SC_RS18260	SCO3229	hppD	protein_coding	NC_003888.3	3541951	3543027	-	4-hydroxyphenylpyruvate dioxygenase	WP_003975586.1	GO:0006559,GO:0006572,GO:0003868
SC_RS18265	SCO3230		protein_coding	NC_003888.3	3543335	3565726	+	non-ribosomal peptide synthase/polyketide synthase	WP_011028842.1	GO:0008610,GO:0031177
SC_RS18270	SCO3231		protein_coding	NC_003888.3	3565723	3576735	+	non-ribosomal peptide synthetase	WP_011028843.1	GO:0019184,GO:0044550,GO:1901576,GO:0016874,GO:0031177
SC_RS18275	SCO3232		protein_coding	NC_003888.3	3576735	3583988	+	amino acid adenylation domain-containing protein	WP_011028844.1	
SC_RS18280	SCO3233		protein_coding	NC_003888.3	3583992	3584810	+	alpha/beta fold hydrolase	WP_003975579.1	
SC_RS18285	SCO3234	hasP	protein_coding	NC_003888.3	3584822	3585724	+	3-hydroxyasparagine phosphotransferase	WP_011028845.1	
SC_RS18290	SCO3235		protein_coding	NC_003888.3	3585800	3587647	-	ABC transporter ATP-binding protein	WP_011028846.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052
SC_RS18295	SCO3236	asnO	protein_coding	NC_003888.3	3587687	3588688	-	L-asparagine oxygenase	WP_003975576.1	
SC_RS18300	SCO3237		protein_coding	NC_003888.3	3588746	3590149	-	alkaline phosphatase family protein	WP_030871209.1	GO:0016787
SC_RS18305	SCO3238	eboE	protein_coding	NC_003888.3	3590146	3591306	-	metabolite traffic protein EboE	WP_011028848.1	
SC_RS18310	SCO3239		protein_coding	NC_003888.3	3591313	3592182	-	TatD family hydrolase	WP_011028849.1	
SC_RS18315	SCO3240		protein_coding	NC_003888.3	3592179	3592889	-	EboA domain-containing protein	WP_011028850.1	
SC_RS18320	SCO3241		protein_coding	NC_003888.3	3592886	3593758	-	sugar phosphate isomerase/epimerase family protein	WP_011028851.1	GO:0003824,GO:0016853
SC_RS18325	SCO3242		protein_coding	NC_003888.3	3593755	3594630	-	SCO3242 family prenyltransferase	WP_011028852.1	
SC_RS18330	SCO3243		protein_coding	NC_003888.3	3594627	3595793	-	inositol-3-phosphate synthase	WP_011028853.1	GO:0006021,GO:0008654,GO:0004512
SC_RS18335	SCO3244		protein_coding	NC_003888.3	3595843	3596640	-	hypothetical protein	WP_003975569.1	
SC_RS18340	SCO3245		protein_coding	NC_003888.3	3596708	3597973	-	FAD-dependent monooxygenase	WP_161270078.1	GO:0071949
SC_RS18345	SCO3246		protein_coding	NC_003888.3	3598017	3599009	-	beta-ketoacyl-ACP synthase III	WP_003975567.1	GO:0006633,GO:0004315,GO:0016746,GO:0033818
SC_RS18350	SCO3247		protein_coding	NC_003888.3	3599006	3600808	-	acyl-CoA dehydrogenase family protein	WP_011028855.1	
SC_RS18355	SCO3248		protein_coding	NC_003888.3	3600858	3602078	-	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	WP_011028856.1	GO:0006633,GO:0004315
SC_RS18360	SCO3249		protein_coding	NC_003888.3	3602075	3602320	-	acyl carrier protein	WP_011028857.1	GO:0006633,GO:0000035,GO:0000036
SC_RS18365	SCOt27		tRNA	NC_003888.3	3602609	3602681	+			
SC_RS18370	SCO3250		protein_coding	NC_003888.3	3602753	3603907	-	tyrosine-type recombinase/integrase	WP_011028858.1	GO:0006310,GO:0009009
SC_RS18375	SCO3251		protein_coding	NC_003888.3	3603907	3604107	-	helix-turn-helix domain-containing protein	WP_011028859.1	GO:0003677
SC_RS18380	SCO3252	repSA	protein_coding	NC_003888.3	3604104	3605504	-	replication initiator protein RepSA	WP_011028860.1	
SC_RS18385	SCO3253		protein_coding	NC_003888.3	3605594	3605911	-	hypothetical protein	WP_011028861.1	
SC_RS18390	SCO3254		protein_coding	NC_003888.3	3605935	3606090	-	hypothetical protein	WP_003950175.1	
SC_RS18395	SCO3255		protein_coding	NC_003888.3	3606102	3606293	-	mobile element transfer protein	WP_059301288.1	
SC_RS18400	SCO3256		protein_coding	NC_003888.3	3606326	3606979	-	DUF2637 domain-containing protein	WP_011028863.1	
SC_RS18405	SCO3257		protein_coding	NC_003888.3	3607061	3608416	-	FtsK/SpoIIIE domain-containing protein	WP_011028864.1	GO:0000166,GO:0003677,GO:0005524
SC_RS18410	SCO3258		protein_coding	NC_003888.3	3608420	3608776	-	SCO3933 family regulatory protein	WP_011028865.1	
SC_RS18415	SCO3259		protein_coding	NC_003888.3	3608916	3609695	-	GntR family transcriptional regulator	WP_011028866.1	GO:0003677,GO:0003700
SC_RS18420	SCO3260		protein_coding	NC_003888.3	3609714	3610178	+	NUDIX hydrolase	WP_161270079.1	GO:0009132,GO:0016817,GO:0046872
SC_RS18425	SCO3261		protein_coding	NC_003888.3	3610777	3612171	+	AAA family ATPase	WP_079033128.1	GO:0005524,GO:0016887
SC_RS18430	SCO3262		protein_coding	NC_003888.3	3612168	3612917	+	HNH endonuclease	WP_011028869.1	GO:0003676,GO:0004519,GO:0008270
SC_RS18435	SCO3263		protein_coding	NC_003888.3	3613332	3613631	-	hypothetical protein	WP_011028870.1	
SC_RS18440	SCO3264		protein_coding	NC_003888.3	3613628	3614359	-	GntR family transcriptional regulator	WP_011028871.1	GO:0003677,GO:0003700
SC_RS18445	SCO3265		protein_coding	NC_003888.3	3614368	3614592	-	hypothetical protein	WP_011028872.1	
SC_RS18450	SCO3268		protein_coding	NC_003888.3	3615122	3615400	-	hypothetical protein	WP_011028875.1	
SC_RS18455	SCO3269		protein_coding	NC_003888.3	3615480	3616235	+	GntR family transcriptional regulator	WP_011028876.1	GO:0003677,GO:0003700
SC_RS18460	SCO3270		protein_coding	NC_003888.3	3616286	3616798	+	hypothetical protein	WP_011028877.1	
SC_RS18465	SCO3271		protein_coding	NC_003888.3	3617177	3617377	+	hypothetical protein	WP_016326493.1	
SC_RS18470	SCO3272		pseudogene	NC_003888.3	3617556	3617878	-	helix-turn-helix domain-containing protein		GO:0003677
SC_RS18475			pseudogene	NC_003888.3	3617878	3618214	-	type II toxin-antitoxin system RelE/ParE family toxin		
SC_RS18480	SCO3273		protein_coding	NC_003888.3	3618213	3618479	+	hypothetical protein	WP_003975561.1	
SC_RS18485	SCO3274		protein_coding	NC_003888.3	3618476	3618922	+	hypothetical protein	WP_011028878.1	
SC_RS18490	SCO3275		protein_coding	NC_003888.3	3619017	3619451	-	MerR family transcriptional regulator	WP_173943957.1	GO:0006355,GO:0003677,GO:0003700
SC_RS18495	SCO3276		protein_coding	NC_003888.3	3619892	3621391	+	SulP family inorganic anion transporter	WP_011028880.1	GO:0022857,GO:0016020
SC_RS18500	SCO3277		protein_coding	NC_003888.3	3621404	3622330	-	aminoglycoside phosphotransferase family protein	WP_003975557.1	
SC_RS18505	SCO3279		protein_coding	NC_003888.3	3622590	3623804	+	cation:proton antiporter	WP_003975556.1	GO:0015078,GO:0140828
SC_RS18510	SCO3280		protein_coding	NC_003888.3	3623867	3624412	+	DUF4396 domain-containing protein	WP_003975555.1	
SC_RS18515	SCO3281		protein_coding	NC_003888.3	3624449	3624859	-	four-helix bundle copper-binding protein	WP_003975554.1	
SC_RS18520	SCO3282		protein_coding	NC_003888.3	3625007	3625663	+	precorrin-8X methylmutase	WP_011028884.1	GO:0009236,GO:0016993
SC_RS18525	SCO3283		protein_coding	NC_003888.3	3625695	3626462	-	cobalt-precorrin-6A reductase	WP_003975552.1	GO:0009236,GO:0016994
SC_RS18530	SCO3284		protein_coding	NC_003888.3	3626675	3628768	+	ATP-binding SpoIIE family protein phosphatase	WP_134112102.1	GO:0006470,GO:0004722,GO:0005515,GO:0005524,GO:0046872
SC_RS18535	SCO3285		protein_coding	NC_003888.3	3628805	3634123	-	DNA repair ATPase	WP_011028886.1	
SC_RS18540	SCO3286		protein_coding	NC_003888.3	3634209	3636242	-	flotillin family protein	WP_003975548.1	GO:0016020,GO:0016600
SC_RS18545			protein_coding	NC_003888.3	3636411	3636536	-	hypothetical protein	WP_272954125.1	
SC_RS18550	SCO3288		protein_coding	NC_003888.3	3636856	3637587	+	hypothetical protein	WP_011028888.1	
SC_RS18555	SCO3289		protein_coding	NC_003888.3	3637594	3639204	+	membrane protein	WP_011028889.1	
SC_RS18560	SCO3290		protein_coding	NC_003888.3	3639201	3639950	+	TIR domain-containing protein	WP_003975544.1	GO:0050135
SC_RS18565	SCO3291		protein_coding	NC_003888.3	3640178	3641611	+	macro domain-containing protein	WP_003975543.1	
SC_RS18570	SCO3292		protein_coding	NC_003888.3	3641739	3642248	-	hypothetical protein	WP_003975542.1	
SC_RS18575	SCO3293		protein_coding	NC_003888.3	3642308	3642820	-	RipA family octameric membrane protein	WP_016326503.1	
SC_RS18580	SCO3294		protein_coding	NC_003888.3	3642817	3644163	-	transferase	WP_011028890.1	
SC_RS18585	SCO3295		protein_coding	NC_003888.3	3644267	3644935	-	CE1759 family FMN reductase	WP_003975539.1	
SC_RS18590	SCO3296		protein_coding	NC_003888.3	3644932	3646035	-	LLM class flavin-dependent oxidoreductase	WP_003975538.1	GO:0010181,GO:0016491
SC_RS18595	SCO3297		protein_coding	NC_003888.3	3646131	3646469	+	YnfA family protein	WP_011028891.1	GO:0016020
SC_RS18600	SCO3298		protein_coding	NC_003888.3	3646539	3647321	+	SDR family NAD(P)-dependent oxidoreductase	WP_003975536.1	
SC_RS18605	SCO3299		protein_coding	NC_003888.3	3647355	3648548	-	RtcB family protein	WP_011028892.1	GO:0006396,GO:0008452
SC_RS18610	SCO3300		protein_coding	NC_003888.3	3648753	3649631	+	hypothetical protein	WP_030871329.1	
SC_RS18615	SCO3301		protein_coding	NC_003888.3	3649749	3650615	+	DUF3558 family protein	WP_161270081.1	
SC_RS18620	SCO3302		protein_coding	NC_003888.3	3650705	3652006	+	DUF2637 domain-containing protein	WP_011028895.1	
SC_RS18625	SCO3303	lysS	protein_coding	NC_003888.3	3652259	3654001	-	lysine--tRNA ligase	WP_003975532.1	GO:0006430,GO:0004824,GO:0017101
SC_RS18630	SCO3304	argS	protein_coding	NC_003888.3	3654175	3655935	+	arginine--tRNA ligase	WP_011028896.1	GO:0006420,GO:0004814,GO:0005524,GO:0005737
SC_RS18635	SCO3305		protein_coding	NC_003888.3	3656071	3657396	+	acyltransferase family protein	WP_011028897.1	GO:0016747
SC_RS18640	SCO3306		protein_coding	NC_003888.3	3657329	3658543	-	aminotransferase-like domain-containing protein	WP_011028898.1	GO:0030170
SC_RS18645	SCO3307		protein_coding	NC_003888.3	3658635	3659537	-	SAM-dependent methyltransferase	WP_011028899.1	
SC_RS18650	SCO3308		protein_coding	NC_003888.3	3659641	3661035	-	helix-turn-helix domain-containing protein	WP_011028900.1	GO:0003677
SC_RS18655			protein_coding	NC_003888.3	3661248	3661991	+	DUF4232 domain-containing protein	WP_093456376.1	
SC_RS18660	SCO3311	hemB	protein_coding	NC_003888.3	3662050	3663042	-	porphobilinogen synthase	WP_011028903.1	GO:0033014,GO:0003824,GO:0004655,GO:0046872
SC_RS18665	SCO3312		protein_coding	NC_003888.3	3663566	3663976	+	SRPBCC family protein	WP_011028904.1	
SC_RS18670	SCO3313		protein_coding	NC_003888.3	3663973	3664890	-	nitroreductase/quinone reductase family protein	WP_003975523.1	GO:0016491
SC_RS18675	SCO3314		protein_coding	NC_003888.3	3665180	3666136	-	NAD(P)-dependent alcohol dehydrogenase	WP_011028905.1	GO:0016491
SC_RS18680	SCO3315		protein_coding	NC_003888.3	3666265	3666957	+	TetR/AcrR family transcriptional regulator	WP_003975521.1	GO:0006355,GO:0003677,GO:0003700
SC_RS18685	SCO3316		protein_coding	NC_003888.3	3666980	3667756	-	SDR family NAD(P)-dependent oxidoreductase	WP_011028906.1	GO:0016491,GO:0070403
SC_RS18690	SCO3317		protein_coding	NC_003888.3	3668023	3669720	-	bifunctional uroporphyrinogen-III C-methyltransferase/uroporphyrinogen-III synthase	WP_003975519.1	GO:0006780,GO:0033014,GO:0004852,GO:0008168
SC_RS18695	SCO3318	hemC	protein_coding	NC_003888.3	3669717	3670676	-	hydroxymethylbilane synthase	WP_003975518.1	GO:0033014,GO:0004418
SC_RS18700	SCO3319		protein_coding	NC_003888.3	3670673	3672418	-	glutamyl-tRNA reductase	WP_011028907.1	GO:0008883
SC_RS18705	SCO3320		protein_coding	NC_003888.3	3672415	3673191	-	redox-sensing transcriptional repressor Rex	WP_003975516.1	GO:0045892,GO:0051775
SC_RS18710	SCO3321		protein_coding	NC_003888.3	3673466	3673762	-	glutaredoxin family protein	WP_003975515.1	
SC_RS18715	SCO3322		protein_coding	NC_003888.3	3673916	3674866	+	HAD family hydrolase	WP_161270082.1	GO:0016787
SC_RS18720	SCO3323		protein_coding	NC_003888.3	3675181	3675975	+	ECF subfamily RNA polymerase sigma factor, BldN family	WP_003975513.1	
SC_RS18725	SCO3324		protein_coding	NC_003888.3	3676223	3677473	+	DUF5667 domain-containing protein	WP_161270083.1	
SC_RS18730	SCO3325		protein_coding	NC_003888.3	3677515	3678582	-	lysophospholipid acyltransferase family protein	WP_003975511.1	GO:0006644,GO:0008654,GO:0016746
SC_RS18735	SCO3326		protein_coding	NC_003888.3	3678597	3679658	-	NAD-dependent epimerase/dehydratase family protein	WP_003975510.1	GO:0003824
SC_RS18740	SCO3327		protein_coding	NC_003888.3	3679848	3679946	-	30S ribosomal protein bS22	WP_003948845.1	
SC_RS18745	SCO3328		protein_coding	NC_003888.3	3680056	3680268	-	helix-turn-helix domain-containing protein	WP_004984898.1	GO:0003677
SC_RS18750	SCO3329		protein_coding	NC_003888.3	3680398	3681213	-	phosphatase	WP_011028912.1	
SC_RS18755	SCO3330		protein_coding	NC_003888.3	3681507	3682679	-	acetoin utilization protein AcuC	WP_016326515.1	
SC_RS18760	SCO3331		protein_coding	NC_003888.3	3682630	3683877	-	MFS transporter	WP_011028914.1	GO:0055085,GO:0022857,GO:0016020
SC_RS18765	SCO3332		protein_coding	NC_003888.3	3683901	3684617	-	VC0807 family protein	WP_011028915.1	
SC_RS18770	SCO3333		protein_coding	NC_003888.3	3684694	3685341	-	HAD family hydrolase	WP_003975504.1	GO:0016787
SC_RS18775	SCOr10	rrf	rRNA	NC_003888.3	3685405	3685521	-			
SC_RS18780	SCOr11		rRNA	NC_003888.3	3685606	3688729	-			
SC_RS18785	SCOr12		rRNA	NC_003888.3	3689012	3690538	-			
SC_RS18790	SCO3334	trpS	protein_coding	NC_003888.3	3691374	3692384	+	tryptophan--tRNA ligase	WP_003975499.1	GO:0006436,GO:0000166,GO:0004830,GO:0005524
SC_RS18795	SCO3335		protein_coding	NC_003888.3	3692339	3693343	-	GlxA family transcriptional regulator	WP_003975498.1	GO:0006355,GO:0003677,GO:0003700
SC_RS18800	SCO3336		protein_coding	NC_003888.3	3693418	3693999	+	cysteine hydrolase family protein	WP_011028916.1	GO:0016787
