tss_id,tss_position,strand,abundance,category,sco_gene,reference,gene_id
TSS-2469,5464419,-,4,N,,,
TSS-2470,5464551,+,39,P,SCO5029,Vockenhuber et al. and Romero et al.,SC_RS27310
TSS-2471,5468482,+,7,P,SCO5033,,SC_RS27330
TSS-2472,5468490,-,758,P,SCO5032,Romero et al.,SC_RS27325
TSS-2473,5468546,+,1,S,SCO5033,Romero et al.,SC_RS27330
TSS-2474,5473182,-,15,P,SCO5036,,SC_RS27345
TSS-2475,5474698,+,353,P,SCO5039,,SC_RS27360
TSS-2476,5474777,+,157,S,SCO5039,,SC_RS27360
TSS-2477,5479783,-,50,P,SCO5040,Romero et al.,SC_RS27365
TSS-2478,5479813,-,36,S,SCO5040,Romero et al.,SC_RS27365
TSS-2479,5482009,-,4,P,SCO5042,Romero et al.,SC_RS27375
TSS-2480,5483979,-,7,P,SCO5043,,SC_RS27380
TSS-2481,5485481,-,29,P,SCO5044,Romero et al.,SC_RS27385
TSS-2482,5486403,+,46,P,SCO5046,,SC_RS27395
TSS-2483,5488235,+,44,P,SCO5048,Romero et al.,SC_RS27405
TSS-2484,5495907,-,5,P,SCO5056,,SC_RS27440
TSS-2485,5497920,-,13,P,SCO5057,,SC_RS27445
TSS-2486,5497994,+,50,P,SCO5058,Romero et al.,SC_RS27450
TSS-2487,5499055,+,217,P,SCO5059,Romero et al.,SC_RS27455
TSS-2488,5502447,-,202,P,SCO5063,,SC_RS27475
TSS-2489,5502570,+,6,P,SCO5064,,SC_RS27480
TSS-2490,5511160,-,5,P,SCO5068,,SC_RS27500
TSS-2491,5513712,-,4,P,SCO5070,,SC_RS27510
TSS-2492,5514323,+,35,P,SCO5072,Vockenhuber et al.,SC_RS27520
TSS-2493,5516862,+,14,P,SCO5075,,SC_RS27535
TSS-2494,5519054,+,6,P,SCO5077,Romero et al.,SC_RS27545
TSS-2495,5519954,+,9,P,SCO5078,Vockenhuber et al.,SC_RS27550
TSS-2496,5523964,-,8,P,SCO5082,,SC_RS27570
TSS-2497,5524037,+,57,P,SCO5083,Vockenhuber et al.,SC_RS27575
TSS-2498,5528064,+,69,P,SCO5085,Romero et al.,SC_RS27585
TSS-2499,5528518,-,5,A,SCO5085,Romero et al.,SC_RS27585
TSS-2500,5529751,-,286,P,SCO5086,,SC_RS27590
TSS-2501,5529894,+,36,P,SCO5087,,SC_RS27595
TSS-2502,5536355,-,2,P,SCO5094,,SC_RS27630
TSS-2503,5540210,-,10,A,SCO5099,,SC_RS27655
TSS-2504,5540983,+,562,P,SCO5100,Romero et al.,SC_RS27660
TSS-2505,5542131,+,446,P,SCO5101,Vockenhuber et al. and Romero et al.,SC_RS27665
TSS-2506,5543570,+,37,P,SCO5104,,SC_RS27680
TSS-2507,5546530,+,69,P,SCO5105,,SC_RS27685
TSS-2508,5551069,+,17,A,SCO5108,,SC_RS27700
TSS-2509,5554455,+,6,P,SCO5111,Romero et al.,SC_RS27715
TSS-2510,5556919,+,403,P,SCO5112,Romero et al.,SC_RS27720
TSS-2511,5558107,-,6,A,SCO5112,,SC_RS27720
TSS-2512,5565383,-,15,A,SCO5117,,SC_RS27745
TSS-2513,5571770,+,250,P,SCO5123,,SC_RS27775
TSS-2514,5572342,-,80,P,SCO5124,Romero et al.,SC_RS27780
TSS-2515,5574679,+,4,P,SCO5128,,SC_RS27800
TSS-2516,5582798,-,70,P,SCO5134,,SC_RS27830
TSS-2517,5582817,+,97,P,SCO5135,Romero et al.,SC_RS27835
TSS-2518,5585174,-,43,P,SCO5137,,SC_RS27845
TSS-2519,5586476,+,7,P,SCO5139,,SC_RS27855
TSS-2520,5587609,+,17,P,SCO5140,,SC_RS27860
TSS-2521,5587645,+,15,S,SCO5140,Romero et al.,SC_RS27860
TSS-2522,5589626,-,8,P,SCO5141,,SC_RS27865
TSS-2523,5589644,+,9,P,SCO5142,,SC_RS27870
TSS-2524,5590238,-,3,A,SCO5143,Romero et al.,SC_RS27875
TSS-2525,5592147,-,129,P,SCO5144,,SC_RS27885
TSS-2526,5592362,+,70,P,SCO5145,Vockenhuber et al. and Romero et al.,SC_RS27890
TSS-2527,5593405,-,4,P,SCO5146,,SC_RS27895
TSS-2528,5593465,+,52,S,SCO5147,Vockenhuber et al. and Romero et al.,SC_RS27900
TSS-2529,5593587,+,275,P,SCO5147,Romero et al.,SC_RS27900
TSS-2530,5595419,+,3,P,SCO5149,,SC_RS27910
TSS-2531,5597587,+,128,P,SCO5150,,SC_RS27915
TSS-2532,5598249,+,15,P,SCO5151,Vockenhuber et al.,SC_RS27920
TSS-2533,5600209,-,92,P,SCO5152,Romero et al.,SC_RS27925
TSS-2534,5602266,-,5,P,SCO5154,,SC_RS27935
TSS-2535,5605295,-,335,P,SCO5157,Romero et al.,SC_RS27950
TSS-2536,5605371,-,8,A,SCO5158,,SC_RS27955
TSS-2537,5608272,+,22,P,SCO5161,,SC_RS27970
TSS-2538,5609278,+,27,P,SCO5162,Romero et al.,SC_RS27975
TSS-2539,5610151,-,48,P,SCO5163,,SC_RS27980
TSS-2540,5610265,+,17,P,SCO5164,,SC_RS27985
TSS-2541,5615315,-,8,P,SCO5166,Romero et al.,SC_RS27995
TSS-2542,5617119,-,1336,P,SCO5169,Romero et al.,SC_RS28010
TSS-2543,5618314,-,13,P,SCO5171,,SC_RS28020
TSS-2544,5619282,+,89,P,SCO5173,Romero et al.,SC_RS28030
TSS-2545,5621407,+,145,P,SCO5174,Romero et al.,SC_RS28035
TSS-2546,5626388,+,6,P,SCO5178,Vockenhuber et al. and Romero et al.,SC_RS28055
TSS-2547,5629262,-,5,P,SCO5179,,SC_RS28060
TSS-2548,5633815,-,5,P,SCO5181,,SC_RS28070
TSS-2549,5633967,+,8,P,SCO5182,,SC_RS28075
TSS-2550,5634747,-,7,A,SCO5183,Romero et al.,SC_RS28080
TSS-2551,5644725,-,121,P,SCO5187,Romero et al.,SC_RS28100
TSS-2552,5644866,+,3,P,SCO5188,,SC_RS28105
TSS-2553,5647134,+,1132,P,SCO5189,Vockenhuber et al. and Romero et al.,SC_RS28110
TSS-2554,5647534,+,10,P,SCO5190,,SC_RS28115
TSS-2555,5650046,-,15,P,SCO5192,Romero et al.,SC_RS28125
TSS-2556,5652115,+,29,P,SCO5195,Romero et al.,SC_RS28140
TSS-2557,5654420,+,7,P,SCO5197,,SC_RS28150
TSS-2558,5656158,-,8,P,SCO5198,,SC_RS28155
TSS-2559,5657466,-,101,P,SCO5199,,SC_RS28160
TSS-2560,5657544,+,62,P,SCO5200,Vockenhuber et al. and Romero et al.,SC_RS28165
TSS-2561,5657573,-,33,S,SCO5199,Romero et al.,SC_RS28160
TSS-2562,5657634,-,8,S,SCO5199,Romero et al.,SC_RS28160
TSS-2563,5658833,+,12,P,SCO5201,,SC_RS28170
TSS-2564,5659375,+,59,P,SCO5202,,SC_RS28180
TSS-2565,5659650,+,36,S,SCO5202,Romero et al.,SC_RS28180
TSS-2566,5661386,+,545,P,SCO5204,,SC_RS28190
TSS-2567,5664555,+,138,P,SCOt52,Romero et al.,SC_RS28195
TSS-2568,5664785,+,80,P,SCO5205,,SC_RS28200
TSS-2569,5664804,+,21,S,SCO5205,,SC_RS28200
TSS-2570,5664843,+,62,S,SCO5205,Romero et al.,SC_RS28200
TSS-2571,5666898,-,17,P,SCOt53,Romero et al.,SC_RS28205
TSS-2572,5667360,-,14,S,SCO5206,Romero et al.,SC_RS28210
TSS-2573,5667432,-,20,P,SCO5206,Romero et al.,SC_RS28210
TSS-2574,5668022,-,11,P,SCO5207,,SC_RS28215
TSS-2575,5668887,-,11,P,SCO5208,,SC_RS28220
TSS-2576,5670198,-,1813,P,SCO5210,,SC_RS28230
TSS-2577,5672614,+,33,N,,,
TSS-2578,5673488,+,46,P,SCO5214,Romero et al.,SC_RS28250
TSS-2579,5673629,-,62,P,SCO5213,,SC_RS28245
TSS-2580,5675004,+,13,S,SCO5216,Romero et al.,SC_RS28260
TSS-2581,5675179,+,662,P,SCO5216,Romero et al.,SC_RS28260
TSS-2582,5675764,+,11,P,SCO5217,Romero et al.,SC_RS28265
TSS-2583,5676319,+,3,P,SCO5218,Vockenhuber et al. and Romero et al.,SC_RS28270
TSS-2584,5678872,+,73,P,SCO5220,,SC_RS28280
TSS-2585,5678942,+,43,S,SCO5220,,SC_RS28280
TSS-2586,5679917,+,44,P,SCO5221,,SC_RS28285
TSS-2587,5683722,-,5,I,SCO5224,,SC_RS28300
TSS-2588,5684465,-,2,P,SCO5224,,SC_RS28300
TSS-2589,5688403,-,3,P,SCO5227,Romero et al.,
TSS-2590,5689000,-,20,P,SCO5228,,SC_RS28320
TSS-2591,5691889,-,31,P,SCO5231,,SC_RS28335
TSS-2592,5691943,-,18,S,SCO5231,,SC_RS28335
TSS-2593,5692293,-,19,S,SCO5231,Romero et al.,SC_RS28335
TSS-2594,5692705,-,3,A,SCO5232,,SC_RS28340
TSS-2595,5694444,-,7,A,SCO5233,,SC_RS28345
TSS-2596,5694751,-,7,A,SCO5234,,SC_RS28350
TSS-2597,5699726,+,148,S,SCO5239,Romero et al.,SC_RS28375
TSS-2598,5699821,+,385,P,SCO5239,,SC_RS28375
TSS-2599,5700131,+,80,S,SCO5239,,SC_RS28375
TSS-2600,5702284,-,17448,P,SCO5240,Romero et al.,SC_RS28380
TSS-2601,5702521,+,14,A,SCO5241,,SC_RS28385
TSS-2602,5703401,-,2,P,SCO5241,Romero et al.,SC_RS28385
TSS-2603,5704015,-,4,I,SCO5243,,SC_RS28395
TSS-2604,5705186,-,8,P,SCO5243,,SC_RS28395
TSS-2605,5705573,-,8,S,SCO5244,,SC_RS28400
TSS-2606,5705703,-,27,P,SCO5244,,SC_RS28400
TSS-2607,5706013,-,47,P,SCO5245,Romero et al.,SC_RS28405
TSS-2608,5708624,-,9,P,SCO5247,,SC_RS28415
TSS-2609,5709378,-,11,P,SCO5248,Romero et al.,SC_RS28420
TSS-2610,5709572,+,89,P,SCO5249,Romero et al.,SC_RS28425
TSS-2611,5711085,+,5,P,SCO5250,,SC_RS28430
TSS-2612,5712557,+,17,P,SCO5251,,SC_RS28435
TSS-2613,5713933,+,38,P,SCO5253,Romero et al.,SC_RS28445
TSS-2614,5714687,-,53,P,SCO5254,Romero et al.,SC_RS28450
TSS-2615,5715810,+,25,P,SCO5257,,SC_RS28465
TSS-2616,5715832,-,3,P,SCO5256,,SC_RS28460
TSS-2617,5717401,+,6,A,SCO5258,,SC_RS28470
TSS-2618,5717611,+,10,A,SCO5259,,SC_RS28475
TSS-2619,5718553,-,4,P,SCO5259,,SC_RS28475
TSS-2620,5719597,-,88,P,SCO5260,,SC_RS28480
TSS-2621,5719657,+,36,S,SCO5261,,SC_RS28485
TSS-2622,5719944,+,47,P,SCO5261,,SC_RS28485
TSS-2623,5721695,+,79,P,SCO5262,,SC_RS28490
TSS-2624,5722789,+,135,P,SCO5263,,SC_RS28500
TSS-2625,5724782,-,4,P,SCO5264,,SC_RS28505
TSS-2626,5725709,-,196,P,SCO5265,Romero et al.,SC_RS28510
TSS-2627,5727061,-,11,P,SCO5267,,SC_RS28520
TSS-2628,5727136,+,2,P,SCO5268,Romero et al.,SC_RS28525
TSS-2629,5734916,+,5,P,SCO5273,,
TSS-2630,5738410,+,255,P,SCO5275,,SC_RS28560
TSS-2631,5753518,+,3,A,SCO5281,,SC_RS28590
TSS-2632,5753710,-,6,P,SCO5281,,SC_RS28590
TSS-2633,5755887,-,2,P,SCO5283,,SC_RS28600
TSS-2634,5756776,+,15,P,SCO5285,,SC_RS28610
TSS-2635,5761690,-,24,S,SCO5288,,SC_RS28625
TSS-2636,5761823,-,63,P,SCO5288,,SC_RS28625
TSS-2637,5761938,+,77,P,SCO5289,,SC_RS28630
TSS-2638,5765160,+,4,P,SCO5290,,SC_RS28635
TSS-2639,5765872,+,14,P,SCO5292,,SC_RS28645
TSS-2640,5766663,+,203,P,SCO5293,,SC_RS28650
TSS-2641,5769935,+,2,A,SCO5296,,SC_RS28665
TSS-2642,5773118,-,5,P,SCO5300,,SC_RS28680
TSS-2643,5786708,-,6,P,SCO5315,,SC_RS28755
TSS-2644,5790803,+,3,A,SCO5320,Romero et al.,SC_RS28780
TSS-2645,5796522,+,22,P,SCO5327,,SC_RS28815
TSS-2646,5798754,-,34,P,SCO5328,,
TSS-2647,5798773,+,63,P,SCO5329,Romero et al.,SC_RS28825
TSS-2648,5800830,+,6,S,SCO5330,,SC_RS28830
TSS-2649,5800857,+,12,P,SCO5330,,SC_RS28830
TSS-2650,5805748,-,31,P,SCO5331,,SC_RS28835
TSS-2651,5805807,+,39,S,SCO5332,,SC_RS28840
TSS-2652,5805822,+,97,P,SCO5332,Romero et al.,SC_RS28840
TSS-2653,5808204,+,12,A,SCO5333,,SC_RS28845
TSS-2654,5808874,+,13,P,SCO5335,,
TSS-2655,5809892,-,8,P,SCO5336,Romero et al.,SC_RS28855
TSS-2656,5810682,-,2,S,SCO5337,,SC_RS28860
TSS-2657,5810780,-,5,P,SCO5337,,SC_RS28860
TSS-2658,5816718,-,14,A,SCO5349,,SC_RS28920
TSS-2659,5818153,-,14,A,SCO5350,,SC_RS28925
TSS-2660,5818165,+,4,I,SCO5350,Romero et al.,SC_RS28925
TSS-2661,5818814,-,6,P,SCOt55,,SC_RS28930
TSS-2662,5818828,-,2,S,SCOt55,Romero et al.,SC_RS28930
TSS-2663,5818975,+,33,P,SCO5351,Vockenhuber et al. and Romero et al.,SC_RS28935
TSS-2664,5822182,+,46,P,SCO5354,Romero et al.,SC_RS28950
TSS-2665,5824728,+,113,P,SCO5356,Romero et al.,SC_RS28960
TSS-2666,5825851,+,11,P,SCO5357,,SC_RS28965
TSS-2667,5825916,+,7,S,SCO5357,,SC_RS28965
TSS-2668,5826000,+,9,S,SCO5357,,SC_RS28965
TSS-2669,5828646,+,90,P,SCO5358,Romero et al.,SC_RS28970
TSS-2670,5829951,+,4801,P,SCO5359,Romero et al.,SC_RS28975
TSS-2671,5830354,+,5,P,SCO5360,,SC_RS28980
TSS-2672,5831187,+,12,P,SCO5361,,SC_RS28985
TSS-2673,5835174,+,15,P,SCO5365,Romero et al.,SC_RS29005
TSS-2674,5836644,+,287,P,SCO5366,Romero et al.,SC_RS29010
TSS-2675,5837260,+,6,P,SCO5367,,SC_RS29015
TSS-2676,5840070,+,23,P,SCO5371,,SC_RS29035
TSS-2677,5847112,+,3,N,,,
TSS-2678,5850686,-,35,P,SCO5381,Romero et al.,SC_RS29085
TSS-2679,5852346,+,39,P,SCO5384,,SC_RS29100
TSS-2680,5853964,+,94,P,SCO5386,,SC_RS29110
TSS-2681,5854073,+,24,S,SCO5386,,SC_RS29110
TSS-2682,5854579,+,5,P,SCO5387,Romero et al.,SC_RS29115
TSS-2683,5858116,-,31,P,SCO5388,,SC_RS29120
TSS-2684,5858301,+,678,P,SCO5389,,SC_RS29125
TSS-2685,5860118,+,3,P,SCO5391,Romero et al.,SC_RS29135
TSS-2686,5862680,-,269,P,SCO5393,Romero et al.,SC_RS29145
TSS-2687,5864545,-,25,P,SCO5395,Romero et al.,SC_RS29155
TSS-2688,5865635,-,42,P,SCO5396,Romero et al.,SC_RS29160
TSS-2689,5865776,-,26,S,SCO5396,,SC_RS29160
TSS-2690,5869862,-,31,P,SCO5397,,SC_RS29165
TSS-2691,5870326,+,87,P,SCO5399,Romero et al.,SC_RS29175
TSS-2692,5870463,-,82,P,SCO5398,Romero et al.,SC_RS29170
TSS-2693,5871839,+,4,P,SCO5400,,SC_RS29180
TSS-2694,5875214,-,15,P,SCO5402,,SC_RS29190
TSS-2695,5875257,+,3,P,SCO5403,,SC_RS29195
TSS-2696,5877968,-,280,P,SCO5405,Romero et al.,SC_RS29205
TSS-2697,5880049,-,32,P,SCO5408,,SC_RS29220
TSS-2698,5880150,+,12,P,SCO5409,,SC_RS29225
TSS-2699,5882471,-,4,P,SCO5411,,SC_RS29235
TSS-2700,5883321,+,19,P,SCO5414,Vockenhuber et al. and Romero et al.,SC_RS29250
TSS-2701,5883756,+,11,P,SCO5415,Romero et al.,SC_RS29255
TSS-2702,5888395,+,5098,P,SCO5419,Romero et al.,SC_RS29275
TSS-2703,5891389,+,5,P,SCO5422,,SC_RS29290
TSS-2704,5892748,+,9,I,SCO5422,,SC_RS29290
TSS-2705,5892869,-,4,A,SCO5422,,SC_RS29290
TSS-2706,5894405,-,983,P,SCO5423,,SC_RS29295
TSS-2707,5897827,-,8,P,SCO5425,Romero et al.,SC_RS29305
TSS-2708,5897905,+,77,P,SCO5426,Romero et al.,SC_RS29310
TSS-2709,5904393,-,51,P,SCO5431,Romero et al.,SC_RS29340
TSS-2710,5909691,-,16,P,SCO5435,Romero et al.,SC_RS29360
TSS-2711,5909775,+,2,P,SCO5436,,SC_RS29365
TSS-2712,5910787,-,158,A,SCO5436,,SC_RS29365
TSS-2713,5920246,-,48,P,SCO5442,,SC_RS29395
TSS-2714,5922319,-,36,P,SCO5443,,SC_RS29400
TSS-2715,5922470,+,12,P,SCO5444,Romero et al.,SC_RS29405
TSS-2716,5942760,-,5,I,SCO5456,,SC_RS29465
TSS-2717,5945092,+,12,P,SCO5458,,SC_RS29475
TSS-2718,5946399,+,8,P,SCO5459,,SC_RS29480
TSS-2719,5947277,+,3,P,SCO5460,,SC_RS29485
TSS-2720,5950323,+,122,P,SCO5464,,SC_RS29505
TSS-2721,5950702,+,10,P,SCO5465,,
TSS-2722,5957404,-,6,P,SCO5470,,SC_RS29535
TSS-2723,5957738,-,7,P,SCO5471,,SC_RS29540
TSS-2724,5959225,+,86,P,SCO5473,Romero et al.,SC_RS29550
TSS-2725,5959985,+,6,P,SCO5474,,SC_RS29555
TSS-2726,5960950,+,21,P,SCO5475,Romero et al.,SC_RS29560
TSS-2727,5961997,+,1480,P,SCO5476,,SC_RS29565
TSS-2728,5971278,+,160,P,SCO5484,,SC_RS29605
TSS-2729,5976351,+,21,P,SCO5491,Romero et al.,SC_RS29640
TSS-2730,5978606,+,5,P,SCO5494,,SC_RS29655
TSS-2731,5981029,+,3,S,SCO5495,Romero et al.,SC_RS29660
TSS-2732,5981108,+,32,P,SCO5495,,SC_RS29660
TSS-2733,5984119,+,43,P,SCO5497,,SC_RS29670
TSS-2734,5984730,+,7,P,SCO5498,Romero et al.,SC_RS29675
TSS-2735,5986578,+,42,P,SCO5500,,SC_RS29685
TSS-2736,5988496,+,22,P,SCO5502,,SC_RS29695
TSS-2737,5990788,+,51,P,SCO5503,,SC_RS29700
TSS-2738,5991299,+,37,P,SCO5504,,SC_RS29705
TSS-2739,5991461,+,37,S,SCO5504,Romero et al.,SC_RS29705
TSS-2740,5998357,-,6,P,SCO5509,,SC_RS29730
TSS-2741,5998409,+,62,P,SCO5510,,SC_RS29735
TSS-2742,5999218,+,8,S,SCO5511,,SC_RS29740
TSS-2743,5999470,+,15,P,SCO5511,,SC_RS29740
TSS-2744,6002909,+,596,P,SCO5512,Romero et al.,SC_RS29745
TSS-2745,6005616,+,9,P,SCO5514,Romero et al.,SC_RS29755
TSS-2746,6005917,+,10,I,SCO5514,,SC_RS29755
TSS-2747,6006756,+,329,P,SCO5515,Romero et al.,SC_RS29760
TSS-2748,6010146,+,34,P,SCO5517,Romero et al.,SC_RS29770
TSS-2749,6015981,-,23,A,SCO5522,,SC_RS29795
TSS-2750,6016406,+,19,S,SCO5523,Romero et al.,SC_RS29800
TSS-2751,6016462,+,59,P,SCO5523,Romero et al.,SC_RS29800
TSS-2752,6022682,+,20,P,SCO5528,,SC_RS29825
TSS-2753,6023430,+,17,P,SCO5529,Romero et al.,SC_RS29830
TSS-2754,6027754,-,8,P,SCO5531,,SC_RS29840
TSS-2755,6029087,-,8,P,SCO5533,,SC_RS29850
TSS-2756,6031336,+,13,P,SCO5535,,SC_RS29860
TSS-2757,6031665,+,3,S,SCO5535,Vockenhuber et al. and Romero et al.,SC_RS29860
TSS-2758,6034948,-,10,P,SCO5538,,SC_RS29875
TSS-2759,6035027,-,6,S,SCO5538,,SC_RS29875
TSS-2760,6035409,-,101,P,SCO5539,,SC_RS29880
TSS-2761,6038798,-,82,P,SCO5540,Romero et al.,SC_RS29885
TSS-2762,6040177,+,29,A,SCO5543,Romero et al.,SC_RS29900
TSS-2763,6044751,-,8,P,SCO5544,,SC_RS29905
TSS-2764,6045079,+,112,P,SCO5545,Romero et al.,SC_RS29910
TSS-2765,6045445,+,37,P,SCO5546,Vockenhuber et al. and Romero et al.,SC_RS29915
TSS-2766,6046107,+,7,P,SCO5547,,SC_RS29920
TSS-2767,6048321,+,11,P,SCO5549,Romero et al.,SC_RS29930
TSS-2768,6049066,+,29,P,SCOt56,Romero et al.,SC_RS29935
TSS-2769,6049510,+,25,I,SCOt59,Romero et al.,SC_RS29950
TSS-2770,6049542,+,48,I,SCOt59,Romero et al.,SC_RS29950
TSS-2771,6050403,-,26,P,SCO5550,,SC_RS29960
TSS-2772,6050418,+,2,P,SCO5551,,SC_RS29965
TSS-2773,6050729,-,21,S,SCO5550,,SC_RS29960
TSS-2774,6051815,-,49,P,SCO5552,,SC_RS29970
TSS-2775,6051887,+,135,P,SCO5553,Vockenhuber et al. and Romero et al.,SC_RS29975
TSS-2776,6054234,+,236,P,SCO5555,,SC_RS29985
TSS-2777,6054328,+,136,S,SCO5555,Romero et al.,SC_RS29985
TSS-2778,6055700,-,4,P,SCO5557,,SC_RS29995
TSS-2779,6056371,-,23,P,SCO5557a,Romero et al.,SC_RS30000
TSS-2780,6056430,+,19,P,SCO5558,Romero et al.,SC_RS30005
TSS-2781,6056463,+,11,S,SCO5558,,SC_RS30005
TSS-2782,6058385,+,10,P,SCO5560,,SC_RS30015
TSS-2783,6059624,+,20,N,,,
TSS-2784,6060121,-,6,P,SCO5561,Romero et al.,SC_RS30020
TSS-2785,6062374,-,68,S,SCO5564,Romero et al.,SC_RS30035
TSS-2786,6062402,-,139,P,SCO5564,Romero et al.,SC_RS30035
TSS-2787,6064352,+,298,P,SCO5566,,SC_RS30045
TSS-2788,6066477,+,6,P,SCO5567,,SC_RS30050
TSS-2789,6067188,+,174,P,SCO5568,,SC_RS30055
TSS-2790,6067814,+,12,P,SCO5569,,SC_RS30060
TSS-2791,6069055,+,32,P,SCO5570,Romero et al.,SC_RS30065
TSS-2792,6069453,+,51,S,SCO5571,,SC_RS30070
TSS-2793,6069493,+,55,S,SCO5571,,SC_RS30070
TSS-2794,6069613,+,82,P,SCO5571,,SC_RS30070
TSS-2795,6072168,-,32,P,SCO5574,Romero et al.,SC_RS30085
TSS-2796,6073577,-,238,P,SCO5575,,SC_RS30090
TSS-2797,6073650,+,23,P,SCO5576,Vockenhuber et al.,SC_RS30095
TSS-2798,6074046,+,14,N,,,
TSS-2799,6074181,+,234,N,,Romero et al.,
TSS-2800,6074834,+,35,P,SCO5577,,SC_RS30105
TSS-2801,6078498,+,406,P,SCO5578,,SC_RS30110
TSS-2802,6081765,+,29,P,SCO5580,Romero et al.,SC_RS30120
TSS-2803,6083947,-,1571,P,SCO5581,Romero et al.,SC_RS30125
TSS-2804,6084061,+,1186,P,SCO5582,Romero et al.,SC_RS30130
TSS-2805,6085953,+,17,P,SCO5583,,SC_RS30135
TSS-2806,6087638,+,10,P,SCO5585,,SC_RS30145
TSS-2807,6090346,+,9,P,SCO5586,Romero et al.,SC_RS30150
TSS-2808,6096339,+,25,P,SCO5590,Romero et al.,SC_RS30170
TSS-2809,6097064,+,14047,P,SCO5591,Vockenhuber et al. and Romero et al.,SC_RS30175
TSS-2810,6099370,+,176,P,SCO5595,Romero et al.,SC_RS30195
TSS-2811,6101525,+,550,P,SCO5598,Romero et al.,SC_RS30210
TSS-2812,6103968,+,75,S,SCO5601,,SC_RS30225
TSS-2813,6104083,+,147,P,SCO5601,Romero et al.,SC_RS30225
TSS-2814,6107817,+,115,P,SCO5605,,SC_RS30245
TSS-2815,6108427,+,60,P,SCO5607,,SC_RS30255
TSS-2816,6108716,+,708,P,SCO5608,Romero et al.,SC_RS30260
TSS-2817,6109956,-,40,P,SCO5609,Romero et al.,SC_RS30265
TSS-2818,6110688,-,2371,P,SCO5610,Romero et al.,
TSS-2819,6113938,+,26,P,SCO5613,,SC_RS30285
TSS-2820,6113968,+,16,S,SCO5613,,SC_RS30285
TSS-2821,6114015,+,22,S,SCO5613,,SC_RS30285
TSS-2822,6117501,-,9,N,,Romero et al.,
TSS-2823,6121990,+,6,P,SCO5622,Vockenhuber et al. and Romero et al.,SC_RS30335
TSS-2824,6123333,+,166,P,SCO5624,Romero et al.,SC_RS30345
TSS-2825,6124511,+,13,S,SCO5625,,SC_RS30350
TSS-2826,6124531,+,18,P,SCO5625,,SC_RS30350
TSS-2827,6125400,+,1794,P,SCO5626,Romero et al.,SC_RS30355
TSS-2828,6126294,+,313,P,SCO5627,,SC_RS30360
TSS-2829,6126408,+,23,S,SCO5627,,SC_RS30360
TSS-2830,6131048,-,8,P,SCO5629,,SC_RS30370
TSS-2831,6131201,+,4,N,,Romero et al.,
TSS-2832,6132953,-,2917,P,SCO5632,Romero et al.,SC_RS30380
TSS-2833,6133129,+,849,N,,,
TSS-2834,6137094,-,15,P,SCO5636,Romero et al.,SC_RS30400
TSS-2835,6137099,+,4,P,SCO5637,,SC_RS30405
TSS-2836,6137794,-,2,N,,,
TSS-2837,6137987,+,54,A,SCO5638,Romero et al.,SC_RS30410
TSS-2838,6138876,-,5,P,SCO5638,,SC_RS30410
TSS-2839,6138929,+,18,A,SCO5639,,SC_RS30415
TSS-2840,6139111,+,15,A,SCO5639,,SC_RS30415
TSS-2841,6139440,-,20,P,SCO5639,,SC_RS30415
TSS-2842,6139698,-,16,S,SCO5639,,SC_RS30415
TSS-2843,6141615,-,214,P,SCO5642,,SC_RS30430
TSS-2844,6142338,-,111,P,SCO5643,,
TSS-2845,6143016,+,13,P,SCO5645,Romero et al.,SC_RS30440
TSS-2846,6148202,+,10,P,SCO5649,,SC_RS30460
TSS-2847,6151109,-,8,P,SCO5651,,SC_RS30470
TSS-2848,6151576,-,37,P,SCO5652,Romero et al.,SC_RS30475
TSS-2849,6153949,-,8,P,SCO5654,,SC_RS30485
TSS-2850,6155949,-,18,P,SCO5656,,SC_RS30495
TSS-2851,6156094,+,12,P,SCO5657,Vockenhuber et al. and Romero et al.,SC_RS30500
TSS-2852,6160619,+,7,A,SCO5660,,SC_RS30515
TSS-2853,6162690,-,2,P,SCO5662,,SC_RS30525
TSS-2854,6162748,+,57,P,SCO5663,Romero et al.,SC_RS30530
TSS-2855,6167401,-,17,A,SCO5667,,SC_RS30550
TSS-2856,6169606,-,3,A,SCO5669,,SC_RS30560
TSS-2857,6174290,-,32,A,SCO5673,,SC_RS30580
TSS-2858,6176413,-,17,N,,Romero et al.,
TSS-2859,6180337,+,25,P,SCO5678,,SC_RS30605
TSS-2860,6182196,+,7,P,SCO5679,,SC_RS30610
TSS-2861,6201761,-,40,P,SCO5692,Romero et al.,SC_RS30675
TSS-2862,6203922,+,5,P,SCO5694,Romero et al.,SC_RS30685
TSS-2863,6204978,+,17,P,SCO5695,,SC_RS30690
TSS-2864,6206567,+,7,P,SCO5696,,SC_RS30695
TSS-2865,6206617,+,4,S,SCO5696,Romero et al.,SC_RS30695
TSS-2866,6209024,+,56,P,SCO5698,,SC_RS30705
TSS-2867,6214190,-,9,P,SCO5702,,SC_RS30725
TSS-2868,6214288,+,1514,P,SCO5703,Vockenhuber et al. and Romero et al.,SC_RS30730
TSS-2869,6216001,+,68,P,SCO5705,Romero et al.,SC_RS30740
TSS-2870,6216485,+,99,P,SCO5706,,SC_RS30745
TSS-2871,6219660,+,100,P,SCO5707,,SC_RS30750
TSS-2872,6225925,+,78,P,SCO5711,,SC_RS30770
TSS-2873,6230397,+,47,A,SCO5715,,SC_RS30790
